imbalance_involved,n,gap_mean,gap_median,accuracy,macro_f1
False,17280,0.04803362070265041,0.0071032312773476325,0.8117121422219288,0.7636785215192785
True,51840,0.09823695300433037,0.05638930856401403,0.5835931887979992,0.4853562357936687
