run_key,dataset_name,seed,setting_id,setting_name,model_name,label_noise,missing_rate,imbalance_level,missing_mechanism,fit_eval_seconds,train_rows_after_corruption,n_label_flips_before_sampling,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall
balance_scale__seed0__setting0__LogisticRegression__mnar,balance_scale,0,0,clean,LogisticRegression,0.0,0.0,natural,mnar,0.0305,468,0,0.8789808917197452,0.6343226788432267,0.6105820105820106,0.8456981093923768,0.7893923846052094,0.0
balance_scale__seed0__setting0__LinearSVM__mnar,balance_scale,0,0,clean,LinearSVM,0.0,0.0,natural,mnar,0.0221,468,0,0.8853503184713376,0.6388888888888888,0.6151152697473923,0.851978368069485,0.8028402089971427,0.0
balance_scale__seed0__setting0__KNN__mnar,balance_scale,0,0,clean,KNN,0.0,0.0,natural,mnar,0.0287,468,0,0.7961783439490446,0.59779299847793,0.5996514161220043,0.7997535489779777,0.6449099491590022,0.08333333333333333
balance_scale__seed0__setting0__DecisionTree__mnar,balance_scale,0,0,clean,DecisionTree,0.0,0.0,natural,mnar,0.0203,468,0,0.7898089171974523,0.593226788432268,0.5996164591909273,0.8050845481933705,0.6404608856630457,0.08333333333333333
balance_scale__seed0__setting0__RandomForest__mnar,balance_scale,0,0,clean,RandomForest,0.0,0.0,natural,mnar,0.5725,468,0,0.8407643312101911,0.6068619989852867,0.6027277277277278,0.8349974177999655,0.7172515952886722,0.0
balance_scale__seed0__setting0__ExtraTrees__mnar,balance_scale,0,0,clean,ExtraTrees,0.0,0.0,natural,mnar,0.4249,468,0,0.8343949044585988,0.6022957889396245,0.6002204377263424,0.8315396441906436,0.7070629839546996,0.0
balance_scale__seed0__setting0__HistGradientBoosting__mnar,balance_scale,0,0,clean,HistGradientBoosting,0.0,0.0,natural,mnar,0.6654,468,0,0.8726114649681529,0.6530948756976154,0.6497725518649324,0.8548469209702712,0.7712703150689068,0.08333333333333333
balance_scale__seed0__setting0__XGBoost__mnar,balance_scale,0,0,clean,XGBoost,0.0,0.0,natural,mnar,0.2821,468,0,0.8726114649681529,0.6298198883815322,0.6090048446597627,0.8438512341525157,0.7710353828208356,0.0
balance_scale__seed0__setting0__LightGBM__mnar,balance_scale,0,0,clean,LightGBM,0.0,0.0,natural,mnar,0.2759,468,0,0.8598726114649682,0.6436453576864536,0.6401072124756335,0.8441445971616941,0.7488192218796135,0.08333333333333333
balance_scale__seed0__setting1__LogisticRegression__mnar,balance_scale,0,1,noise_only,LogisticRegression,0.2,0.0,natural,mnar,0.0304,468,94,0.8980891719745223,0.6482115677321157,0.6224991224991224,0.862387741368633,0.8191907769668619,0.0
balance_scale__seed0__setting1__LinearSVM__mnar,balance_scale,0,1,noise_only,LinearSVM,0.2,0.0,natural,mnar,0.0193,468,94,0.8980891719745223,0.6482115677321157,0.6224503224108435,0.8623595293715315,0.8190009276217267,0.0
balance_scale__seed0__setting1__KNN__mnar,balance_scale,0,1,noise_only,KNN,0.2,0.0,natural,mnar,0.0201,468,94,0.7388535031847133,0.5562531709791984,0.5642841194412146,0.757685107339379,0.5602133566937539,0.08333333333333333
balance_scale__seed0__setting1__DecisionTree__mnar,balance_scale,0,1,noise_only,DecisionTree,0.2,0.0,natural,mnar,0.0184,468,94,0.643312101910828,0.48731608320649417,0.5025116105268777,0.67705574922962,0.41870744987868247,0.08333333333333333
balance_scale__seed0__setting1__RandomForest__mnar,balance_scale,0,1,noise_only,RandomForest,0.2,0.0,natural,mnar,0.5679,468,94,0.7770700636942676,0.5839675291730086,0.5865942693884013,0.7842224932616584,0.6126973460453748,0.08333333333333333
balance_scale__seed0__setting1__ExtraTrees__mnar,balance_scale,0,1,noise_only,ExtraTrees,0.2,0.0,natural,mnar,0.4286,468,94,0.7707006369426752,0.5563165905631658,0.5601800498352222,0.7760526756353684,0.5996666113419159,0.0
balance_scale__seed0__setting1__HistGradientBoosting__mnar,balance_scale,0,1,noise_only,HistGradientBoosting,0.2,0.0,natural,mnar,0.6203,468,94,0.7452229299363057,0.5841577879249112,0.5835898009811054,0.753469931536949,0.5598415192555034,0.16666666666666666
balance_scale__seed0__setting1__XGBoost__mnar,balance_scale,0,1,noise_only,XGBoost,0.2,0.0,natural,mnar,0.2889,468,94,0.7643312101910829,0.5980466768138001,0.5976225733064638,0.7686116760129886,0.5886458999519198,0.16666666666666666
balance_scale__seed0__setting1__LightGBM__mnar,balance_scale,0,1,noise_only,LightGBM,0.2,0.0,natural,mnar,0.2595,468,94,0.7961783439490446,0.6443429731100964,0.6396904975408277,0.8064357846825333,0.6498588213229944,0.25
balance_scale__seed0__setting2__LogisticRegression__mnar,balance_scale,0,2,missing_only,LogisticRegression,0.0,0.2,natural,mnar,0.0312,468,0,0.802547770700637,0.5792744799594115,0.5564479555262966,0.7708188843649233,0.6400000029052606,0.0
balance_scale__seed0__setting2__LinearSVM__mnar,balance_scale,0,2,missing_only,LinearSVM,0.0,0.2,natural,mnar,0.0194,468,0,0.802547770700637,0.5792744799594115,0.5566092963353237,0.7710071390378519,0.6403403932161433,0.0
balance_scale__seed0__setting2__KNN__mnar,balance_scale,0,2,missing_only,KNN,0.0,0.2,natural,mnar,0.0208,468,0,0.7388535031847133,0.5333587011669203,0.5261014439096631,0.72886899638492,0.5326347364920567,0.0
balance_scale__seed0__setting2__DecisionTree__mnar,balance_scale,0,2,missing_only,DecisionTree,0.0,0.2,natural,mnar,0.0185,468,0,0.6242038216560509,0.45065956367326226,0.46497804795677133,0.6440826283081331,0.36462446196466697,0.0
balance_scale__seed0__setting2__RandomForest__mnar,balance_scale,0,2,missing_only,RandomForest,0.0,0.2,natural,mnar,0.5463,468,0,0.7197452229299363,0.5197234906139016,0.5140416278347313,0.7119606318376361,0.5004107541347484,0.0
balance_scale__seed0__setting2__ExtraTrees__mnar,balance_scale,0,2,missing_only,ExtraTrees,0.0,0.2,natural,mnar,0.4372,468,0,0.6878980891719745,0.4967021816336885,0.4998392179561386,0.6923418181192555,0.4554170820755458,0.0
balance_scale__seed0__setting2__HistGradientBoosting__mnar,balance_scale,0,2,missing_only,HistGradientBoosting,0.0,0.2,natural,mnar,0.5978,468,0,0.7133757961783439,0.5381785895484525,0.5387994891443167,0.7155370085657807,0.49730029193651293,0.08333333333333333
balance_scale__seed0__setting2__XGBoost__mnar,balance_scale,0,2,missing_only,XGBoost,0.0,0.2,natural,mnar,0.3219,468,0,0.7261146496815286,0.5472475900558093,0.5460326343639467,0.719725956871698,0.5118053689730632,0.08333333333333333
balance_scale__seed0__setting2__LightGBM__mnar,balance_scale,0,2,missing_only,LightGBM,0.0,0.2,natural,mnar,0.3656,468,0,0.7707006369426752,0.5795281582952816,0.5778783709818193,0.763810530118459,0.5910863491028018,0.08333333333333333
balance_scale__seed0__setting3__LogisticRegression__mnar,balance_scale,0,3,imbalance_only,LogisticRegression,0.0,0.0,0.8,mnar,0.0317,270,0,0.8726114649681529,0.6300101471334348,0.6093304843304844,0.8442416571397464,0.7738667013819128,0.0
balance_scale__seed0__setting3__LinearSVM__mnar,balance_scale,0,3,imbalance_only,LinearSVM,0.0,0.0,0.8,mnar,0.0196,270,0,0.89171974522293,0.6436453576864536,0.6181871345029241,0.856529221142027,0.8072715364886712,0.0
balance_scale__seed0__setting3__KNN__mnar,balance_scale,0,3,imbalance_only,KNN,0.0,0.0,0.8,mnar,0.0207,270,0,0.8343949044585988,0.6027397260273973,0.5797630170099806,0.803286813498526,0.721129120701752,0.0
balance_scale__seed0__setting3__DecisionTree__mnar,balance_scale,0,3,imbalance_only,DecisionTree,0.0,0.0,0.8,mnar,0.018,270,0,0.7898089171974523,0.5935438863521055,0.5926932367149759,0.7730084002584694,0.6264531894203771,0.08333333333333333
balance_scale__seed0__setting3__RandomForest__mnar,balance_scale,0,3,imbalance_only,RandomForest,0.0,0.0,0.8,mnar,0.5447,270,0,0.8152866242038217,0.589041095890411,0.5662492546213477,0.7845310666226086,0.6916248442401941,0.0
balance_scale__seed0__setting3__ExtraTrees__mnar,balance_scale,0,3,imbalance_only,ExtraTrees,0.0,0.0,0.8,mnar,0.421,270,0,0.821656050955414,0.593607305936073,0.5724292770543332,0.7930888716647742,0.7001808643501686,0.0
balance_scale__seed0__setting3__HistGradientBoosting__mnar,balance_scale,0,3,imbalance_only,HistGradientBoosting,0.0,0.0,0.8,mnar,0.4019,270,0,0.8343949044585988,0.6025494672754946,0.5882317258113436,0.8149284526176084,0.7065415171927737,0.0
balance_scale__seed0__setting3__XGBoost__mnar,balance_scale,0,3,imbalance_only,XGBoost,0.0,0.0,0.8,mnar,0.2224,270,0,0.8407643312101911,0.6073059360730594,0.585932612387166,0.8118278131445067,0.7298858188345719,0.0
balance_scale__seed0__setting3__LightGBM__mnar,balance_scale,0,3,imbalance_only,LightGBM,0.0,0.0,0.8,mnar,0.1801,270,0,0.8343949044585988,0.6025494672754946,0.5866702864123795,0.8128208165350906,0.7077101979440006,0.0
balance_scale__seed0__setting4__LogisticRegression__mnar,balance_scale,0,4,noise_missing,LogisticRegression,0.2,0.2,natural,mnar,0.0313,468,94,0.7515923566878981,0.5426813800101472,0.5210923200819972,0.7219245097723767,0.5463556450654559,0.0
balance_scale__seed0__setting4__LinearSVM__mnar,balance_scale,0,4,noise_missing,LinearSVM,0.2,0.2,natural,mnar,0.0201,468,94,0.7515923566878981,0.5426813800101472,0.5209577332865004,0.7217050465458109,0.5457444501294105,0.0
balance_scale__seed0__setting4__KNN__mnar,balance_scale,0,4,noise_missing,KNN,0.2,0.2,natural,mnar,0.0214,468,94,0.6624203821656051,0.501078132927448,0.5104856219360037,0.6853062399131344,0.43666360075983224,0.08333333333333333
balance_scale__seed0__setting4__DecisionTree__mnar,balance_scale,0,4,noise_missing,DecisionTree,0.2,0.2,natural,mnar,0.0198,468,94,0.46496815286624205,0.3356164383561644,0.3675486618004866,0.5091124645497234,0.15435662589615956,0.0
balance_scale__seed0__setting4__RandomForest__mnar,balance_scale,0,4,noise_missing,RandomForest,0.2,0.2,natural,mnar,0.6142,468,94,0.6560509554140127,0.496765601217656,0.4993572546389448,0.6642279366218543,0.4047780096483447,0.08333333333333333
balance_scale__seed0__setting4__ExtraTrees__mnar,balance_scale,0,4,noise_missing,ExtraTrees,0.2,0.2,natural,mnar,0.4754,468,94,0.643312101910828,0.48750634195839676,0.493607561503245,0.6597612738725326,0.394119890174493,0.08333333333333333
balance_scale__seed0__setting4__HistGradientBoosting__mnar,balance_scale,0,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,mnar,0.6099,468,94,0.643312101910828,0.4871892440385592,0.49646798351340254,0.6665950889038894,0.40777658058752314,0.08333333333333333
balance_scale__seed0__setting4__XGBoost__mnar,balance_scale,0,4,noise_missing,XGBoost,0.2,0.2,natural,mnar,0.2881,468,94,0.6178343949044586,0.46892440385591067,0.47508643481797846,0.6349063239586046,0.354646882077306,0.08333333333333333
balance_scale__seed0__setting4__LightGBM__mnar,balance_scale,0,4,noise_missing,LightGBM,0.2,0.2,natural,mnar,0.2643,468,94,0.6560509554140127,0.49644850329781837,0.5030845366415836,0.6737679880927863,0.42003685328827145,0.08333333333333333
balance_scale__seed0__setting5__LogisticRegression__mnar,balance_scale,0,5,noise_imbalance,LogisticRegression,0.2,0.0,0.8,mnar,0.0305,262,94,0.6942675159235668,0.5,0.4730813287514318,0.6556569702541205,0.5151820893933549,0.0
balance_scale__seed0__setting5__LinearSVM__mnar,balance_scale,0,5,noise_imbalance,LinearSVM,0.2,0.0,0.8,mnar,0.0188,262,94,0.6687898089171974,0.48148148148148145,0.45091945091945096,0.6250699053246823,0.4778836515808593,0.0
balance_scale__seed0__setting5__KNN__mnar,balance_scale,0,5,noise_imbalance,KNN,0.2,0.0,0.8,mnar,0.0199,262,94,0.6305732484076433,0.4537037037037037,0.4214268622021673,0.5844705132316985,0.4152440828925769,0.0
balance_scale__seed0__setting5__DecisionTree__mnar,balance_scale,0,5,noise_imbalance,DecisionTree,0.2,0.0,0.8,mnar,0.0178,262,94,0.6496815286624203,0.4911212582445459,0.4813714813714814,0.6305618980778216,0.4113001746038345,0.08333333333333333
balance_scale__seed0__setting5__RandomForest__mnar,balance_scale,0,5,noise_imbalance,RandomForest,0.2,0.0,0.8,mnar,0.5745,262,94,0.6878980891719745,0.4953703703703704,0.47154075804776735,0.6535873911145504,0.5020645738687696,0.0
balance_scale__seed0__setting5__ExtraTrees__mnar,balance_scale,0,5,noise_imbalance,ExtraTrees,0.2,0.0,0.8,mnar,0.4446,262,94,0.6751592356687898,0.48617453069507865,0.46915562692359164,0.6503412284223204,0.4772855085074416,0.0
balance_scale__seed0__setting5__HistGradientBoosting__mnar,balance_scale,0,5,noise_imbalance,HistGradientBoosting,0.2,0.0,0.8,mnar,0.3718,262,94,0.6942675159235668,0.5234018264840182,0.5162599545599057,0.6788098431180275,0.4881366894189412,0.08333333333333333
balance_scale__seed0__setting5__XGBoost__mnar,balance_scale,0,5,noise_imbalance,XGBoost,0.2,0.0,0.8,mnar,0.2438,262,94,0.7006369426751592,0.5046296296296297,0.48654924855680387,0.6743655181616003,0.5187665803285222,0.0
balance_scale__seed0__setting5__LightGBM__mnar,balance_scale,0,5,noise_imbalance,LightGBM,0.2,0.0,0.8,mnar,0.1664,262,94,0.7070063694267515,0.5093860984271944,0.4981684981684982,0.6903478686918177,0.5209939252634901,0.0
balance_scale__seed0__setting6__LogisticRegression__mnar,balance_scale,0,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,mnar,0.0318,270,0,0.7579617834394905,0.5476281075596144,0.5258396202550482,0.7285047841073973,0.5775424577801311,0.0
balance_scale__seed0__setting6__LinearSVM__mnar,balance_scale,0,6,missing_imbalance,LinearSVM,0.0,0.2,0.8,mnar,0.0214,270,0,0.7579617834394905,0.5476281075596144,0.5258396202550482,0.7285047841073973,0.5775424577801311,0.0
balance_scale__seed0__setting6__KNN__mnar,balance_scale,0,6,missing_imbalance,KNN,0.0,0.2,0.8,mnar,0.0202,270,0,0.7070063694267515,0.5114155251141552,0.48405674954347516,0.6703600215803586,0.5315449468350089,0.0
balance_scale__seed0__setting6__DecisionTree__mnar,balance_scale,0,6,missing_imbalance,DecisionTree,0.0,0.2,0.8,mnar,0.0187,270,0,0.6815286624203821,0.5159183155758499,0.5101532567049808,0.6680027820484662,0.45802052756583855,0.08333333333333333
balance_scale__seed0__setting6__RandomForest__mnar,balance_scale,0,6,missing_imbalance,RandomForest,0.0,0.2,0.8,mnar,0.5654,270,0,0.7070063694267515,0.5112886859462202,0.49204244031830235,0.6814526347801112,0.516904413547215,0.0
balance_scale__seed0__setting6__ExtraTrees__mnar,balance_scale,0,6,missing_imbalance,ExtraTrees,0.0,0.2,0.8,mnar,0.426,270,0,0.6815286624203821,0.49277016742770163,0.4814422397739677,0.6668689193815361,0.46694797590531795,0.0
balance_scale__seed0__setting6__HistGradientBoosting__mnar,balance_scale,0,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,mnar,0.4331,270,0,0.7261146496815286,0.5248604769152715,0.5054430205319003,0.7001507000927722,0.53424774353474,0.0
balance_scale__seed0__setting6__XGBoost__mnar,balance_scale,0,6,missing_imbalance,XGBoost,0.0,0.2,0.8,mnar,0.2426,270,0,0.7070063694267515,0.5112252663622526,0.49003538834047305,0.6787229827281646,0.510862240519961,0.0
balance_scale__seed0__setting6__LightGBM__mnar,balance_scale,0,6,missing_imbalance,LightGBM,0.0,0.2,0.8,mnar,0.1949,270,0,0.7388535031847133,0.5340563165905632,0.5155453149001535,0.7141137104112243,0.5564479382372693,0.0
balance_scale__seed0__setting7__LogisticRegression__mnar,balance_scale,0,7,all_three,LogisticRegression,0.2,0.2,0.8,mnar,0.0317,249,94,0.6560509554140127,0.4748858447488584,0.4411421911421911,0.6107188989354595,0.46255702024492606,0.0
balance_scale__seed0__setting7__LinearSVM__mnar,balance_scale,0,7,all_three,LinearSVM,0.2,0.2,0.8,mnar,0.0191,249,94,0.6114649681528662,0.4429223744292237,0.39909479507166207,0.5522249751356927,0.39614073465675465,0.0
balance_scale__seed0__setting7__KNN__mnar,balance_scale,0,7,all_three,KNN,0.2,0.2,0.8,mnar,0.0221,249,94,0.6242038216560509,0.47513952308472857,0.45457109813545465,0.5863397706747647,0.4000670688302686,0.08333333333333333
balance_scale__seed0__setting7__DecisionTree__mnar,balance_scale,0,7,all_three,DecisionTree,0.2,0.2,0.8,mnar,0.0187,249,94,0.4968152866242038,0.4062658548959919,0.37447662166763296,0.47620445960101015,0.18558766199993665,0.16666666666666666
balance_scale__seed0__setting7__RandomForest__mnar,balance_scale,0,7,all_three,RandomForest,0.2,0.2,0.8,mnar,0.5735,249,94,0.6178343949044586,0.4474885844748859,0.41496598639455784,0.5741583257506824,0.39965877951815715,0.0
balance_scale__seed0__setting7__ExtraTrees__mnar,balance_scale,0,7,all_three,ExtraTrees,0.2,0.2,0.8,mnar,0.4239,249,94,0.5796178343949044,0.4197742262810756,0.3963819596531524,0.548492666534431,0.32272215895333095,0.0
balance_scale__seed0__setting7__HistGradientBoosting__mnar,balance_scale,0,7,all_three,HistGradientBoosting,0.2,0.2,0.8,mnar,0.4293,249,94,0.6114649681528662,0.44247843734145104,0.4310596310596311,0.5968111878939905,0.36397369864434403,0.0
balance_scale__seed0__setting7__XGBoost__mnar,balance_scale,0,7,all_three,XGBoost,0.2,0.2,0.8,mnar,0.2521,249,94,0.6050955414012739,0.4382293252156266,0.40598290598290604,0.561734443900049,0.36203350882487756,0.0
balance_scale__seed0__setting7__LightGBM__mnar,balance_scale,0,7,all_three,LightGBM,0.2,0.2,0.8,mnar,0.1608,249,94,0.6242038216560509,0.4518645357686453,0.42496468046206265,0.5881831333260286,0.3839625827350021,0.0
balance_scale__seed1__setting0__LogisticRegression__mnar,balance_scale,1,0,clean,LogisticRegression,0.0,0.0,natural,mnar,0.0302,468,0,0.8726114649681529,0.6296296296296297,0.6055229436083036,0.8387812824258979,0.7786680136164635,0.0
balance_scale__seed1__setting0__LinearSVM__mnar,balance_scale,1,0,clean,LinearSVM,0.0,0.0,natural,mnar,0.02,468,0,0.8726114649681529,0.6296296296296297,0.6055229436083036,0.8387812824258979,0.7786680136164635,0.0
balance_scale__seed1__setting0__KNN__mnar,balance_scale,1,0,clean,KNN,0.0,0.0,natural,mnar,0.0202,468,0,0.7961783439490446,0.5745814307458144,0.5785070785070785,0.8015025944962251,0.6445067979263701,0.0
balance_scale__seed1__setting0__DecisionTree__mnar,balance_scale,1,0,clean,DecisionTree,0.0,0.0,natural,mnar,0.0178,468,0,0.7579617834394905,0.5702688990360224,0.5814732444332394,0.7829291265137648,0.5947358438176641,0.08333333333333333
balance_scale__seed1__setting0__RandomForest__mnar,balance_scale,1,0,clean,RandomForest,0.0,0.0,natural,mnar,0.5616,468,0,0.8280254777070064,0.5975393201420599,0.5953664302600473,0.8248778063874961,0.6963096187825188,0.0
balance_scale__seed1__setting0__ExtraTrees__mnar,balance_scale,1,0,clean,ExtraTrees,0.0,0.0,natural,mnar,0.4382,468,0,0.8152866242038217,0.5884069000507357,0.590695443645084,0.8182816294734911,0.6769109259210517,0.0
balance_scale__seed1__setting0__HistGradientBoosting__mnar,balance_scale,1,0,clean,HistGradientBoosting,0.0,0.0,natural,mnar,0.6152,468,0,0.8598726114649682,0.6205606291222729,0.605854425594968,0.8394376321426363,0.7480007324684832,0.0
balance_scale__seed1__setting0__XGBoost__mnar,balance_scale,1,0,clean,XGBoost,0.0,0.0,natural,mnar,0.2788,468,0,0.8535031847133758,0.6159944190766109,0.6034863363020476,0.8360952606752261,0.7369999391947241,0.0
balance_scale__seed1__setting0__LightGBM__mnar,balance_scale,1,0,clean,LightGBM,0.0,0.0,natural,mnar,0.3093,468,0,0.8598726114649682,0.620687468290208,0.6123040849068246,0.8483387846445172,0.7498390316329734,0.0
balance_scale__seed1__setting1__LogisticRegression__mnar,balance_scale,1,1,noise_only,LogisticRegression,0.2,0.0,natural,mnar,0.0317,468,94,0.8789808917197452,0.6574708269913749,0.6593289470987312,0.8539692498818191,0.7896439398700956,0.08333333333333333
balance_scale__seed1__setting1__LinearSVM__mnar,balance_scale,1,1,noise_only,LinearSVM,0.2,0.0,natural,mnar,0.0198,468,94,0.8726114649681529,0.6296930492135971,0.6058201058201058,0.8391466990193105,0.7773282743761607,0.0
balance_scale__seed1__setting1__KNN__mnar,balance_scale,1,1,noise_only,KNN,0.2,0.0,natural,mnar,0.0206,468,94,0.7070063694267515,0.5104008117706748,0.5367614841299052,0.743742345485557,0.5204591118110318,0.0
balance_scale__seed1__setting1__DecisionTree__mnar,balance_scale,1,1,noise_only,DecisionTree,0.2,0.0,natural,mnar,0.0183,468,94,0.6114649681528662,0.48756976154236426,0.49033404406538733,0.640932733964391,0.3650138998712941,0.16666666666666666
balance_scale__seed1__setting1__RandomForest__mnar,balance_scale,1,1,noise_only,RandomForest,0.2,0.0,natural,mnar,0.575,468,94,0.7834394904458599,0.6119355657026889,0.6117216117216117,0.7923541426726141,0.6256619096319185,0.16666666666666666
balance_scale__seed1__setting1__ExtraTrees__mnar,balance_scale,1,1,noise_only,ExtraTrees,0.2,0.0,natural,mnar,0.4652,468,94,0.7261146496815286,0.5705225773718924,0.5713240596334122,0.7432433991339733,0.5356646193397473,0.16666666666666666
balance_scale__seed1__setting1__HistGradientBoosting__mnar,balance_scale,1,1,noise_only,HistGradientBoosting,0.2,0.0,natural,mnar,0.6007,468,94,0.6751592356687898,0.5571410451547437,0.5520095202033861,0.7094549828266308,0.4781616937652268,0.25
balance_scale__seed1__setting1__XGBoost__mnar,balance_scale,1,1,noise_only,XGBoost,0.2,0.0,natural,mnar,0.2902,468,94,0.7261146496815286,0.5706494165398275,0.571669876017702,0.7451628958136851,0.5386881716776748,0.16666666666666666
balance_scale__seed1__setting1__LightGBM__mnar,balance_scale,1,1,noise_only,LightGBM,0.2,0.0,natural,mnar,0.2604,468,94,0.7579617834394905,0.5937341451040082,0.5950809801174765,0.7775011728705532,0.5933260511046046,0.16666666666666666
balance_scale__seed1__setting2__LogisticRegression__mnar,balance_scale,1,2,missing_only,LogisticRegression,0.0,0.2,natural,mnar,0.0315,468,0,0.7579617834394905,0.5467402333840691,0.524574209245742,0.726802733739365,0.5633045788872794,0.0
balance_scale__seed1__setting2__LinearSVM__mnar,balance_scale,1,2,missing_only,LinearSVM,0.0,0.2,natural,mnar,0.0205,468,0,0.7579617834394905,0.5467402333840691,0.524574209245742,0.726802733739365,0.5633045788872794,0.0
balance_scale__seed1__setting2__KNN__mnar,balance_scale,1,2,missing_only,KNN,0.0,0.2,natural,mnar,0.0212,468,0,0.7515923566878981,0.542427701674277,0.5261382295865055,0.7289048750502737,0.5481197061574821,0.0
balance_scale__seed1__setting2__DecisionTree__mnar,balance_scale,1,2,missing_only,DecisionTree,0.0,0.2,natural,mnar,0.0196,468,0,0.643312101910828,0.4871892440385592,0.4965740740740741,0.6667091295116773,0.40825062339415613,0.08333333333333333
balance_scale__seed1__setting2__RandomForest__mnar,balance_scale,1,2,missing_only,RandomForest,0.0,0.2,natural,mnar,0.5856,468,0,0.7070063694267515,0.5100837138508371,0.5061170713344626,0.701277122213151,0.48092702721992403,0.0
balance_scale__seed1__setting2__ExtraTrees__mnar,balance_scale,1,2,missing_only,ExtraTrees,0.0,0.2,natural,mnar,0.4445,468,0,0.7133757961783439,0.5146499238964992,0.5125356125356125,0.7101257553486854,0.4958039631719169,0.0
balance_scale__seed1__setting2__HistGradientBoosting__mnar,balance_scale,1,2,missing_only,HistGradientBoosting,0.0,0.2,natural,mnar,0.6481,468,0,0.7579617834394905,0.5931633688483003,0.5934148146004952,0.7551471590395867,0.5760818907401575,0.16666666666666666
balance_scale__seed1__setting2__XGBoost__mnar,balance_scale,1,2,missing_only,XGBoost,0.0,0.2,natural,mnar,0.2793,468,0,0.7579617834394905,0.5469304921359716,0.5356380708493385,0.742140160010439,0.5645203000291207,0.0
balance_scale__seed1__setting2__LightGBM__mnar,balance_scale,1,2,missing_only,LightGBM,0.0,0.2,natural,mnar,0.27,468,0,0.7770700636942676,0.5606925418569254,0.552951187437147,0.7660902303429499,0.602990638999679,0.0
balance_scale__seed1__setting3__LogisticRegression__mnar,balance_scale,1,3,imbalance_only,LogisticRegression,0.0,0.0,0.8,mnar,0.0307,270,0,0.9044585987261147,0.6529680365296803,0.6278715424285045,0.8700157667947718,0.8353136338425651,0.0
balance_scale__seed1__setting3__LinearSVM__mnar,balance_scale,1,3,imbalance_only,LinearSVM,0.0,0.0,0.8,mnar,0.0185,270,0,0.9044585987261147,0.6529680365296803,0.6278715424285045,0.8700157667947718,0.8353136338425651,0.0
balance_scale__seed1__setting3__KNN__mnar,balance_scale,1,3,imbalance_only,KNN,0.0,0.0,0.8,mnar,0.0232,270,0,0.7515923566878981,0.5432521562658549,0.5259485659596802,0.7286100349884876,0.587008502556549,0.0
balance_scale__seed1__setting3__DecisionTree__mnar,balance_scale,1,3,imbalance_only,DecisionTree,0.0,0.0,0.8,mnar,0.0176,270,0,0.7197452229299363,0.5201040081177067,0.5268333333333334,0.7297070063694268,0.530750461080979,0.0
balance_scale__seed1__setting3__RandomForest__mnar,balance_scale,1,3,imbalance_only,RandomForest,0.0,0.0,0.8,mnar,0.5548,270,0,0.7707006369426752,0.5569507864028412,0.5492823876057409,0.7608568123080499,0.612817251491123,0.0
balance_scale__seed1__setting3__ExtraTrees__mnar,balance_scale,1,3,imbalance_only,ExtraTrees,0.0,0.0,0.8,mnar,0.4296,270,0,0.7707006369426752,0.5568873668188736,0.5586801649793776,0.7738459444161837,0.6142992225181236,0.0
balance_scale__seed1__setting3__HistGradientBoosting__mnar,balance_scale,1,3,imbalance_only,HistGradientBoosting,0.0,0.0,0.8,mnar,0.3892,270,0,0.8089171974522293,0.5842212075088787,0.5816888045540797,0.8058116486783742,0.6675313093194015,0.0
balance_scale__seed1__setting3__XGBoost__mnar,balance_scale,1,3,imbalance_only,XGBoost,0.0,0.0,0.8,mnar,0.2202,270,0,0.7770700636942676,0.5615169964485033,0.5529100529100529,0.7659488423819634,0.6243645506126255,0.0
balance_scale__seed1__setting3__LightGBM__mnar,balance_scale,1,3,imbalance_only,LightGBM,0.0,0.0,0.8,mnar,0.1828,270,0,0.802547770700637,0.5796549974632166,0.5848535102266444,0.81015305637418,0.6623396905170277,0.0
balance_scale__seed1__setting4__LogisticRegression__mnar,balance_scale,1,4,noise_missing,LogisticRegression,0.2,0.2,natural,mnar,0.0312,468,94,0.7770700636942676,0.5609462201927955,0.5386549707602339,0.7462599173091965,0.5920295927093538,0.0
balance_scale__seed1__setting4__LinearSVM__mnar,balance_scale,1,4,noise_missing,LinearSVM,0.2,0.2,natural,mnar,0.02,468,94,0.7770700636942676,0.5609462201927955,0.5386549707602339,0.7462599173091965,0.5920295927093538,0.0
balance_scale__seed1__setting4__KNN__mnar,balance_scale,1,4,noise_missing,KNN,0.2,0.2,natural,mnar,0.0213,468,94,0.6305732484076433,0.47862760020294265,0.4866831581117295,0.652081585384588,0.3836071449241061,0.08333333333333333
balance_scale__seed1__setting4__DecisionTree__mnar,balance_scale,1,4,noise_missing,DecisionTree,0.2,0.2,natural,mnar,0.0188,468,94,0.535031847133758,0.432648401826484,0.43370681605975725,0.5640421773805063,0.24443320922498069,0.16666666666666666
balance_scale__seed1__setting4__RandomForest__mnar,balance_scale,1,4,noise_missing,RandomForest,0.2,0.2,natural,mnar,0.5963,468,94,0.6369426751592356,0.48287671232876717,0.4874471787223465,0.64951053734023,0.37807250916207225,0.08333333333333333
balance_scale__seed1__setting4__ExtraTrees__mnar,balance_scale,1,4,noise_missing,ExtraTrees,0.2,0.2,natural,mnar,0.4608,468,94,0.5987261146496815,0.4551623541349568,0.4623428858722976,0.6178555302571789,0.32560867990543035,0.08333333333333333
