run_key,experiment,dataset_name,seed,setting_id,model_name,label_noise,missing_rate,imbalance_level,corruption_order,noise_type,imputation_strategy,train_rows_after_corruption,test_rows,fit_eval_seconds,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall,auroc,auprc
xgb__phoneme__seed4__setting33__XGBoost,xgboost_full,phoneme,4,33,XGBoost,0.2,0.0,0.7,noise_then_imbalance,symmetric,mean,3603,1351,0.1261,0.8364174685418209,0.7579128986197049,0.7809137210788663,0.8265410664197363,0.5831494283781551,0.5681818181818182,0.9100401925009256,0.8033128250857965
xgb__phoneme__seed4__setting34__XGBoost,xgboost_full,phoneme,4,34,XGBoost,0.2,0.0,0.8,noise_then_imbalance,symmetric,mean,3180,1351,0.1232,0.765358993338268,0.6100943994923053,0.6128124386920858,0.713370839691161,0.3711439814637535,0.2348484848484848,0.8791051880057116,0.7628952964212233
xgb__phoneme__seed4__setting35__XGBoost,xgboost_full,phoneme,4,35,XGBoost,0.2,0.0,0.9,noise_then_imbalance,symmetric,mean,2827,1351,0.1189,0.7209474463360473,0.5254680310963034,0.4675525336695321,0.6195351046787403,0.1792304067361372,0.053030303030303,0.8602940398751918,0.7067314053377031
xgb__phoneme__seed4__setting36__XGBoost,xgboost_full,phoneme,4,36,XGBoost,0.2,0.1,natural,noise_then_imbalance,symmetric,mean,4053,1351,0.1265,0.8275351591413768,0.784888148500714,0.7888944998950451,0.826264964460269,0.5782338390665699,0.6818181818181818,0.876709503411074,0.735448786035948
xgb__phoneme__seed4__setting37__XGBoost,xgboost_full,phoneme,4,37,XGBoost,0.2,0.1,0.7,noise_then_imbalance,symmetric,mean,3597,1351,0.1292,0.8105107327905255,0.7144600454809878,0.7373575368763821,0.7947104632662925,0.5091575782044944,0.4823232323232323,0.8753106986091278,0.741458376031499
xgb__phoneme__seed4__setting38__XGBoost,xgboost_full,phoneme,4,38,XGBoost,0.2,0.1,0.8,noise_then_imbalance,symmetric,mean,3160,1351,0.1258,0.7512953367875648,0.5912779628748215,0.5864255570375877,0.6944703482219221,0.314531327824778,0.2045454545454545,0.8411814479877306,0.6821755351121253
xgb__phoneme__seed4__setting39__XGBoost,xgboost_full,phoneme,4,39,XGBoost,0.2,0.1,0.9,noise_then_imbalance,symmetric,mean,2840,1351,0.1258,0.7142857142857143,0.5155825268390714,0.449463278267626,0.6074523302784172,0.1237273840350818,0.0353535353535353,0.837037918451531,0.65523412124382
xgb__phoneme__seed4__setting40__XGBoost,xgboost_full,phoneme,4,40,XGBoost,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,4053,1351,0.124,0.8208734270910437,0.7653947855518536,0.7751925298421255,0.8171229429162556,0.5535420015622557,0.6313131313131313,0.880223702998572,0.7208384365268056
xgb__phoneme__seed4__setting41__XGBoost,xgboost_full,phoneme,4,41,XGBoost,0.2,0.2,0.7,noise_then_imbalance,symmetric,mean,3586,1351,0.1205,0.7897853441894893,0.6776283780210481,0.6979284760537122,0.7668519516079396,0.4463126074616291,0.4065656565656566,0.8544608387540324,0.6989766842866352
xgb__phoneme__seed4__setting42__XGBoost,xgboost_full,phoneme,4,42,XGBoost,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,3155,1351,0.1218,0.7401924500370096,0.565686974456608,0.5441273595108657,0.6678298263326653,0.271637656595625,0.1439393939393939,0.8439499709133217,0.6961248635651409
xgb__phoneme__seed4__setting43__XGBoost,xgboost_full,phoneme,4,43,XGBoost,0.2,0.2,0.9,noise_then_imbalance,symmetric,mean,2829,1351,0.1188,0.7120651369356032,0.5088383838383839,0.4327677261772029,0.5974589209176521,0.1120736402627791,0.0176767676767676,0.815905124543868,0.6280769686685396
xgb__phoneme__seed4__setting44__XGBoost,xgboost_full,phoneme,4,44,XGBoost,0.2,0.3,natural,noise_then_imbalance,symmetric,mean,4053,1351,0.1235,0.7934863064396743,0.7327198688455233,0.7410378437648786,0.7892593744148964,0.4849323355832229,0.5858585858585859,0.849079803268285,0.6767316957343079
xgb__phoneme__seed4__setting45__XGBoost,xgboost_full,phoneme,4,45,XGBoost,0.2,0.3,0.7,noise_then_imbalance,symmetric,mean,3609,1351,0.1221,0.7727609178386381,0.6559786345126659,0.6723094073858119,0.7473794532990871,0.3942268533156494,0.3737373737373737,0.8371251784864352,0.6744925427261674
xgb__phoneme__seed4__setting46__XGBoost,xgboost_full,phoneme,4,46,XGBoost,0.2,0.3,0.8,noise_then_imbalance,symmetric,mean,3150,1351,0.1188,0.7379718726868986,0.5663334919879423,0.5471388314433108,0.6687758554514813,0.2589110772419091,0.1515151515151515,0.8326207097149507,0.6615761389286386
xgb__phoneme__seed4__setting47__XGBoost,xgboost_full,phoneme,4,47,XGBoost,0.2,0.3,0.9,noise_then_imbalance,symmetric,mean,2800,1351,0.1182,0.7113249444855663,0.5090538896821619,0.4347741199086867,0.5983634436531053,0.0961612464350895,0.0202020202020202,0.8112129144851657,0.6320816860074012
xgb__phoneme__seed4__setting48__XGBoost,xgboost_full,phoneme,4,48,XGBoost,0.3,0.0,natural,noise_then_imbalance,symmetric,mean,4053,1351,0.1329,0.8186528497409327,0.7763882278280183,0.7790445635797191,0.8177526614190869,0.5582924439063064,0.6742424242424242,0.8713443333862181,0.7141663772295652
xgb__phoneme__seed4__setting49__XGBoost,xgboost_full,phoneme,4,49,XGBoost,0.3,0.0,0.7,noise_then_imbalance,symmetric,mean,3381,1351,0.1329,0.7971872686898593,0.6747342535300651,0.6969443425637264,0.7690624837535698,0.4703252729563769,0.3787878787878788,0.8576497963932519,0.7312158647185616
xgb__phoneme__seed4__setting50__XGBoost,xgboost_full,phoneme,4,50,XGBoost,0.3,0.0,0.8,noise_then_imbalance,symmetric,mean,2921,1351,0.1286,0.7253886010362695,0.537478184991274,0.4936164193957395,0.6353676770949257,0.1988979233467774,0.0833333333333333,0.7990454281030197,0.6333908324873017
xgb__phoneme__seed4__setting51__XGBoost,xgboost_full,phoneme,4,51,XGBoost,0.3,0.0,0.9,noise_then_imbalance,symmetric,mean,2623,1351,0.126,0.7083641746854182,0.5025252525252525,0.4195216534059185,0.5889476443767897,0.0597947584496511,0.005050505050505,0.7691020149135332,0.5967059993717813
xgb__phoneme__seed4__setting52__XGBoost,xgboost_full,phoneme,4,52,XGBoost,0.3,0.1,natural,noise_then_imbalance,symmetric,mean,4053,1351,0.1329,0.7897853441894893,0.734536464117616,0.7400374004011057,0.7870917160994245,0.4812606792444422,0.601010101010101,0.831059283938865,0.6486340349218207
xgb__phoneme__seed4__setting53__XGBoost,xgboost_full,phoneme,4,53,XGBoost,0.3,0.1,0.7,noise_then_imbalance,symmetric,mean,3336,1351,0.1319,0.7660991857883049,0.6268774128721772,0.6373388516245659,0.7267513072736717,0.3676600616241098,0.2904040404040404,0.8370273414776033,0.6752312756595158
xgb__phoneme__seed4__setting54__XGBoost,xgboost_full,phoneme,4,54,XGBoost,0.3,0.1,0.8,noise_then_imbalance,symmetric,mean,2974,1351,0.1272,0.7135455218356773,0.5165370987360516,0.4534292587005541,0.6094431976410412,0.1163792725668693,0.0404040404040404,0.7397694219683748,0.5325415774913849
xgb__phoneme__seed4__setting55__XGBoost,xgboost_full,phoneme,4,55,XGBoost,0.3,0.1,0.9,noise_then_imbalance,symmetric,mean,2599,1351,0.1242,0.7076239822353811,0.5034798244222328,0.4240186422621984,0.5912500610860478,0.0441253285223088,0.0101010101010101,0.7512586598974034,0.5426019506585289
xgb__phoneme__seed4__setting56__XGBoost,xgboost_full,phoneme,4,56,XGBoost,0.3,0.2,natural,noise_then_imbalance,symmetric,mean,4053,1351,0.129,0.7668393782383419,0.7057419747210323,0.710965012072414,0.7635471176056693,0.4232831495943133,0.5580808080808081,0.8208392828811677,0.6248138570390165
xgb__phoneme__seed4__setting57__XGBoost,xgboost_full,phoneme,4,57,XGBoost,0.3,0.2,0.7,noise_then_imbalance,symmetric,mean,3407,1351,0.1286,0.768319763138416,0.6232746311280343,0.6321385416657606,0.7247483990905955,0.3767068534861502,0.2727272727272727,0.8252551694960072,0.6748417125839541
xgb__phoneme__seed4__setting58__XGBoost,xgboost_full,phoneme,4,58,XGBoost,0.3,0.2,0.8,noise_then_imbalance,symmetric,mean,2944,1351,0.1256,0.7120651369356032,0.5199243746364165,0.4650877323336831,0.615480291345092,0.1111387297925227,0.0555555555555555,0.7615275794595165,0.5335032363585902
xgb__phoneme__seed4__setting59__XGBoost,xgboost_full,phoneme,4,59,XGBoost,0.3,0.2,0.9,noise_then_imbalance,symmetric,mean,2612,1351,0.1227,0.7120651369356032,0.5103165159447882,0.4373635667753315,0.6000311279189671,0.1045113809784726,0.0227272727272727,0.7256187529747739,0.5226638535321402
xgb__phoneme__seed4__setting60__XGBoost,xgboost_full,phoneme,4,60,XGBoost,0.3,0.3,natural,noise_then_imbalance,symmetric,mean,4053,1351,0.1262,0.7542561065877128,0.7005367814268337,0.7017168181141069,0.7535148115122475,0.4035007147773741,0.5707070707070707,0.7819821249140622,0.5631120936370864
xgb__phoneme__seed4__setting61__XGBoost,xgboost_full,phoneme,4,61,XGBoost,0.3,0.3,0.7,noise_then_imbalance,symmetric,mean,3381,1351,0.1275,0.7216876387860843,0.5481635729017929,0.5221621865687367,0.6499224704055034,0.1836370188062165,0.1287878787878787,0.7702853138717012,0.5501266596405165
xgb__phoneme__seed4__setting62__XGBoost,xgboost_full,phoneme,4,62,XGBoost,0.3,0.3,0.8,noise_then_imbalance,symmetric,mean,2969,1351,0.1252,0.7209474463360473,0.5328586916283251,0.4873185251097933,0.6305187081859731,0.1704085736272587,0.0782828282828282,0.7347889893701411,0.5612430633225804
xgb__phoneme__seed4__setting63__XGBoost,xgboost_full,phoneme,4,63,XGBoost,0.3,0.3,0.9,noise_then_imbalance,symmetric,mean,2603,1351,0.1195,0.7120651369356032,0.5088383838383839,0.4327677261772029,0.5974589209176521,0.1120736402627791,0.0176767676767676,0.756987413401026,0.5670827744772702
xgb__satimage__seed0__setting0__XGBoost,xgboost_full,satimage,0,0,XGBoost,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8365,0.906152889993785,0.8870630577312902,0.8898220016104966,0.9050577150495128,0.8841102327845884,0.6474358974358975,,
xgb__satimage__seed0__setting1__XGBoost,xgboost_full,satimage,0,1,XGBoost,0.0,0.0,0.7,noise_then_imbalance,symmetric,mean,1643,1609,0.5059,0.8632691112492231,0.8363593715970916,0.8406005711078288,0.8642510213500764,0.8316019667420799,0.6025641025641025,,
xgb__satimage__seed0__setting2__XGBoost,xgboost_full,satimage,0,2,XGBoost,0.0,0.0,0.8,noise_then_imbalance,symmetric,mean,1437,1609,0.4561,0.8508390304536979,0.8192394979970894,0.8271673725528298,0.8498983424847211,0.815999110205286,0.5897435897435898,,
xgb__satimage__seed0__setting3__XGBoost,xgboost_full,satimage,0,3,XGBoost,0.0,0.0,0.9,noise_then_imbalance,symmetric,mean,1278,1609,0.3469,0.8085767557489124,0.7623197153575845,0.7761612880552545,0.8016720973455117,0.7654440776959907,0.4230769230769231,,
xgb__satimage__seed0__setting4__XGBoost,xgboost_full,satimage,0,4,XGBoost,0.0,0.1,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8506,0.8850217526413922,0.8627468302232567,0.8654628537148675,0.8835542022840849,0.8580084515603661,0.6089743589743589,,
xgb__satimage__seed0__setting5__XGBoost,xgboost_full,satimage,0,5,XGBoost,0.0,0.1,0.7,noise_then_imbalance,symmetric,mean,1643,1609,0.6369,0.8483530142945929,0.810353062496101,0.8181791892614658,0.8446966842072321,0.8126219431336384,0.4807692307692308,,
xgb__satimage__seed0__setting6__XGBoost,xgboost_full,satimage,0,6,XGBoost,0.0,0.1,0.8,noise_then_imbalance,symmetric,mean,1437,1609,0.4714,0.8228713486637663,0.781961528032696,0.7938082878197581,0.8190928275566881,0.7820709888596113,0.5064102564102564,,
xgb__satimage__seed0__setting7__XGBoost,xgboost_full,satimage,0,7,XGBoost,0.0,0.1,0.9,noise_then_imbalance,symmetric,mean,1278,1609,0.3609,0.7986326911124922,0.7632588843227466,0.7741278189622807,0.7947976771715696,0.7541482977649699,0.5512820512820513,,
xgb__satimage__seed0__setting8__XGBoost,xgboost_full,satimage,0,8,XGBoost,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8229,0.8881292728402734,0.8659461964736573,0.869733915866504,0.8872556186435989,0.861824925055834,0.6346153846153846,,
xgb__satimage__seed0__setting9__XGBoost,xgboost_full,satimage,0,9,XGBoost,0.0,0.2,0.7,noise_then_imbalance,symmetric,mean,1643,1609,0.5292,0.8334369173399627,0.7907627574018615,0.7994965660793648,0.8289383195173979,0.7942508323442165,0.4743589743589743,,
xgb__satimage__seed0__setting10__XGBoost,xgboost_full,satimage,0,10,XGBoost,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,1437,1609,0.4656,0.81727781230578,0.7738423664032742,0.7847109269130366,0.8126171226443526,0.7745591195839292,0.4551282051282051,,
xgb__satimage__seed0__setting11__XGBoost,xgboost_full,satimage,0,11,XGBoost,0.0,0.2,0.9,noise_then_imbalance,symmetric,mean,1278,1609,0.372,0.7538844002486016,0.7127627766968366,0.731799738467153,0.7526591425966488,0.7023748545407501,0.4743589743589743,,
xgb__satimage__seed0__setting12__XGBoost,xgboost_full,satimage,0,12,XGBoost,0.0,0.3,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8331,0.875077688004972,0.8479455168027276,0.8516413155973873,0.8735540148589471,0.8456844556269795,0.5641025641025641,,
xgb__satimage__seed0__setting13__XGBoost,xgboost_full,satimage,0,13,XGBoost,0.0,0.3,0.7,noise_then_imbalance,symmetric,mean,1643,1609,0.5311,0.836544437538844,0.8018941406306443,0.8101494574565317,0.8333954517303672,0.7987661759576684,0.5448717948717948,,
xgb__satimage__seed0__setting14__XGBoost,xgboost_full,satimage,0,14,XGBoost,0.0,0.3,0.8,noise_then_imbalance,symmetric,mean,1437,1609,0.4611,0.7967681789931634,0.7536017645154997,0.7674362127785098,0.7936398869555426,0.7499029743861977,0.4679487179487179,,
xgb__satimage__seed0__setting15__XGBoost,xgboost_full,satimage,0,15,XGBoost,0.0,0.3,0.9,noise_then_imbalance,symmetric,mean,1278,1609,0.3746,0.7153511497824736,0.6489525910129594,0.6664171494922538,0.7008265305706031,0.6586282409213896,0.4230769230769231,,
xgb__satimage__seed0__setting16__XGBoost,xgboost_full,satimage,0,16,XGBoost,0.1,0.0,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8712,0.9030453697949036,0.8837946803044677,0.8862260505045424,0.902364128205,0.880271103959807,0.6666666666666666,,
xgb__satimage__seed0__setting17__XGBoost,xgboost_full,satimage,0,17,XGBoost,0.1,0.0,0.7,noise_then_imbalance,symmetric,mean,1587,1609,0.6047,0.8135487880671224,0.7698359255019017,0.7850410548759958,0.8090492867740158,0.7720173976305043,0.4358974358974359,,
xgb__satimage__seed0__setting18__XGBoost,xgboost_full,satimage,0,18,XGBoost,0.1,0.0,0.8,noise_then_imbalance,symmetric,mean,1372,1609,0.5415,0.72591671845867,0.6581496305688302,0.6795119034042001,0.7168899474001962,0.6893011188172986,0.1089743589743589,,
xgb__satimage__seed0__setting19__XGBoost,xgboost_full,satimage,0,19,XGBoost,0.1,0.0,0.9,noise_then_imbalance,symmetric,mean,1238,1609,0.4723,0.5102548166563082,0.4716193193588593,0.4998407922567964,0.5003727067418398,0.4515776635594178,0.3333333333333333,,
xgb__satimage__seed0__setting20__XGBoost,xgboost_full,satimage,0,20,XGBoost,0.1,0.1,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8902,0.8837787445618397,0.8589527323545871,0.8626200668368709,0.8821648712123615,0.8563854980359356,0.5705128205128205,,
xgb__satimage__seed0__setting21__XGBoost,xgboost_full,satimage,0,21,XGBoost,0.1,0.1,0.7,noise_then_imbalance,symmetric,mean,1606,1609,0.6183,0.7830950901180858,0.7420807252104309,0.75987168220681,0.7800577184393016,0.7368900155970678,0.4679487179487179,,
xgb__satimage__seed0__setting22__XGBoost,xgboost_full,satimage,0,22,XGBoost,0.1,0.1,0.8,noise_then_imbalance,symmetric,mean,1402,1609,0.6527,0.7016780609073959,0.666978969917138,0.6962948159538037,0.7022807082978705,0.6510802513943943,0.4166666666666667,,
xgb__satimage__seed0__setting23__XGBoost,xgboost_full,satimage,0,23,XGBoost,0.1,0.1,0.9,noise_then_imbalance,symmetric,mean,1252,1609,0.4663,0.5226848974518334,0.4413819199996294,0.476015890494831,0.5147360637069026,0.4644216802584064,0.2243589743589743,,
xgb__satimage__seed0__setting24__XGBoost,xgboost_full,satimage,0,24,XGBoost,0.1,0.2,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8824,0.8862647607209447,0.8621606226830125,0.8658678293776748,0.8847966470782088,0.8594646378803142,0.5961538461538461,,
xgb__satimage__seed0__setting25__XGBoost,xgboost_full,satimage,0,25,XGBoost,0.1,0.2,0.7,noise_then_imbalance,symmetric,mean,1617,1609,0.6315,0.7296457426973275,0.6419051263906744,0.6537196930532917,0.7102177535631785,0.6888073114510448,0.0256410256410256,,
xgb__satimage__seed0__setting26__XGBoost,xgboost_full,satimage,0,26,XGBoost,0.1,0.2,0.8,noise_then_imbalance,symmetric,mean,1389,1609,0.5635,0.6258545680546923,0.5267126999316577,0.5469099708864592,0.6116662936431215,0.582809345851315,0.0192307692307692,,
xgb__satimage__seed0__setting27__XGBoost,xgboost_full,satimage,0,27,XGBoost,0.1,0.2,0.9,noise_then_imbalance,symmetric,mean,1242,1609,0.4742,0.4648850217526414,0.3717887958347732,0.3788770747357363,0.439361523326977,0.4132182925917185,0.0,,
xgb__satimage__seed0__setting28__XGBoost,xgboost_full,satimage,0,28,XGBoost,0.1,0.3,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8867,0.8788067122436296,0.8522491489725198,0.856938963285609,0.8766699918590262,0.8502483726412898,0.5705128205128205,,
xgb__satimage__seed0__setting29__XGBoost,xgboost_full,satimage,0,29,XGBoost,0.1,0.3,0.7,noise_then_imbalance,symmetric,mean,1573,1609,0.6031,0.7513983840894966,0.6710476493924538,0.6840424258045467,0.7331690771231056,0.7101008938629764,0.0769230769230769,,
xgb__satimage__seed0__setting30__XGBoost,xgboost_full,satimage,0,30,XGBoost,0.1,0.3,0.8,noise_then_imbalance,symmetric,mean,1389,1609,0.5502,0.675574891236793,0.5766919928590954,0.5754618152559422,0.64472839266197,0.6306724883094857,0.032051282051282,,
xgb__satimage__seed0__setting31__XGBoost,xgboost_full,satimage,0,31,XGBoost,0.1,0.3,0.9,noise_then_imbalance,symmetric,mean,1260,1609,0.4665,0.4518334369173399,0.3815192370293296,0.3961474073488178,0.4264637374514433,0.391237785367355,0.0512820512820512,,
xgb__satimage__seed0__setting32__XGBoost,xgboost_full,satimage,0,32,XGBoost,0.2,0.0,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8786,0.8862647607209447,0.861680927147536,0.8654826384114069,0.8846415956250239,0.8594582715565525,0.6025641025641025,,
xgb__satimage__seed0__setting33__XGBoost,xgboost_full,satimage,0,33,XGBoost,0.2,0.0,0.7,noise_then_imbalance,symmetric,mean,1583,1609,0.6147,0.6892479801118707,0.6415395870862509,0.6696119378695857,0.6884027732846985,0.637877722464335,0.2435897435897435,,
xgb__satimage__seed0__setting34__XGBoost,xgboost_full,satimage,0,34,XGBoost,0.2,0.0,0.8,noise_then_imbalance,symmetric,mean,1351,1609,0.5729,0.559975139838409,0.4893435332775782,0.5290877753888229,0.558623648078477,0.5032424184320364,0.2692307692307692,,
xgb__satimage__seed0__setting35__XGBoost,xgboost_full,satimage,0,35,XGBoost,0.2,0.0,0.9,noise_then_imbalance,symmetric,mean,1181,1609,0.5074,0.3467992541951523,0.290262091575393,0.2778237468618806,0.2857721051997949,0.2676090936191553,0.1089743589743589,,
xgb__satimage__seed0__setting36__XGBoost,xgboost_full,satimage,0,36,XGBoost,0.2,0.1,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.908,0.8881292728402734,0.8613365574383899,0.8656968541717142,0.8865968150156854,0.8617308055706829,0.6025641025641025,,
xgb__satimage__seed0__setting37__XGBoost,xgboost_full,satimage,0,37,XGBoost,0.2,0.1,0.7,noise_then_imbalance,symmetric,mean,1519,1609,0.7387,0.7072715972653822,0.671927273195995,0.7034651838393701,0.7098615618343357,0.6593289663746662,0.4294871794871794,,
xgb__satimage__seed0__setting38__XGBoost,xgboost_full,satimage,0,38,XGBoost,0.2,0.1,0.8,noise_then_imbalance,symmetric,mean,1381,1609,0.5915,0.5158483530142945,0.4467482357163594,0.4806951512976437,0.5096421023041923,0.4532241967083251,0.1858974358974359,,
xgb__satimage__seed0__setting39__XGBoost,xgboost_full,satimage,0,39,XGBoost,0.2,0.1,0.9,noise_then_imbalance,symmetric,mean,1179,1609,0.5091,0.3405842137973897,0.3059185580599786,0.2867206884047632,0.2639849910919578,0.2685126561075118,0.0833333333333333,,
xgb__satimage__seed0__setting40__XGBoost,xgboost_full,satimage,0,40,XGBoost,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8978,0.8738346799254195,0.8442240982880486,0.8491341193986105,0.8716470779249188,0.844124181143177,0.5897435897435898,,
xgb__satimage__seed0__setting41__XGBoost,xgboost_full,satimage,0,41,XGBoost,0.2,0.2,0.7,noise_then_imbalance,symmetric,mean,1537,1609,0.6261,0.6556867619639528,0.5867920349044927,0.619558364982051,0.6507828212485002,0.6005288110285412,0.1987179487179487,,
xgb__satimage__seed0__setting42__XGBoost,xgboost_full,satimage,0,42,XGBoost,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,1329,1609,0.5747,0.5102548166563082,0.4534650053737188,0.487334649973741,0.5034797137453263,0.4469683337410703,0.2371794871794871,,
xgb__satimage__seed0__setting43__XGBoost,xgboost_full,satimage,0,43,XGBoost,0.2,0.2,0.9,noise_then_imbalance,symmetric,mean,1183,1609,0.5028,0.3418272218769422,0.2791185357207933,0.2493552283873316,0.2748685404000641,0.2717401415865383,0.0,,
xgb__satimage__seed0__setting44__XGBoost,xgboost_full,satimage,0,44,XGBoost,0.2,0.3,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8947,0.8669981354878806,0.8406164282864957,0.8461949604252809,0.8658299395510773,0.8356062784854772,0.5961538461538461,,
xgb__satimage__seed0__setting45__XGBoost,xgboost_full,satimage,0,45,XGBoost,0.2,0.3,0.7,noise_then_imbalance,symmetric,mean,1553,1609,0.6199,0.63455562461156,0.5630873203460065,0.5795724886275417,0.6232008181638654,0.5911452916991519,0.0128205128205128,,
xgb__satimage__seed0__setting46__XGBoost,xgboost_full,satimage,0,46,XGBoost,0.2,0.3,0.8,noise_then_imbalance,symmetric,mean,1317,1609,0.5582,0.5189558732131759,0.4485050630026328,0.4782675254625914,0.5093060708234972,0.459598822042065,0.173076923076923,,
xgb__satimage__seed0__setting47__XGBoost,xgboost_full,satimage,0,47,XGBoost,0.2,0.3,0.9,noise_then_imbalance,symmetric,mean,1222,1609,0.4842,0.3741454319453076,0.2998648421146014,0.2888246163190173,0.3209743155659155,0.3076049826851097,0.0576923076923076,,
xgb__satimage__seed0__setting48__XGBoost,xgboost_full,satimage,0,48,XGBoost,0.3,0.0,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8893,0.8812927284027346,0.850530910363673,0.857123854797806,0.878406397935976,0.8533330993116652,0.5512820512820513,,
xgb__satimage__seed0__setting49__XGBoost,xgboost_full,satimage,0,49,XGBoost,0.3,0.0,0.7,noise_then_imbalance,symmetric,mean,1486,1609,0.623,0.5935363579863269,0.5431055593994644,0.5817179293090344,0.5948247030095923,0.5385164529887084,0.2756410256410256,,
xgb__satimage__seed0__setting50__XGBoost,xgboost_full,satimage,0,50,XGBoost,0.3,0.0,0.8,noise_then_imbalance,symmetric,mean,1286,1609,0.5869,0.4033561218147918,0.3382350566453447,0.3377915134123799,0.3668290114236136,0.3495738071189631,0.0,,
xgb__satimage__seed0__setting51__XGBoost,xgboost_full,satimage,0,51,XGBoost,0.3,0.0,0.9,noise_then_imbalance,symmetric,mean,1129,1609,0.5142,0.2691112492231199,0.195631909655163,0.1196148803356946,0.1568151443237985,0.1397351615876825,0.0,,
xgb__satimage__seed0__setting52__XGBoost,xgboost_full,satimage,0,52,XGBoost,0.3,0.1,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.9184,0.8744561839651958,0.8484329174960902,0.8517668817754079,0.8728317043558667,0.8449660090644362,0.5833333333333334,,
xgb__satimage__seed0__setting53__XGBoost,xgboost_full,satimage,0,53,XGBoost,0.3,0.1,0.7,noise_then_imbalance,symmetric,mean,1514,1609,0.7024,0.5270354257302673,0.4574054715684847,0.4861226378894843,0.5169116111301415,0.4667575908724201,0.0769230769230769,,
xgb__satimage__seed0__setting54__XGBoost,xgboost_full,satimage,0,54,XGBoost,0.3,0.1,0.8,noise_then_imbalance,symmetric,mean,1289,1609,0.6029,0.3648228713486637,0.2991164927626593,0.2891373674595655,0.315140874299097,0.3050440638861693,0.0,,
xgb__satimage__seed0__setting55__XGBoost,xgboost_full,satimage,0,55,XGBoost,0.3,0.1,0.9,noise_then_imbalance,symmetric,mean,1172,1609,0.5209,0.2734617775015537,0.1999106442094288,0.1288623705212545,0.1611558427376657,0.1470698361333878,0.0064102564102564,,
xgb__satimage__seed0__setting56__XGBoost,xgboost_full,satimage,0,56,XGBoost,0.3,0.2,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.9064,0.8638906152889994,0.8337530293335056,0.8389152893445919,0.862112867332142,0.8317213819654593,0.5384615384615384,,
xgb__satimage__seed0__setting57__XGBoost,xgboost_full,satimage,0,57,XGBoost,0.3,0.2,0.7,noise_then_imbalance,symmetric,mean,1439,1609,0.6313,0.54816656308266,0.4985999782675552,0.5369855735509789,0.5454050412314165,0.491354686571964,0.2371794871794871,,
xgb__satimage__seed0__setting58__XGBoost,xgboost_full,satimage,0,58,XGBoost,0.3,0.2,0.8,noise_then_imbalance,symmetric,mean,1264,1609,0.5816,0.4387818520820385,0.3626314364318026,0.3702609092125773,0.4103794364778715,0.3807559852047453,0.0448717948717948,,
xgb__satimage__seed0__setting59__XGBoost,xgboost_full,satimage,0,59,XGBoost,0.3,0.2,0.9,noise_then_imbalance,symmetric,mean,1181,1609,0.5146,0.2809198259788689,0.2117402725109776,0.1498668617134281,0.1745938226907339,0.1696913334111997,0.0,,
xgb__satimage__seed0__setting60__XGBoost,xgboost_full,satimage,0,60,XGBoost,0.3,0.3,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8998,0.8551895587321318,0.8225181783962232,0.828404479212154,0.8530979387266453,0.8209133951769431,0.5384615384615384,,
xgb__satimage__seed0__setting61__XGBoost,xgboost_full,satimage,0,61,XGBoost,0.3,0.3,0.7,noise_then_imbalance,symmetric,mean,1469,1609,0.6308,0.4885021752641392,0.4062955728687661,0.4257791082956892,0.473893076762535,0.4385214764202055,0.0192307692307692,,
xgb__satimage__seed0__setting62__XGBoost,xgboost_full,satimage,0,62,XGBoost,0.3,0.3,0.8,noise_then_imbalance,symmetric,mean,1307,1609,0.5864,0.4002486016159105,0.3374000506718731,0.3405370752615666,0.3612054545469224,0.3366912843745591,0.0705128205128205,,
xgb__satimage__seed0__setting63__XGBoost,xgboost_full,satimage,0,63,XGBoost,0.3,0.3,0.9,noise_then_imbalance,symmetric,mean,1119,1609,0.503,0.2535736482287135,0.1838164027775838,0.0970918413223136,0.1271889795830503,0.1049015677007678,0.0,,
xgb__satimage__seed1__setting0__XGBoost,xgboost_full,satimage,1,0,XGBoost,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,4826,1609,0.8372,0.9210689869484152,0.8992315183093388,0.9039804272488968,0.92015088811567,0.902515428295593,0.6794871794871795,,
