run_key,experiment,dataset_name,seed,setting_id,model_name,label_noise,missing_rate,imbalance_level,corruption_order,noise_type,imputation_strategy,train_rows_after_corruption,test_rows,fit_eval_seconds,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall,auroc,auprc
xgb__hypothyroid__seed4__setting62__XGBoost,xgboost_full,hypothyroid,4,62,XGBoost,0.3,0.3,0.8,noise_then_imbalance,symmetric,mean,2006,791,0.1451,0.9469026548672568,0.597295030404697,0.6241515069237036,0.9389769786558188,0.2650743794237648,0.2105263157894736,0.8150555672048647,0.9863815265233428
xgb__hypothyroid__seed4__setting63__XGBoost,xgboost_full,hypothyroid,4,63,XGBoost,0.3,0.3,0.9,noise_then_imbalance,symmetric,mean,1799,791,0.1402,0.9582806573957016,0.5657894736842105,0.605557822204089,0.9427193558431304,0.3550417446129941,0.131578947368421,0.81198014957713,0.9832802534338784
xgb__kr_vs_kp__seed0__setting0__XGBoost,xgboost_full,kr_vs_kp,0,0,XGBoost,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,2397,799,0.111,0.9937421777221528,0.9938949364068954,0.9937321240019644,0.9937431202584204,0.9874923569385694,0.9973821989528796,0.9999497783971776,0.9999540484075248
xgb__kr_vs_kp__seed0__setting1__XGBoost,xgboost_full,kr_vs_kp,0,1,XGBoost,0.0,0.0,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1106,0.9912390488110138,0.9909475560912526,0.9912170364054076,0.9912362972603128,0.9825120975599464,0.9842931937172776,0.9997991135887102,0.999818618961936
xgb__kr_vs_kp__seed0__setting2__XGBoost,xgboost_full,kr_vs_kp,0,2,XGBoost,0.0,0.0,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.1015,0.9712140175219024,0.9698952879581152,0.9710615286983278,0.9711535478160022,0.9437505811642618,0.9397905759162304,0.9993973407661306,0.999454089035027
xgb__kr_vs_kp__seed0__setting3__XGBoost,xgboost_full,kr_vs_kp,0,3,XGBoost,0.0,0.0,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.1015,0.9449311639549436,0.9424083769633508,0.944387496836244,0.9446283620154148,0.8946315985660168,0.8848167539267016,0.9981292452948636,0.9982724376446368
xgb__kr_vs_kp__seed0__setting4__XGBoost,xgboost_full,kr_vs_kp,0,4,XGBoost,0.0,0.1,natural,noise_then_imbalance,symmetric,mean,2397,799,0.12,0.9424280350438048,0.941438472258842,0.942192513368984,0.9423541458909198,0.8851469838916598,0.918848167539267,0.9892965208984644,0.9905256070942006
xgb__kr_vs_kp__seed0__setting5__XGBoost,xgboost_full,kr_vs_kp,0,5,XGBoost,0.0,0.1,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1155,0.9374217772215268,0.9355437116275568,0.9369786342583828,0.93721012685107,0.877009423121233,0.8926701570680629,0.9864652780393486,0.9877080717705364
xgb__kr_vs_kp__seed0__setting6__XGBoost,xgboost_full,kr_vs_kp,0,6,XGBoost,0.0,0.1,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.1083,0.9123904881101376,0.9088164023754818,0.91107995014245,0.9115528246668736,0.8335185524842827,0.8272251308900523,0.9877773174130852,0.9884315114403732
xgb__kr_vs_kp__seed0__setting7__XGBoost,xgboost_full,kr_vs_kp,0,7,XGBoost,0.0,0.1,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.1085,0.8848560700876095,0.879800871344809,0.8820611225917416,0.8828564328547934,0.7868035433904201,0.7643979057591623,0.9871118811756876,0.9889188092339576
xgb__kr_vs_kp__seed0__setting8__XGBoost,xgboost_full,kr_vs_kp,0,8,XGBoost,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1233,0.899874843554443,0.8990231898251033,0.8995271867612293,0.8997860801178779,0.7994629330562452,0.8795811518324608,0.9705513076449834,0.9735090456540706
xgb__kr_vs_kp__seed0__setting9__XGBoost,xgboost_full,kr_vs_kp,0,9,XGBoost,0.0,0.2,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1163,0.8823529411764706,0.878501387371778,0.8804425342247693,0.8811045564357548,0.773357093954115,0.7905759162303665,0.9708400818612126,0.9733895195508744
xgb__kr_vs_kp__seed0__setting10__XGBoost,xgboost_full,kr_vs_kp,0,10,XGBoost,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.1137,0.8648310387984981,0.8597373410172386,0.8615500134772619,0.8624836385686706,0.7452395082718122,0.743455497382199,0.9578766306326668,0.9592212911839404
xgb__kr_vs_kp__seed0__setting11__XGBoost,xgboost_full,kr_vs_kp,0,11,XGBoost,0.0,0.2,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.1117,0.804755944931164,0.7961410975931298,0.7936958766981806,0.795788322039556,0.6517677454763674,0.599476439790576,0.9487174658179216,0.9519723455692198
xgb__kr_vs_kp__seed0__setting12__XGBoost,xgboost_full,kr_vs_kp,0,12,XGBoost,0.0,0.3,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1287,0.8848560700876095,0.884524840860296,0.8846086224867824,0.8848426945416189,0.7692283749298832,0.8769633507853403,0.9575501902143206,0.9614331278274132
xgb__kr_vs_kp__seed0__setting13__XGBoost,xgboost_full,kr_vs_kp,0,13,XGBoost,0.0,0.3,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1198,0.8648310387984981,0.8611655178475022,0.8628090659340659,0.8635386437717477,0.7363651700231798,0.7774869109947644,0.9502868909061234,0.9542053511807636
xgb__kr_vs_kp__seed0__setting14__XGBoost,xgboost_full,kr_vs_kp,0,14,XGBoost,0.0,0.3,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.1126,0.8285356695869838,0.8216693660778184,0.8219201704938301,0.8234236930150014,0.6838787964344053,0.6649214659685864,0.9377817118033324,0.9412392192747948
xgb__kr_vs_kp__seed0__setting15__XGBoost,xgboost_full,kr_vs_kp,0,15,XGBoost,0.0,0.3,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.1108,0.769712140175219,0.7596017426896179,0.7524483060550953,0.7553119752219405,0.59289303876823,0.5287958115183246,0.9250568131881928,0.930130098844764
xgb__kr_vs_kp__seed0__setting16__XGBoost,xgboost_full,kr_vs_kp,0,16,XGBoost,0.1,0.0,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1236,0.9899874843554444,0.990187954348563,0.989972389558233,0.9899894320712136,0.979994551945076,0.9947643979057592,0.9994915062714228,0.9995488725636292
xgb__kr_vs_kp__seed0__setting17__XGBoost,xgboost_full,kr_vs_kp,0,17,XGBoost,0.1,0.0,0.7,noise_then_imbalance,symmetric,mean,1746,799,0.1117,0.9699624530663328,0.9691356862154256,0.9698490566037736,0.9699300540770304,0.940298255345825,0.950261780104712,0.9983489648072118,0.9985223731486984
xgb__kr_vs_kp__seed0__setting18__XGBoost,xgboost_full,kr_vs_kp,0,18,XGBoost,0.1,0.0,0.8,noise_then_imbalance,symmetric,mean,1572,799,0.1154,0.8798498122653317,0.8746751290067423,0.8768353308412655,0.877679385640004,0.7773008895769192,0.756544502617801,0.99467651010082,0.995585496489738
xgb__kr_vs_kp__seed0__setting19__XGBoost,xgboost_full,kr_vs_kp,0,19,XGBoost,0.1,0.0,0.9,noise_then_imbalance,symmetric,mean,1344,799,0.1179,0.7409261576971214,0.7290575916230366,0.7147594927539981,0.7185439277664333,0.5533030644335514,0.4581151832460733,0.984663578038093,0.9826368603973464
xgb__kr_vs_kp__seed0__setting20__XGBoost,xgboost_full,kr_vs_kp,0,20,XGBoost,0.1,0.1,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1302,0.9549436795994992,0.9549669165191408,0.9548666900984132,0.9549483456298682,0.9097453859612918,0.9554973821989527,0.989961957135862,0.9919565592636452
xgb__kr_vs_kp__seed0__setting21__XGBoost,xgboost_full,kr_vs_kp,0,21,XGBoost,0.1,0.1,0.7,noise_then_imbalance,symmetric,mean,1803,799,0.1185,0.8898623279098874,0.8854759124637464,0.8876948632762587,0.8883782980706462,0.7922144813480373,0.7853403141361257,0.978329378382111,0.9796581708701714
xgb__kr_vs_kp__seed0__setting22__XGBoost,xgboost_full,kr_vs_kp,0,22,XGBoost,0.1,0.1,0.8,noise_then_imbalance,symmetric,mean,1532,799,0.1185,0.818523153942428,0.8106488631084661,0.8097047224371199,0.8114991707085488,0.6730720379097941,0.6308900523560209,0.9771993923186058,0.9792120623042524
xgb__kr_vs_kp__seed0__setting23__XGBoost,xgboost_full,kr_vs_kp,0,23,XGBoost,0.1,0.1,0.9,noise_then_imbalance,symmetric,mean,1373,799,0.1171,0.6695869837296621,0.6544502617801047,0.6157814207650273,0.6220797308110548,0.4349144063588308,0.3089005235602094,0.94730498323854,0.9518435192176524
xgb__kr_vs_kp__seed0__setting24__XGBoost,xgboost_full,kr_vs_kp,0,24,XGBoost,0.1,0.2,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1283,0.8773466833541927,0.8762319986942383,0.8768449197860964,0.8771892673328291,0.7543987210350478,0.8507853403141361,0.964844878024282,0.9684985203905648
xgb__kr_vs_kp__seed0__setting25__XGBoost,xgboost_full,kr_vs_kp,0,25,XGBoost,0.1,0.2,0.7,noise_then_imbalance,symmetric,mean,1766,799,0.1238,0.8498122653316645,0.8441403944906902,0.8455322275064764,0.8466585532499469,0.7182945516451307,0.7146596858638743,0.9534131856818212,0.9559914449978671
xgb__kr_vs_kp__seed0__setting26__XGBoost,xgboost_full,kr_vs_kp,0,26,XGBoost,0.1,0.2,0.8,noise_then_imbalance,symmetric,mean,1542,799,0.118,0.7959949937421777,0.7873083731967305,0.7843061915684699,0.7865056973538451,0.6331371979896677,0.5890052356020943,0.9497846748778987,0.9546209588543904
xgb__kr_vs_kp__seed0__setting27__XGBoost,xgboost_full,kr_vs_kp,0,27,XGBoost,0.1,0.2,0.9,noise_then_imbalance,symmetric,mean,1387,799,0.1184,0.6020025031289111,0.5837696335078534,0.5054769245142003,0.5150474493060272,0.308306487551031,0.1675392670157068,0.9050497821637976,0.9038653268973752
xgb__kr_vs_kp__seed0__setting28__XGBoost,xgboost_full,kr_vs_kp,0,28,XGBoost,0.1,0.3,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1292,0.8448060075093867,0.844178060692807,0.8443962809398166,0.8447460475235959,0.688888256899679,0.8298429319371727,0.9245043755571458,0.9294284772329984
xgb__kr_vs_kp__seed0__setting29__XGBoost,xgboost_full,kr_vs_kp,0,29,XGBoost,0.1,0.3,0.7,noise_then_imbalance,symmetric,mean,1769,799,0.1239,0.7984981226533167,0.7906951925370698,0.788943742504114,0.7909108207701264,0.628419334793354,0.612565445026178,0.9278315567441336,0.932778859045318
xgb__kr_vs_kp__seed0__setting30__XGBoost,xgboost_full,kr_vs_kp,0,30,XGBoost,0.1,0.3,0.8,noise_then_imbalance,symmetric,mean,1550,799,0.1181,0.72090112640801,0.7086644820269439,0.6911459064616388,0.6953452318572959,0.5104634004332496,0.4293193717277487,0.9131040717164488,0.9172960851932184
xgb__kr_vs_kp__seed0__setting31__XGBoost,xgboost_full,kr_vs_kp,0,31,XGBoost,0.1,0.3,0.9,noise_then_imbalance,symmetric,mean,1396,799,0.1152,0.6007509386733417,0.5826804524966415,0.5059497849393585,0.5154299003127568,0.2980160180039855,0.1701570680628272,0.8899581905156504,0.8977899554239652
xgb__kr_vs_kp__seed0__setting32__XGBoost,xgboost_full,kr_vs_kp,0,32,XGBoost,0.2,0.0,natural,noise_then_imbalance,symmetric,mean,2397,799,0.124,0.9737171464330412,0.9733919670546284,0.973651109216223,0.9737088917809392,0.947378856963739,0.9659685863874344,0.9962836013911384,0.9963754062829374
xgb__kr_vs_kp__seed0__setting33__XGBoost,xgboost_full,kr_vs_kp,0,33,XGBoost,0.2,0.0,0.7,noise_then_imbalance,symmetric,mean,1721,799,0.1194,0.8823529411764706,0.8775126495662109,0.8796840958605665,0.880469050365244,0.7798915557123002,0.7670157068062827,0.9897108491217498,0.9917508563449144
xgb__kr_vs_kp__seed0__setting34__XGBoost,xgboost_full,kr_vs_kp,0,34,XGBoost,0.2,0.0,0.8,noise_then_imbalance,symmetric,mean,1521,799,0.1141,0.7421777221526908,0.7305862116589451,0.7173051292268373,0.7209782969585036,0.5514186641617717,0.4659685863874345,0.9878714829183772,0.9901349928868658
xgb__kr_vs_kp__seed0__setting35__XGBoost,xgboost_full,kr_vs_kp,0,35,XGBoost,0.2,0.0,0.9,noise_then_imbalance,symmetric,mean,1401,799,0.1126,0.5882352941176471,0.5693717277486912,0.480394540476967,0.4907638437116478,0.2784869617387074,0.1387434554973822,0.9564955365550492,0.9543160420861448
xgb__kr_vs_kp__seed0__setting36__XGBoost,xgboost_full,kr_vs_kp,0,36,XGBoost,0.2,0.1,natural,noise_then_imbalance,symmetric,mean,2397,799,0.131,0.9173967459324156,0.9154801812999862,0.9168117972210654,0.9171173674434124,0.8366095626971097,0.8717277486910995,0.9733699951033938,0.9737974073141308
xgb__kr_vs_kp__seed0__setting37__XGBoost,xgboost_full,kr_vs_kp,0,37,XGBoost,0.2,0.1,0.7,noise_then_imbalance,symmetric,mean,1731,799,0.1222,0.7709637046307884,0.7804656798121712,0.7630520916891514,0.761155472148348,0.6141850352235089,0.9973821989528796,0.9707773048576844,0.9749743612514552
xgb__kr_vs_kp__seed0__setting38__XGBoost,xgboost_full,kr_vs_kp,0,38,XGBoost,0.2,0.1,0.8,noise_then_imbalance,symmetric,mean,1554,799,0.1274,0.7108886107634543,0.6976439790575917,0.6748513595645165,0.6795931031433241,0.5043561451935457,0.3952879581151832,0.9454530616344622,0.9461152819405204
xgb__kr_vs_kp__seed0__setting39__XGBoost,xgboost_full,kr_vs_kp,0,39,XGBoost,0.2,0.1,0.9,noise_then_imbalance,symmetric,mean,1339,799,0.1159,0.5682102628285357,0.5484293193717278,0.4419950566901686,0.4536201414660708,0.2302288384467092,0.0968586387434555,0.9057968285057818,0.8996295927230097
xgb__kr_vs_kp__seed0__setting40__XGBoost,xgboost_full,kr_vs_kp,0,40,XGBoost,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1344,0.8811013767209012,0.8801587002649189,0.8806707153154314,0.8809847392569197,0.7618109800293759,0.8586387434554974,0.9540472334174545,0.956146279335778
xgb__kr_vs_kp__seed0__setting41__XGBoost,xgboost_full,kr_vs_kp,0,41,XGBoost,0.2,0.2,0.7,noise_then_imbalance,symmetric,mean,1741,799,0.1237,0.7509386733416771,0.7408471128856078,0.7324571218961435,0.7355373804703991,0.5491931644850622,0.5104712041884817,0.9331801574447248,0.93914891193535
xgb__kr_vs_kp__seed0__setting42__XGBoost,xgboost_full,kr_vs_kp,0,42,XGBoost,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,1546,799,0.124,0.6783479349186483,0.6639421447135485,0.6310794908417998,0.6368640906414141,0.4423809712955844,0.3350785340314136,0.9059035494117796,0.8961657048665657
xgb__kr_vs_kp__seed0__setting43__XGBoost,xgboost_full,kr_vs_kp,0,43,XGBoost,0.2,0.2,0.9,noise_then_imbalance,symmetric,mean,1363,799,0.1199,0.5782227784730913,0.5589005235602095,0.4614923092614851,0.4724750146980609,0.2552448157757387,0.1178010471204188,0.8936996999259232,0.9019302113589572
xgb__kr_vs_kp__seed0__setting44__XGBoost,xgboost_full,kr_vs_kp,0,44,XGBoost,0.2,0.3,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1349,0.8172715894868585,0.8176893040541389,0.8171452755658661,0.8173557987675202,0.6347930771676351,0.8272251308900523,0.8987030271071101,0.9109223140905898
xgb__kr_vs_kp__seed0__setting45__XGBoost,xgboost_full,kr_vs_kp,0,45,XGBoost,0.2,0.3,0.7,noise_then_imbalance,symmetric,mean,1736,799,0.1253,0.753441802252816,0.74324519442038,0.7347693261685345,0.7378520462767886,0.5564213948875724,0.5104712041884817,0.908584127462428,0.9137570570537464
xgb__kr_vs_kp__seed0__setting46__XGBoost,xgboost_full,kr_vs_kp,0,46,XGBoost,0.2,0.3,0.8,noise_then_imbalance,symmetric,mean,1546,799,0.1303,0.6570713391739674,0.6419105553253732,0.6012276867030966,0.6077645690993524,0.3996040162965716,0.2958115183246073,0.8783318894622522,0.8856299217970368
xgb__kr_vs_kp__seed0__setting47__XGBoost,xgboost_full,kr_vs_kp,0,47,XGBoost,0.2,0.3,0.9,noise_then_imbalance,symmetric,mean,1374,799,0.1313,0.541927409261577,0.5209424083769634,0.3877010050251256,0.4011621625021226,0.1493535178373961,0.0418848167539267,0.8160884904641732,0.8338480160581103
xgb__kr_vs_kp__seed0__setting48__XGBoost,xgboost_full,kr_vs_kp,0,48,XGBoost,0.3,0.0,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1554,0.90738423028786,0.9075357515035092,0.9072620616098876,0.907409506566061,0.8146267079721121,0.9109947643979056,0.9650269313345136,0.9713153046238696
xgb__kr_vs_kp__seed0__setting49__XGBoost,xgboost_full,kr_vs_kp,0,49,XGBoost,0.3,0.0,0.7,noise_then_imbalance,symmetric,mean,1723,799,0.1205,0.6620775969962454,0.6754899745125366,0.634083044982699,0.629649518645712,0.437077789641756,0.981675392670157,0.9351011337526836,0.935098944725004
xgb__kr_vs_kp__seed0__setting50__XGBoost,xgboost_full,kr_vs_kp,0,50,XGBoost,0.3,0.0,0.8,noise_then_imbalance,symmetric,mean,1549,799,0.1191,0.609511889862328,0.5916230366492147,0.5187416021869063,0.527897106707482,0.3237588150506019,0.1832460732984293,0.9309264630180673,0.9256399687000884
xgb__kr_vs_kp__seed0__setting51__XGBoost,xgboost_full,kr_vs_kp,0,51,XGBoost,0.3,0.0,0.9,noise_then_imbalance,symmetric,mean,1366,799,0.1158,0.541927409261577,0.5211621278893116,0.391766085958169,0.4050044897758498,0.1353334996482854,0.0471204188481675,0.8524614863083355,0.8391070366252267
xgb__kr_vs_kp__seed0__setting52__XGBoost,xgboost_full,kr_vs_kp,0,52,XGBoost,0.3,0.1,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1402,0.8635794743429287,0.8635918490338619,0.8633868809617553,0.8636115732397908,0.726841561577844,0.8638743455497382,0.9360427888056048,0.9327959055502136
xgb__kr_vs_kp__seed0__setting53__XGBoost,xgboost_full,kr_vs_kp,0,53,XGBoost,0.3,0.1,0.7,noise_then_imbalance,symmetric,mean,1776,799,0.1329,0.7021276595744681,0.6891408339297149,0.6665462579785368,0.6713177102998302,0.4767022683568361,0.3926701570680628,0.883178274134619,0.8559540961249291
xgb__kr_vs_kp__seed0__setting54__XGBoost,xgboost_full,kr_vs_kp,0,54,XGBoost,0.3,0.1,0.8,noise_then_imbalance,symmetric,mean,1519,799,0.1444,0.5669586983729662,0.5473401383605158,0.4429385498275139,0.454452356721654,0.2168744266019384,0.0994764397905759,0.8529825354376186,0.85911864607249
xgb__kr_vs_kp__seed0__setting55__XGBoost,xgboost_full,kr_vs_kp,0,55,XGBoost,0.3,0.1,0.9,noise_then_imbalance,symmetric,mean,1357,799,0.121,0.5344180225281602,0.5130890052356021,0.3712813483602396,0.3853103006842623,0.1176245146504677,0.0261780104712041,0.7926161688450286,0.7928647067678339
xgb__kr_vs_kp__seed0__setting56__XGBoost,xgboost_full,kr_vs_kp,0,56,XGBoost,0.3,0.2,natural,noise_then_imbalance,symmetric,mean,2397,799,0.225,0.8335419274092616,0.8327275352492876,0.8330355950445036,0.8334383594255611,0.6662837663545343,0.8141361256544503,0.9031413612565444,0.9110708372856824
xgb__kr_vs_kp__seed0__setting57__XGBoost,xgboost_full,kr_vs_kp,0,57,XGBoost,0.3,0.2,0.7,noise_then_imbalance,symmetric,mean,1751,799,0.1299,0.60450563204005,0.6198946601880799,0.5580690331162921,0.551793817045514,0.331897240868727,0.9712041884816754,0.8292653835047146,0.8334626608851139
xgb__kr_vs_kp__seed0__setting58__XGBoost,xgboost_full,kr_vs_kp,0,58,XGBoost,0.3,0.2,0.8,noise_then_imbalance,symmetric,mean,1529,799,0.1247,0.5607008760951189,0.5406857759865407,0.4287567853832914,0.4407829394846299,0.2042682900631073,0.0837696335078534,0.7952967468956772,0.8049138039566803
xgb__kr_vs_kp__seed0__setting59__XGBoost,xgboost_full,kr_vs_kp,0,59,XGBoost,0.3,0.2,0.9,noise_then_imbalance,symmetric,mean,1342,799,0.1211,0.4818523153942428,0.5035971223021583,0.3314212951734174,0.3175292484511776,0.058758100466346,1.0,0.7533742639396336,0.7729583236499391
xgb__kr_vs_kp__seed0__setting60__XGBoost,xgboost_full,kr_vs_kp,0,60,XGBoost,0.3,0.3,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1421,0.769712140175219,0.7678412244026768,0.7683620092014873,0.7691366745142841,0.5383692720576733,0.725130890052356,0.8400567504111893,0.827770515630867
xgb__kr_vs_kp__seed0__setting61__XGBoost,xgboost_full,kr_vs_kp,0,61,XGBoost,0.3,0.3,0.7,noise_then_imbalance,symmetric,mean,1761,799,0.1297,0.639549436795995,0.6244648260449233,0.5817605490446971,0.5885706873318871,0.3480573673351738,0.2801047120418848,0.78747473225608,0.7938101345635102
xgb__kr_vs_kp__seed0__setting62__XGBoost,xgboost_full,kr_vs_kp,0,62,XGBoost,0.3,0.3,0.8,noise_then_imbalance,symmetric,mean,1544,799,0.132,0.5456821026282853,0.5254184087285145,0.4054876736420713,0.4181340783186628,0.1357793427016027,0.06282722513089,0.7855349228470627,0.8114586083870039
xgb__kr_vs_kp__seed0__setting63__XGBoost,xgboost_full,kr_vs_kp,0,63,XGBoost,0.3,0.3,0.9,noise_then_imbalance,symmetric,mean,1363,799,0.1233,0.5331664580725908,0.5117801047120419,0.3685025755556356,0.3826281537127273,0.1115177645486483,0.0235602094240837,0.7437317161977225,0.7589463308568445
xgb__kr_vs_kp__seed1__setting0__XGBoost,xgboost_full,kr_vs_kp,1,0,XGBoost,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1105,0.9899874843554444,0.9897485153238664,0.9899635724155256,0.989985031848786,0.9799770043435292,0.9842931937172776,0.9985655454693836,0.9985350459021274
xgb__kr_vs_kp__seed1__setting1__XGBoost,xgboost_full,kr_vs_kp,1,1,XGBoost,0.0,0.0,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1071,0.9849812265331664,0.9844030534734516,0.9849334355789658,0.984970606321122,0.9701774348458704,0.9712041884816754,0.9987946815322613,0.9988055288965314
xgb__kr_vs_kp__seed1__setting2__XGBoost,xgboost_full,kr_vs_kp,1,2,XGBoost,0.0,0.0,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.102,0.9561952440550688,0.9541884816753928,0.9558564232732072,0.956025833664138,0.915444175904526,0.9083769633507852,0.9977494444235188,0.9978953317132234
xgb__kr_vs_kp__seed1__setting3__XGBoost,xgboost_full,kr_vs_kp,1,3,XGBoost,0.0,0.0,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.0977,0.932415519399249,0.9293193717277488,0.93156642558051,0.931900338880014,0.8718922438983809,0.8586387434554974,0.9973916155034088,0.9975673073244798
xgb__kr_vs_kp__seed1__setting4__XGBoost,xgboost_full,kr_vs_kp,1,4,XGBoost,0.0,0.1,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1219,0.9474342928660826,0.9472233731339536,0.9473213276570094,0.9474281866385652,0.8946545762214583,0.9424083769633508,0.9902946752545608,0.9912728567271047
xgb__kr_vs_kp__seed1__setting5__XGBoost,xgboost_full,kr_vs_kp,1,5,XGBoost,0.0,0.1,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1134,0.9173967459324156,0.9147111630067674,0.9165389972144846,0.9169096293765536,0.839296275874407,0.8534031413612565,0.9813363968511056,0.981847124464368
xgb__kr_vs_kp__seed1__setting6__XGBoost,xgboost_full,kr_vs_kp,1,6,XGBoost,0.0,0.1,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.1087,0.9061326658322904,0.9022718997576809,0.9045775696380716,0.9051111810772644,0.8223779236530369,0.8141361256544503,0.9871934912802742,0.9883915720339598
xgb__kr_vs_kp__seed1__setting7__XGBoost,xgboost_full,kr_vs_kp,1,7,XGBoost,0.0,0.1,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.1093,0.8585732165206508,0.8524238201062186,0.853960536169786,0.8550974644252808,0.7410763752455375,0.7120418848167539,0.9733197735005712,0.9749700404327936
xgb__kr_vs_kp__seed1__setting8__XGBoost,xgboost_full,kr_vs_kp,1,8,XGBoost,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1236,0.8973717146433041,0.8956363704847641,0.8967296731564612,0.8970863628713739,0.7956906909822202,0.856020942408377,0.9715620174017854,0.9748534123065158
xgb__kr_vs_kp__seed1__setting9__XGBoost,xgboost_full,kr_vs_kp,1,9,XGBoost,0.0,0.2,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1149,0.8748435544430538,0.8717465817921579,0.8733418723209982,0.8739459973126299,0.7542812240755165,0.8010471204188482,0.9575250794129097,0.9620512710867484
xgb__kr_vs_kp__seed1__setting10__XGBoost,xgboost_full,kr_vs_kp,1,10,XGBoost,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.1111,0.8360450563204005,0.8295227692191797,0.8302197739810575,0.8315973745342804,0.6966282119282251,0.680628272251309,0.960463043178023,0.9650403654823676
xgb__kr_vs_kp__seed1__setting11__XGBoost,xgboost_full,kr_vs_kp,1,11,XGBoost,0.0,0.2,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.1104,0.7659574468085106,0.7556750411189372,0.7478708414542571,0.7508289311149995,0.5867416127591472,0.5209424083769634,0.93538363026856,0.9369891561138636
xgb__kr_vs_kp__seed1__setting12__XGBoost,xgboost_full,kr_vs_kp,1,12,XGBoost,0.0,0.3,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1209,0.8485607008760951,0.8472258842140947,0.8478658032841059,0.8483161998715063,0.6966990847004413,0.8167539267015707,0.9340088138912952,0.9419005762834108
xgb__kr_vs_kp__seed1__setting13__XGBoost,xgboost_full,kr_vs_kp,1,13,XGBoost,0.0,0.3,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1163,0.8385481852315394,0.8331293080718671,0.8342955256849893,0.8354583622797492,0.6926415461739193,0.7094240837696335,0.9384534257410826,0.9429545553978466
xgb__kr_vs_kp__seed1__setting14__XGBoost,xgboost_full,kr_vs_kp,1,14,XGBoost,0.0,0.3,0.8,noise_then_imbalance,symmetric,mean,1565,799,0.1092,0.799749687108886,0.7912350747674112,0.7886634750178538,0.7907837888057562,0.6393537692264195,0.5968586387434555,0.9410963375896142,0.9467767757514072
xgb__kr_vs_kp__seed1__setting15__XGBoost,xgboost_full,kr_vs_kp,1,15,XGBoost,0.0,0.3,0.9,noise_then_imbalance,symmetric,mean,1391,799,0.1089,0.753441802252816,0.7424761761271611,0.7320001702634827,0.7353207769874945,0.5679764198626244,0.4921465968586387,0.9137695079538464,0.9152044375920708
xgb__kr_vs_kp__seed1__setting16__XGBoost,xgboost_full,kr_vs_kp,1,16,XGBoost,0.1,0.0,natural,noise_then_imbalance,symmetric,mean,2397,799,0.1201,0.9699624530663328,0.969575125240122,0.969883151149642,0.9699508479077928,0.9398762630568704,0.9607329842931938,0.9965033209034866,0.9964733775995848
xgb__kr_vs_kp__seed1__setting17__XGBoost,xgboost_full,kr_vs_kp,1,17,XGBoost,0.1,0.0,0.7,noise_then_imbalance,symmetric,mean,1789,799,0.1141,0.932415519399249,0.9295390912400968,0.9316418875242404,0.9319604418257148,0.8707729238398357,0.8638743455497382,0.996123520032142,0.9965791391753964
