dataset_name,task_type,n_classes,seed,label_noise,imbalance_level,original_train_rows,original_minority_count,original_majority_count,clean_minority_class,clean_majority_class,observed_majority_class_after_noise,post_imbalance_rows,clean_minority_retained_count,clean_majority_retained_count,clean_minority_retention_rate,effective_clean_minority_ratio,mislabeled_retained_count,mislabeled_retained_ratio,mislabeled_minority_retained_count,mislabeled_majority_retained_count,mislabeled_minority_retained_ratio,observed_majority_ratio_after,observed_minority_count_after,imbalance_feasible
hypothyroid,binary,2,4,0.2,0.9,2372,113,2259,0,1,1,2046,64,1982,0.5663716814159292,0.03128054740957967,197,0.09628543499511241,28,169,0.4375,0.8998044965786901,205,True
hypothyroid,binary,2,4,0.3,0.7,2372,113,2259,0,1,1,2330,109,2221,0.9646017699115044,0.046781115879828326,674,0.2892703862660944,42,632,0.3853211009174312,0.7,699,True
hypothyroid,binary,2,4,0.3,0.8,2372,113,2259,0,1,1,2039,75,1964,0.6637168141592921,0.03678273663560569,417,0.20451201569396762,42,375,0.56,0.799901912702305,408,True
hypothyroid,binary,2,4,0.3,0.9,2372,113,2259,0,1,1,1812,55,1757,0.48672566371681414,0.030353200883002206,210,0.11589403973509933,42,168,0.7636363636363637,0.9001103752759382,181,True
kr_vs_kp,binary,2,0,0.1,0.7,2397,1145,1252,0,1,1,1757,584,1173,0.5100436681222708,0.3323847467273762,161,0.09163346613545817,109,52,0.18664383561643835,0.7000569151963574,527,True
kr_vs_kp,binary,2,0,0.1,0.8,2397,1145,1252,0,1,1,1538,378,1160,0.33013100436681225,0.24577373211963588,148,0.09622886866059818,109,39,0.28835978835978837,0.7997399219765929,308,True
kr_vs_kp,binary,2,0,0.1,0.9,2397,1145,1252,0,1,1,1367,233,1134,0.2034934497816594,0.17044623262618874,122,0.08924652523774688,109,13,0.4678111587982833,0.8997805413313826,137,True
kr_vs_kp,binary,2,0,0.2,0.7,2397,1145,1252,0,1,1,1753,640,1113,0.5589519650655022,0.36508841985168283,340,0.1939532230462065,227,113,0.3546875,0.6999429549343982,526,True
kr_vs_kp,binary,2,0,0.2,0.8,2397,1145,1252,0,1,1,1534,473,1061,0.4131004366812227,0.30834419817470665,288,0.1877444589308996,227,61,0.4799154334038055,0.7998696219035202,307,True
kr_vs_kp,binary,2,0,0.2,0.9,2397,1145,1252,0,1,1,1363,337,1026,0.2943231441048035,0.24724871606749815,253,0.18561995597945707,227,26,0.6735905044510386,0.9002201027146002,136,True
kr_vs_kp,binary,2,0,0.3,0.7,2397,1145,1252,0,1,1,1750,710,1040,0.6200873362445415,0.4057142857142857,507,0.2897142857142857,346,161,0.48732394366197185,0.7,525,True
kr_vs_kp,binary,2,0,0.3,0.8,2397,1145,1252,0,1,1,1531,569,962,0.496943231441048,0.37165251469627697,429,0.2802090137165251,346,83,0.6080843585237259,0.8001306335728282,306,True
kr_vs_kp,binary,2,0,0.3,0.9,2397,1145,1252,0,1,1,1361,430,931,0.37554585152838427,0.31594415870683323,398,0.2924320352681852,346,52,0.8046511627906977,0.9000734753857458,136,True
kr_vs_kp,binary,2,1,0.1,0.7,2397,1145,1252,0,1,1,1777,586,1191,0.5117903930131005,0.3297692740574001,179,0.10073157006190209,116,63,0.19795221843003413,0.7000562746201463,533,True
kr_vs_kp,binary,2,1,0.1,0.8,2397,1145,1252,0,1,1,1555,390,1165,0.3406113537117904,0.2508038585209003,153,0.09839228295819935,116,37,0.29743589743589743,0.8,311,True
kr_vs_kp,binary,2,1,0.1,0.9,2397,1145,1252,0,1,1,1382,238,1144,0.20786026200873362,0.17221418234442837,132,0.0955137481910275,116,16,0.48739495798319327,0.9001447178002895,138,True
kr_vs_kp,binary,2,1,0.2,0.7,2397,1145,1252,0,1,1,1733,623,1110,0.5441048034934498,0.3594922100403924,337,0.1944604731679169,220,117,0.35313001605136435,0.6999422965954991,520,True
kr_vs_kp,binary,2,1,0.2,0.8,2397,1145,1252,0,1,1,1516,460,1056,0.4017467248908297,0.3034300791556728,283,0.1866754617414248,220,63,0.4782608695652174,0.8001319261213721,303,True
kr_vs_kp,binary,2,1,0.2,0.9,2397,1145,1252,0,1,1,1348,326,1022,0.2847161572052402,0.24183976261127596,249,0.1847181008902077,220,29,0.6748466257668712,0.8998516320474778,135,True
kr_vs_kp,binary,2,1,0.3,0.7,2397,1145,1252,0,1,1,1721,699,1022,0.6104803493449782,0.4061592097617664,489,0.284137129575828,336,153,0.48068669527896996,0.7001743172574085,516,True
kr_vs_kp,binary,2,1,0.3,0.8,2397,1145,1252,0,1,1,1506,546,960,0.47685589519650656,0.36254980079681276,427,0.28353253652058436,336,91,0.6153846153846154,0.800132802124834,301,True
kr_vs_kp,binary,2,1,0.3,0.9,2397,1145,1252,0,1,1,1339,420,919,0.36681222707423583,0.31366691560866317,386,0.2882748319641524,336,50,0.8,0.8999253174010455,134,True
kr_vs_kp,binary,2,2,0.1,0.7,2397,1145,1252,0,1,1,1803,612,1191,0.5344978165938865,0.33943427620632277,179,0.0992789794786467,125,54,0.2042483660130719,0.6999445368829729,541,True
kr_vs_kp,binary,2,2,0.1,0.8,2397,1145,1252,0,1,1,1578,410,1168,0.35807860262008734,0.2598225602027883,156,0.09885931558935361,125,31,0.3048780487804878,0.7997465145754119,316,True
kr_vs_kp,binary,2,2,0.1,0.9,2397,1145,1252,0,1,1,1402,254,1148,0.22183406113537119,0.181169757489301,136,0.09700427960057062,125,11,0.4921259842519685,0.9001426533523538,140,True
kr_vs_kp,binary,2,2,0.2,0.7,2397,1145,1252,0,1,1,1767,649,1118,0.5668122270742358,0.36728919071873234,345,0.19524617996604415,232,113,0.3574730354391371,0.7000565930956423,530,True
kr_vs_kp,binary,2,2,0.2,0.8,2397,1145,1252,0,1,1,1546,479,1067,0.4183406113537118,0.30983182406209575,294,0.19016817593790428,232,62,0.48434237995824636,0.8001293661060802,309,True
kr_vs_kp,binary,2,2,0.2,0.9,2397,1145,1252,0,1,1,1374,337,1037,0.2943231441048035,0.24526928675400292,264,0.19213973799126638,232,32,0.6884272997032641,0.9002911208151383,137,True
kr_vs_kp,binary,2,2,0.3,0.7,2397,1145,1252,0,1,1,1724,689,1035,0.6017467248908297,0.3996519721577726,502,0.29118329466357307,337,165,0.48911465892597966,0.7001160092807425,517,True
kr_vs_kp,binary,2,2,0.3,0.8,2397,1145,1252,0,1,1,1509,538,971,0.4698689956331878,0.3565275016567263,438,0.29025844930417494,337,101,0.6263940520446096,0.7998674618952949,302,True
kr_vs_kp,binary,2,2,0.3,0.9,2397,1145,1252,0,1,1,1341,431,910,0.3764192139737991,0.3214019388516033,377,0.28113348247576436,337,40,0.7819025522041764,0.9000745712155108,134,True
kr_vs_kp,binary,2,3,0.1,0.7,2397,1145,1252,0,1,1,1757,578,1179,0.5048034934497817,0.3289698349459306,167,0.09504837791690382,109,58,0.18858131487889274,0.7000569151963574,527,True
kr_vs_kp,binary,2,3,0.1,0.8,2397,1145,1252,0,1,1,1538,390,1148,0.3406113537117904,0.2535760728218466,136,0.08842652795838751,109,27,0.2794871794871795,0.7997399219765929,308,True
kr_vs_kp,binary,2,3,0.1,0.9,2397,1145,1252,0,1,1,1367,230,1137,0.20087336244541484,0.16825164594001463,125,0.091441111923921,109,16,0.47391304347826085,0.8997805413313826,137,True
kr_vs_kp,binary,2,3,0.2,0.7,2397,1145,1252,0,1,1,1770,647,1123,0.5650655021834061,0.3655367231638418,350,0.1977401129943503,233,117,0.3601236476043277,0.7,531,True
kr_vs_kp,binary,2,3,0.2,0.8,2397,1145,1252,0,1,1,1549,460,1089,0.4017467248908297,0.2969657843770174,316,0.2040025823111685,233,83,0.5065217391304347,0.7998708844415752,310,True
kr_vs_kp,binary,2,3,0.2,0.9,2397,1145,1252,0,1,1,1377,334,1043,0.29170305676855895,0.24255628177196806,270,0.19607843137254902,233,37,0.6976047904191617,0.8997821350762527,138,True
kr_vs_kp,binary,2,3,0.3,0.7,2397,1145,1252,0,1,1,1719,688,1031,0.6008733624454149,0.4002326934264107,498,0.28970331588132636,335,163,0.48691860465116277,0.699825479930192,516,True
kr_vs_kp,binary,2,3,0.3,0.8,2397,1145,1252,0,1,1,1504,545,959,0.4759825327510917,0.36236702127659576,426,0.28324468085106386,335,91,0.6146788990825688,0.7998670212765957,301,True
kr_vs_kp,binary,2,3,0.3,0.9,2397,1145,1252,0,1,1,1337,425,912,0.37117903930131,0.31787584143605085,379,0.28347045624532535,335,44,0.788235294117647,0.8997756170531039,134,True
kr_vs_kp,binary,2,4,0.1,0.7,2397,1145,1252,0,1,1,1780,591,1189,0.5161572052401747,0.33202247191011236,177,0.09943820224719101,117,60,0.19796954314720813,0.7,534,True
kr_vs_kp,binary,2,4,0.1,0.8,2397,1145,1252,0,1,1,1558,399,1159,0.34847161572052404,0.25609756097560976,147,0.09435173299101413,117,30,0.2932330827067669,0.7997432605905006,312,True
kr_vs_kp,binary,2,4,0.1,0.9,2397,1145,1252,0,1,1,1384,237,1147,0.20698689956331878,0.171242774566474,135,0.09754335260115607,117,18,0.4936708860759494,0.9002890173410405,138,True
kr_vs_kp,binary,2,4,0.2,0.7,2397,1145,1252,0,1,1,1781,656,1125,0.5729257641921397,0.36833239752947783,352,0.19764177428411006,237,115,0.36128048780487804,0.7001684446939921,534,True
kr_vs_kp,binary,2,4,0.2,0.8,2397,1145,1252,0,1,1,1559,488,1071,0.4262008733624454,0.3130211674150096,298,0.19114817190506736,237,61,0.48565573770491804,0.7998717126363053,312,True
kr_vs_kp,binary,2,4,0.2,0.9,2397,1145,1252,0,1,1,1386,355,1031,0.31004366812227074,0.25613275613275616,258,0.18614718614718614,237,21,0.6676056338028169,0.8997113997113997,139,True
kr_vs_kp,binary,2,4,0.3,0.7,2397,1145,1252,0,1,1,1741,695,1046,0.6069868995633187,0.39919586444572086,513,0.29465824238943134,343,170,0.4935251798561151,0.7001723147616312,522,True
kr_vs_kp,binary,2,4,0.3,0.8,2397,1145,1252,0,1,1,1524,557,967,0.48646288209606986,0.36548556430446194,434,0.2847769028871391,343,91,0.6157989228007181,0.7998687664041995,305,True
kr_vs_kp,binary,2,4,0.3,0.9,2397,1145,1252,0,1,1,1354,441,913,0.3851528384279476,0.3257016248153619,380,0.28064992614475626,343,37,0.7777777777777778,0.9002954209748892,135,True
magic,binary,2,0,0.1,0.7,14265,5016,9249,1,0,0,12630,3655,8975,0.7286682615629984,0.28939034045922407,1152,0.09121140142517815,509,643,0.13926128590971273,0.7,3789,True
magic,binary,2,0,0.1,0.8,14265,5016,9249,1,0,0,11051,2338,8713,0.4661084529505582,0.2115645642928242,890,0.08053569812686635,509,381,0.21770744225834046,0.8000180979096915,2210,True
magic,binary,2,0,0.1,0.9,14265,5016,9249,1,0,0,9823,1323,8500,0.263755980861244,0.13468390512063524,677,0.06891988190980353,509,168,0.3847316704459562,0.9000305405680545,982,True
magic,binary,2,0,0.2,0.7,14265,5016,9249,1,0,0,12037,3502,8535,0.6981658692185008,0.2909362798039379,2139,0.17770208523718534,1015,1124,0.2898343803540834,0.7000083077178699,3611,True
magic,binary,2,0,0.2,0.8,14265,5016,9249,1,0,0,10532,2469,8063,0.4922248803827751,0.23442840865932396,1667,0.15827952905431067,1015,652,0.4110976103685703,0.8000379794910748,2106,True
magic,binary,2,0,0.2,0.9,14265,5016,9249,1,0,0,9362,1663,7699,0.3315390749601276,0.17763298440504166,1303,0.1391796624652852,1015,288,0.6103427540589297,0.9000213629566332,936,True
magic,binary,2,0,0.3,0.7,14265,5016,9249,1,0,0,11447,3429,8018,0.6836124401913876,0.29955446841967326,3049,0.26635799772866253,1522,1527,0.4438611840186643,0.7000087359133398,3434,True
magic,binary,2,0,0.3,0.8,14265,5016,9249,1,0,0,10016,2660,7356,0.5303030303030303,0.26557507987220447,2387,0.23831869009584664,1522,865,0.5721804511278196,0.8000199680511182,2003,True
magic,binary,2,0,0.3,0.9,14265,5016,9249,1,0,0,8903,2007,6896,0.4001196172248804,0.22542963046164213,1927,0.21644389531618555,1522,405,0.7583457897359243,0.9000336965067954,890,True
magic,binary,2,1,0.1,0.7,14265,5016,9249,1,0,0,12679,3715,8964,0.7406299840510366,0.29300418014038965,1141,0.0899913242369272,526,615,0.14158815612382233,0.6999763388279833,3804,True
magic,binary,2,1,0.1,0.8,14265,5016,9249,1,0,0,11094,2381,8713,0.4746810207336523,0.2146205155940148,890,0.08022354425815756,526,364,0.22091558168836622,0.7999819722372453,2219,True
magic,binary,2,1,0.1,0.9,14265,5016,9249,1,0,0,9861,1336,8525,0.266347687400319,0.13548321671230099,702,0.07118953452996654,526,176,0.3937125748502994,0.9000101409593347,986,True
magic,binary,2,1,0.2,0.7,14265,5016,9249,1,0,0,12034,3496,8538,0.696969696969697,0.2905102210403856,2142,0.1779956789097557,1014,1128,0.290045766590389,0.7000166195778628,3610,True
magic,binary,2,1,0.2,0.8,14265,5016,9249,1,0,0,10530,2477,8053,0.49381977671451355,0.2352326685660019,1657,0.1573599240265907,1014,643,0.40936616875252324,0.8,2106,True
magic,binary,2,1,0.2,0.9,14265,5016,9249,1,0,0,9360,1691,7669,0.3371212121212121,0.18066239316239316,1273,0.1360042735042735,1014,259,0.5996451803666469,0.9,936,True
magic,binary,2,1,0.3,0.7,14265,5016,9249,1,0,0,11456,3408,8048,0.6794258373205742,0.29748603351955305,3079,0.26876745810055863,1525,1554,0.44747652582159625,0.6999825418994413,3437,True
magic,binary,2,1,0.3,0.8,14265,5016,9249,1,0,0,10024,2643,7381,0.5269138755980861,0.26366719872306466,2412,0.24062250598563448,1525,887,0.5769958380628074,0.7999800478850758,2005,True
magic,binary,2,1,0.3,0.9,14265,5016,9249,1,0,0,8910,2057,6853,0.4100877192982456,0.2308641975308642,1884,0.21144781144781144,1525,359,0.7413709285367039,0.9,891,True
magic,binary,2,2,0.1,0.7,14265,5016,9249,1,0,0,12581,3632,8949,0.7240829346092504,0.2886892933789047,1126,0.0895000397424688,492,634,0.1354625550660793,0.7000238454812813,3774,True
magic,binary,2,2,0.1,0.8,14265,5016,9249,1,0,0,11009,2305,8704,0.4595295055821372,0.20937414842401672,881,0.08002543373603416,492,389,0.21344902386117137,0.7999818330456899,2202,True
magic,binary,2,2,0.1,0.9,14265,5016,9249,1,0,0,9786,1335,8451,0.2661483253588517,0.1364193746167995,628,0.06417330880850194,492,136,0.3685393258426966,0.8999591252810137,979,True
magic,binary,2,2,0.2,0.7,14265,5016,9249,1,0,0,12040,3475,8565,0.6927830940988836,0.28862126245847175,2169,0.18014950166112956,1016,1153,0.29237410071942443,0.7,3612,True
magic,binary,2,2,0.2,0.8,14265,5016,9249,1,0,0,10535,2480,8055,0.4944178628389155,0.23540579022306596,1659,0.1574750830564784,1016,643,0.4096774193548387,0.8,2107,True
magic,binary,2,2,0.2,0.9,14265,5016,9249,1,0,0,9364,1673,7691,0.3335326953748006,0.17866296454506622,1295,0.13829560017086714,1016,279,0.6072922893006575,0.9000427167876975,936,True
magic,binary,2,2,0.3,0.7,14265,5016,9249,1,0,0,11441,3433,8008,0.6844098883572568,0.300061183462984,3039,0.26562363429770125,1520,1519,0.4427614331488494,0.700026221484136,3432,True
magic,binary,2,2,0.3,0.8,14265,5016,9249,1,0,0,10011,2624,7387,0.5231259968102073,0.26211167715512934,2418,0.24153431225651784,1520,898,0.5792682926829268,0.8000199780241735,2002,True
magic,binary,2,2,0.3,0.9,14265,5016,9249,1,0,0,8899,2017,6882,0.4021132376395534,0.22665468030115743,1913,0.21496797392965503,1520,393,0.7535944471988101,0.8999887627823351,890,True
magic,binary,2,3,0.1,0.7,14265,5016,9249,1,0,0,12593,3626,8967,0.7228867623604466,0.28793774319066145,1144,0.09084411974906695,496,648,0.13678985107556535,0.6999920590804415,3778,True
magic,binary,2,3,0.1,0.8,14265,5016,9249,1,0,0,11019,2328,8691,0.46411483253588515,0.21127144023958616,868,0.07877302840548144,496,372,0.21305841924398625,0.7999818495326254,2204,True
magic,binary,2,3,0.1,0.9,14265,5016,9249,1,0,0,9794,1317,8477,0.2625598086124402,0.13447008372472943,654,0.0667755768838064,496,158,0.37661351556567957,0.9000408413314274,979,True
magic,binary,2,3,0.2,0.7,14265,5016,9249,1,0,0,12046,3500,8546,0.6977671451355661,0.2905528806242736,2150,0.17848248381205378,1018,1132,0.29085714285714287,0.6999833969782501,3614,True
magic,binary,2,3,0.2,0.8,14265,5016,9249,1,0,0,10540,2461,8079,0.4906299840510367,0.23349146110056926,1683,0.1596774193548387,1018,665,0.41365298659081673,0.8,2108,True
magic,binary,2,3,0.2,0.9,14265,5016,9249,1,0,0,9369,1654,7715,0.32974481658692184,0.17653965204397482,1319,0.14078343473156155,1018,301,0.6154776299879081,0.8999893265022948,937,True
magic,binary,2,3,0.3,0.7,14265,5016,9249,1,0,0,11530,3514,8016,0.7005582137161085,0.30477016478751084,3047,0.2642671292281006,1551,1496,0.4413773477518497,0.7,3459,True
magic,binary,2,3,0.3,0.8,14265,5016,9249,1,0,0,10089,2670,7419,0.5322966507177034,0.26464466250371693,2450,0.24283873525621966,1551,899,0.5808988764044943,0.799980176429775,2018,True
magic,binary,2,3,0.3,0.9,14265,5016,9249,1,0,0,8968,2032,6936,0.405103668261563,0.22658340767172166,1967,0.21933541480820695,1551,416,0.7632874015748031,0.8999776984834968,897,True
magic,binary,2,4,0.1,0.7,14265,5016,9249,1,0,0,12593,3637,8956,0.7250797448165869,0.2888112443420948,1133,0.08997061859763361,496,637,0.13637613417651911,0.6999920590804415,3778,True
magic,binary,2,4,0.1,0.8,14265,5016,9249,1,0,0,11019,2327,8692,0.46391547049441784,0.2111806879027135,869,0.07886378074235412,496,373,0.213149978513107,0.7999818495326254,2204,True
magic,binary,2,4,0.1,0.9,14265,5016,9249,1,0,0,9794,1302,8492,0.2595693779904306,0.13293853379620177,669,0.06830712681233408,496,173,0.38095238095238093,0.9000408413314274,979,True
magic,binary,2,4,0.2,0.7,14265,5016,9249,1,0,0,11940,3418,8522,0.6814194577352473,0.2862646566164154,2126,0.17805695142378558,981,1145,0.28700994733762436,0.7,3582,True
magic,binary,2,4,0.2,0.8,14265,5016,9249,1,0,0,10448,2411,8037,0.48066188197767146,0.23076186830015313,1641,0.1570635528330781,981,660,0.4068851099128992,0.7999617151607963,2090,True
magic,binary,2,4,0.2,0.9,14265,5016,9249,1,0,0,9287,1616,7671,0.32216905901116427,0.17400667599870787,1275,0.13728868310541617,981,294,0.6070544554455446,0.8999676967804457,929,True
magic,binary,2,4,0.3,0.7,14265,5016,9249,1,0,0,11324,3383,7941,0.6744417862838915,0.29874602613917345,2972,0.26245143058989756,1479,1493,0.4371859296482412,0.7000176616036736,3397,True
magic,binary,2,4,0.3,0.8,14265,5016,9249,1,0,0,9909,2589,7320,0.5161483253588517,0.2612776264002422,2351,0.23725905742254516,1479,872,0.5712630359212051,0.7999798163285902,1982,True
magic,binary,2,4,0.3,0.9,14265,5016,9249,1,0,0,8808,1970,6838,0.3927432216905901,0.22366030881017257,1869,0.21219346049046323,1479,390,0.750761421319797,0.8999772933696639,881,True
nursery,multiclass,4,0,0.1,0.7,9718,246,3240,3,0,0,4507,54,3013,0.21951219512195122,0.0119813623252718,400,0.08875083203905036,13,73,0.24074074074074073,0.7000221877080097,115,True
nursery,multiclass,4,0,0.1,0.8,9718,246,3240,3,0,0,3944,41,2977,0.16666666666666666,0.01039553752535497,304,0.07707910750507099,11,37,0.2682926829268293,0.7999492900608519,71,True
nursery,multiclass,4,0,0.1,0.9,9718,246,3240,3,0,0,3506,25,2955,0.1016260162601626,0.00713063320022818,257,0.0733029092983457,11,15,0.44,0.8998859098687964,35,True
nursery,multiclass,4,0,0.2,0.7,9718,246,3240,3,0,0,4271,57,2696,0.23170731707317074,0.013345820650901428,666,0.15593537813158512,16,115,0.2807017543859649,0.7000702411613206,156,True
nursery,multiclass,4,0,0.2,0.8,9718,246,3240,3,0,0,3738,41,2650,0.16666666666666666,0.010968432316746924,574,0.15355805243445692,15,69,0.36585365853658536,0.7998929909042268,94,True
nursery,multiclass,4,0,0.2,0.9,9718,246,3240,3,0,0,3322,27,2610,0.10975609756097561,0.008127633955448525,485,0.14599638771824203,13,29,0.48148148148148145,0.9000602046959663,44,True
nursery,multiclass,4,0,0.3,0.7,9718,246,3240,3,0,0,4179,61,2472,0.24796747967479674,0.014596793491265853,1083,0.25915290739411345,25,197,0.4098360655737705,0.6999282124910265,223,True
nursery,multiclass,4,0,0.3,0.8,9718,246,3240,3,0,0,3656,45,2381,0.18292682926829268,0.012308533916849015,880,0.24070021881838075,23,106,0.5111111111111111,0.800054704595186,131,True
nursery,multiclass,4,0,0.3,0.9,9718,246,3240,3,0,0,3250,24,2312,0.0975609756097561,0.0073846153846153844,753,0.2316923076923077,19,37,0.7916666666666666,0.9,60,True
nursery,multiclass,4,1,0.1,0.7,9718,246,3240,3,0,0,4486,45,2993,0.18292682926829268,0.010031208203299153,361,0.08047258136424432,11,63,0.24444444444444444,0.6999554168524298,105,True
nursery,multiclass,4,1,0.1,0.8,9718,246,3240,3,0,0,3925,44,2979,0.17886178861788618,0.011210191082802547,306,0.07796178343949045,13,49,0.29545454545454547,0.8,72,True
nursery,multiclass,4,1,0.1,0.9,9718,246,3240,3,0,0,3489,17,2953,0.06910569105691057,0.004872456291200917,254,0.07280022929206076,12,23,0.7058823529411765,0.8999713384924047,30,True
nursery,multiclass,4,1,0.2,0.7,9718,246,3240,3,0,0,4314,66,2713,0.2682926829268293,0.015299026425591099,737,0.1708391284191006,21,138,0.3181818181818182,0.7000463606861381,179,True
nursery,multiclass,4,1,0.2,0.8,9718,246,3240,3,0,0,3775,46,2634,0.18699186991869918,0.012185430463576159,617,0.16344370860927152,24,59,0.5217391304347826,0.8,88,True
nursery,multiclass,4,1,0.2,0.9,9718,246,3240,3,0,0,3356,30,2608,0.12195121951219512,0.008939213349225268,527,0.1570321811680572,20,33,0.6666666666666666,0.899880810488677,52,True
nursery,multiclass,4,1,0.3,0.7,9718,246,3240,3,0,0,4206,61,2469,0.24796747967479674,0.014503090822634332,1067,0.25368521160247265,25,181,0.4098360655737705,0.6999524488825487,216,True
nursery,multiclass,4,1,0.3,0.8,9718,246,3240,3,0,0,3680,46,2381,0.18699186991869918,0.0125,920,0.25,26,93,0.5652173913043478,0.8,133,True
nursery,multiclass,4,1,0.3,0.9,9718,246,3240,3,0,0,3271,27,2341,0.10975609756097561,0.008254356465912565,769,0.23509630082543564,21,53,0.7777777777777778,0.9000305716906145,55,True
nursery,multiclass,4,2,0.1,0.7,9718,246,3240,3,0,0,4476,57,2985,0.23170731707317074,0.012734584450402145,367,0.08199285075960679,9,66,0.15789473684210525,0.6999553172475425,115,True
nursery,multiclass,4,2,0.1,0.8,9718,246,3240,3,0,0,3916,36,2956,0.14634146341463414,0.009193054136874362,303,0.07737487231869254,9,37,0.25,0.8000510725229827,66,True
nursery,multiclass,4,2,0.1,0.9,9718,246,3240,3,0,0,3481,25,2937,0.1016260162601626,0.007181844297615628,259,0.0744039069232979,8,18,0.32,0.9000287273771904,34,True
nursery,multiclass,4,2,0.2,0.7,9718,246,3240,3,0,0,4387,60,2749,0.24390243902439024,0.013676772281741509,737,0.16799635286072487,27,133,0.45,0.7000227946204696,154,True
nursery,multiclass,4,2,0.2,0.8,9718,246,3240,3,0,0,3839,33,2687,0.13414634146341464,0.008595988538681949,637,0.1659286272466788,19,71,0.5757575757575758,0.7999479030997656,88,True
nursery,multiclass,4,2,0.2,0.9,9718,246,3240,3,0,0,3412,30,2646,0.12195121951219512,0.008792497069167644,532,0.1559202813599062,17,30,0.5666666666666667,0.9000586166471278,51,True
nursery,multiclass,4,2,0.3,0.7,9718,246,3240,3,0,1,4169,55,875,0.22357723577235772,0.013192612137203167,1102,0.2643319740945071,37,443,0.6727272727272727,0.6999280402974334,199,True
nursery,multiclass,4,2,0.3,0.8,9718,246,3240,3,0,1,3648,52,641,0.21138211382113822,0.01425438596491228,921,0.2524671052631579,34,400,0.6538461538461539,0.799890350877193,124,True
nursery,multiclass,4,2,0.3,0.9,9718,246,3240,3,0,1,3242,37,454,0.15040650406504066,0.011412708204811845,773,0.23843306600863665,31,349,0.8378378378378378,0.9000616903146206,53,True
nursery,multiclass,4,3,0.1,0.7,9718,246,3240,3,0,0,4450,49,2973,0.1991869918699187,0.01101123595505618,379,0.0851685393258427,10,74,0.20408163265306123,0.7,101,True
nursery,multiclass,4,3,0.1,0.8,9718,246,3240,3,0,0,3894,30,2946,0.12195121951219512,0.007704160246533128,314,0.08063687724704674,8,47,0.26666666666666666,0.7999486389316898,73,True
nursery,multiclass,4,3,0.1,0.9,9718,246,3240,3,0,0,3461,17,2917,0.06910569105691057,0.004911875180583647,253,0.07310026004045074,5,18,0.29411764705882354,0.9000288933834152,35,True
nursery,multiclass,4,3,0.2,0.7,9718,246,3240,3,0,0,4327,57,2710,0.23170731707317074,0.013173099144904091,693,0.16015715276172868,23,114,0.40350877192982454,0.7000231107002542,133,True
nursery,multiclass,4,3,0.2,0.8,9718,246,3240,3,0,0,3786,43,2658,0.17479674796747968,0.011357633386159536,584,0.1542525092445853,21,62,0.4883720930232558,0.8000528262017961,95,True
nursery,multiclass,4,3,0.2,0.9,9718,246,3240,3,0,0,3366,27,2630,0.10975609756097561,0.008021390374331552,523,0.15537730243612596,18,34,0.6666666666666666,0.8998811645870469,46,True
nursery,multiclass,4,3,0.3,0.7,9718,246,3240,3,0,1,4147,74,887,0.3008130081300813,0.017844224740776463,1074,0.2589823969134314,37,472,0.5,0.7000241138172173,215,True
nursery,multiclass,4,3,0.3,0.8,9718,246,3240,3,0,1,3629,48,638,0.1951219512195122,0.013226784238082117,912,0.2513089005235602,30,414,0.625,0.799944888399008,129,True
nursery,multiclass,4,3,0.3,0.9,9718,246,3240,3,0,1,3226,37,485,0.15040650406504066,0.011469311841289522,755,0.23403595784252945,27,372,0.7297297297297297,0.8998760074395536,53,True
nursery,multiclass,4,4,0.1,0.7,9718,246,3240,3,0,0,4459,51,2987,0.2073170731707317,0.011437542049786947,343,0.07692307692307693,5,61,0.09803921568627451,0.6999327203408836,106,True
nursery,multiclass,4,4,0.1,0.8,9718,246,3240,3,0,0,3901,34,2956,0.13821138211382114,0.008715713919507819,286,0.07331453473468341,4,30,0.11764705882352941,0.8000512689054089,72,True
nursery,multiclass,4,4,0.1,0.9,9718,246,3240,3,0,0,3468,19,2943,0.07723577235772358,0.005478662053056517,236,0.06805074971164937,3,17,0.15789473684210525,0.8999423298731257,27,True
nursery,multiclass,4,4,0.2,0.7,9718,246,3240,3,0,0,4289,63,2733,0.25609756097560976,0.014688738633714152,718,0.16740498950804383,22,139,0.3492063492063492,0.6999300536255537,175,True
nursery,multiclass,4,4,0.2,0.8,9718,246,3240,3,0,0,3752,37,2665,0.15040650406504066,0.009861407249466951,569,0.15165245202558636,17,71,0.4594594594594595,0.8001066098081023,91,True
nursery,multiclass,4,4,0.2,0.9,9718,246,3240,3,0,0,3336,21,2621,0.08536585365853659,0.006294964028776978,487,0.1459832134292566,17,27,0.8095238095238095,0.8998800959232613,42,True
nursery,multiclass,4,4,0.3,0.7,9718,246,3240,3,0,0,4141,67,2454,0.27235772357723576,0.01617966674716252,1034,0.2496981405457619,36,178,0.5373134328358209,0.7000724462690171,198,True
nursery,multiclass,4,4,0.3,0.8,9718,246,3240,3,0,0,3624,48,2379,0.1951219512195122,0.013245033112582781,867,0.2392384105960265,35,103,0.7291666666666666,0.7999448123620309,127,True
nursery,multiclass,4,4,0.3,0.9,9718,246,3240,3,0,0,3221,39,2324,0.15853658536585366,0.012108040981061783,726,0.22539583980130395,30,48,0.7692307692307693,0.9000310462589258,58,True
