combination,dataset_name,model_name,seed,mitigation,interaction
noise_imbalance,kr_vs_kp,XGBoost,0,random_oversample,0.08001276987162365
all_three_excess_over_singles,kr_vs_kp,XGBoost,0,random_oversample,0.1283668902887558
noise_imbalance,kr_vs_kp,XGBoost,1,class_weight,0.06301144039840456
all_three_excess_over_singles,kr_vs_kp,XGBoost,1,class_weight,0.12232650384522759
noise_imbalance,kr_vs_kp,XGBoost,1,none,0.23790996257154595
all_three_excess_over_singles,kr_vs_kp,XGBoost,1,none,0.24600701212601472
noise_imbalance,kr_vs_kp,XGBoost,1,random_oversample,0.07903978591118765
all_three_excess_over_singles,kr_vs_kp,XGBoost,1,random_oversample,0.13625430413987194
noise_imbalance,kr_vs_kp,XGBoost,2,class_weight,0.04393416033129449
all_three_excess_over_singles,kr_vs_kp,XGBoost,2,class_weight,0.08767809630750178
noise_imbalance,kr_vs_kp,XGBoost,2,none,0.18671658699875926
all_three_excess_over_singles,kr_vs_kp,XGBoost,2,none,0.21115124837926313
noise_imbalance,kr_vs_kp,XGBoost,2,random_oversample,0.058694132803292276
all_three_excess_over_singles,kr_vs_kp,XGBoost,2,random_oversample,0.10743290924764548
noise_imbalance,kr_vs_kp,XGBoost,3,class_weight,0.0705169740163617
all_three_excess_over_singles,kr_vs_kp,XGBoost,3,class_weight,0.13211640409389724
noise_imbalance,kr_vs_kp,XGBoost,3,none,0.23651870521007912
all_three_excess_over_singles,kr_vs_kp,XGBoost,3,none,0.2811559411382355
noise_imbalance,kr_vs_kp,XGBoost,3,random_oversample,0.08902266698323835
all_three_excess_over_singles,kr_vs_kp,XGBoost,3,random_oversample,0.14984113562197443
noise_imbalance,kr_vs_kp,XGBoost,4,class_weight,0.09578304784788216
all_three_excess_over_singles,kr_vs_kp,XGBoost,4,class_weight,0.1252141033580917
noise_imbalance,kr_vs_kp,XGBoost,4,none,0.23015272403062692
all_three_excess_over_singles,kr_vs_kp,XGBoost,4,none,0.27797022639224533
noise_imbalance,kr_vs_kp,XGBoost,4,random_oversample,0.11213531505614793
all_three_excess_over_singles,kr_vs_kp,XGBoost,4,random_oversample,0.16229489610101366
noise_imbalance,magic,LightGBM,0,class_weight,0.003965801537736624
all_three_excess_over_singles,magic,LightGBM,0,class_weight,0.005354441554980549
noise_imbalance,magic,LightGBM,0,none,0.14348797941142732
all_three_excess_over_singles,magic,LightGBM,0,none,0.1702636562094526
noise_imbalance,magic,LightGBM,0,random_oversample,0.006900033110731285
all_three_excess_over_singles,magic,LightGBM,0,random_oversample,0.005356817097443067
noise_imbalance,magic,LightGBM,1,class_weight,0.010177571804612096
all_three_excess_over_singles,magic,LightGBM,1,class_weight,0.018626804924458118
noise_imbalance,magic,LightGBM,1,none,0.13375460835457387
all_three_excess_over_singles,magic,LightGBM,1,none,0.16144993141600783
noise_imbalance,magic,LightGBM,1,random_oversample,0.009934535725209526
all_three_excess_over_singles,magic,LightGBM,1,random_oversample,0.01808324116312987
noise_imbalance,magic,LightGBM,2,class_weight,0.005880703137985055
all_three_excess_over_singles,magic,LightGBM,2,class_weight,0.018006494568941767
noise_imbalance,magic,LightGBM,2,none,0.12940560183969985
all_three_excess_over_singles,magic,LightGBM,2,none,0.1453385962488014
noise_imbalance,magic,LightGBM,2,random_oversample,0.012297629635633633
all_three_excess_over_singles,magic,LightGBM,2,random_oversample,0.025514272235737656
noise_imbalance,magic,LightGBM,3,class_weight,0.020474764364859732
all_three_excess_over_singles,magic,LightGBM,3,class_weight,0.02057018203463068
noise_imbalance,magic,LightGBM,3,none,0.15731635497235874
all_three_excess_over_singles,magic,LightGBM,3,none,0.1772216938374862
noise_imbalance,magic,LightGBM,3,random_oversample,0.022167071788832593
all_three_excess_over_singles,magic,LightGBM,3,random_oversample,0.02953949834311198
noise_imbalance,magic,LightGBM,4,class_weight,0.003834552205240871
all_three_excess_over_singles,magic,LightGBM,4,class_weight,0.009937642446864792
noise_imbalance,magic,LightGBM,4,none,0.13232110120980312
all_three_excess_over_singles,magic,LightGBM,4,none,0.15094246109257892
noise_imbalance,magic,LightGBM,4,random_oversample,0.007855703286704707
all_three_excess_over_singles,magic,LightGBM,4,random_oversample,0.014339613637225579
noise_imbalance,magic,LogisticRegression,0,class_weight,0.0005230144247869717
all_three_excess_over_singles,magic,LogisticRegression,0,class_weight,0.006974636172425885
noise_imbalance,magic,LogisticRegression,0,none,0.1891405986166283
all_three_excess_over_singles,magic,LogisticRegression,0,none,0.1630386045598699
noise_imbalance,magic,LogisticRegression,0,random_oversample,0.0009426402862310335
all_three_excess_over_singles,magic,LogisticRegression,0,random_oversample,0.005475719316030636
noise_imbalance,magic,LogisticRegression,1,class_weight,0.0008696916638160079
all_three_excess_over_singles,magic,LogisticRegression,1,class_weight,0.0003638940757629827
noise_imbalance,magic,LogisticRegression,1,none,0.17701584387543579
all_three_excess_over_singles,magic,LogisticRegression,1,none,0.1852319216756036
noise_imbalance,magic,LogisticRegression,1,random_oversample,0.002533776967175383
all_three_excess_over_singles,magic,LogisticRegression,1,random_oversample,-0.0029643734677905487
noise_imbalance,magic,LogisticRegression,2,class_weight,-0.00023582892967655145
all_three_excess_over_singles,magic,LogisticRegression,2,class_weight,0.004188804771589338
noise_imbalance,magic,LogisticRegression,2,none,0.16505119687821757
all_three_excess_over_singles,magic,LogisticRegression,2,none,0.1620284104251658
noise_imbalance,magic,LogisticRegression,2,random_oversample,-0.0031242031529996606
all_three_excess_over_singles,magic,LogisticRegression,2,random_oversample,-6.444849845110845e-05
noise_imbalance,magic,LogisticRegression,3,class_weight,0.00019170549889857558
all_three_excess_over_singles,magic,LogisticRegression,3,class_weight,-0.004277260104879832
noise_imbalance,magic,LogisticRegression,3,none,0.199647024857191
all_three_excess_over_singles,magic,LogisticRegression,3,none,0.1785096747884402
noise_imbalance,magic,LogisticRegression,3,random_oversample,-0.0008807468570873889
all_three_excess_over_singles,magic,LogisticRegression,3,random_oversample,-0.0028701263620221074
noise_imbalance,magic,LogisticRegression,4,class_weight,-0.001082421938736089
all_three_excess_over_singles,magic,LogisticRegression,4,class_weight,0.0019383556004543001
noise_imbalance,magic,LogisticRegression,4,none,0.1726263048110004
all_three_excess_over_singles,magic,LogisticRegression,4,none,0.14659029698378379
noise_imbalance,magic,LogisticRegression,4,random_oversample,0.0017155162134518953
all_three_excess_over_singles,magic,LogisticRegression,4,random_oversample,0.005441132902329282
noise_imbalance,magic,RandomForest,0,class_weight,0.1912231429393253
all_three_excess_over_singles,magic,RandomForest,0,class_weight,0.19084046276103905
noise_imbalance,magic,RandomForest,0,none,0.14350371497926884
all_three_excess_over_singles,magic,RandomForest,0,none,0.1732725280365074
noise_imbalance,magic,RandomForest,0,random_oversample,0.08705796493646079
all_three_excess_over_singles,magic,RandomForest,0,random_oversample,0.1045510651868864
noise_imbalance,magic,RandomForest,1,class_weight,0.19000635745333427
all_three_excess_over_singles,magic,RandomForest,1,class_weight,0.2078134755862857
noise_imbalance,magic,RandomForest,1,none,0.13830843061055298
all_three_excess_over_singles,magic,RandomForest,1,none,0.15164415327795933
noise_imbalance,magic,RandomForest,1,random_oversample,0.07897439247739324
all_three_excess_over_singles,magic,RandomForest,1,random_oversample,0.09696896374099007
noise_imbalance,magic,RandomForest,2,class_weight,0.16544118574944489
all_three_excess_over_singles,magic,RandomForest,2,class_weight,0.1796913026735133
noise_imbalance,magic,RandomForest,2,none,0.1298823420812747
all_three_excess_over_singles,magic,RandomForest,2,none,0.15695474700992662
noise_imbalance,magic,RandomForest,2,random_oversample,0.08162860065463473
all_three_excess_over_singles,magic,RandomForest,2,random_oversample,0.09686051975950882
noise_imbalance,magic,RandomForest,3,class_weight,0.18605289037139006
all_three_excess_over_singles,magic,RandomForest,3,class_weight,0.20059181737691056
noise_imbalance,magic,RandomForest,3,none,0.1570712317270193
all_three_excess_over_singles,magic,RandomForest,3,none,0.16542511568076168
noise_imbalance,magic,RandomForest,3,random_oversample,0.07816234766238894
all_three_excess_over_singles,magic,RandomForest,3,random_oversample,0.09871369119272666
noise_imbalance,magic,RandomForest,4,class_weight,0.1746406512714046
all_three_excess_over_singles,magic,RandomForest,4,class_weight,0.18267078859520391
noise_imbalance,magic,RandomForest,4,none,0.13527128996238125
all_three_excess_over_singles,magic,RandomForest,4,none,0.14266434393154914
noise_imbalance,magic,RandomForest,4,random_oversample,0.08086685586398756
all_three_excess_over_singles,magic,RandomForest,4,random_oversample,0.08498372104118013
noise_imbalance,magic,XGBoost,0,class_weight,0.007851222943051628
all_three_excess_over_singles,magic,XGBoost,0,class_weight,-0.004321961877394753
noise_imbalance,magic,XGBoost,0,none,0.15780651601426832
all_three_excess_over_singles,magic,XGBoost,0,none,0.16863787800931906
noise_imbalance,magic,XGBoost,0,random_oversample,0.01985095843890039
all_three_excess_over_singles,magic,XGBoost,0,random_oversample,0.012453950109162282
noise_imbalance,magic,XGBoost,1,class_weight,0.0021274064614722477
all_three_excess_over_singles,magic,XGBoost,1,class_weight,-0.0005292415239764869
noise_imbalance,magic,XGBoost,1,none,0.13333317750162144
all_three_excess_over_singles,magic,XGBoost,1,none,0.16034359523600228
noise_imbalance,magic,XGBoost,1,random_oversample,0.007574654953044879
all_three_excess_over_singles,magic,XGBoost,1,random_oversample,0.00856708147868035
noise_imbalance,magic,XGBoost,2,class_weight,0.01312149319688194
all_three_excess_over_singles,magic,XGBoost,2,class_weight,0.025870431932583426
noise_imbalance,magic,XGBoost,2,none,0.1298485119947249
all_three_excess_over_singles,magic,XGBoost,2,none,0.14575141003560343
noise_imbalance,magic,XGBoost,2,random_oversample,0.014588188987328499
all_three_excess_over_singles,magic,XGBoost,2,random_oversample,0.019273047347879935
noise_imbalance,magic,XGBoost,3,class_weight,0.021419396203837926
all_three_excess_over_singles,magic,XGBoost,3,class_weight,0.023718698408250916
noise_imbalance,magic,XGBoost,3,none,0.15560911742628059
all_three_excess_over_singles,magic,XGBoost,3,none,0.1736759222378137
noise_imbalance,magic,XGBoost,3,random_oversample,0.0211454099122117
all_three_excess_over_singles,magic,XGBoost,3,random_oversample,0.02076394783139701
noise_imbalance,magic,XGBoost,4,class_weight,0.012580536400110587
all_three_excess_over_singles,magic,XGBoost,4,class_weight,0.018373853924349426
noise_imbalance,magic,XGBoost,4,none,0.136698624230426
all_three_excess_over_singles,magic,XGBoost,4,none,0.1564659813097784
noise_imbalance,magic,XGBoost,4,random_oversample,0.01728662903194489
all_three_excess_over_singles,magic,XGBoost,4,random_oversample,0.0278689297705621
noise_imbalance,mfeat_fourier,LightGBM,0,class_weight,0.18708783442367888
all_three_excess_over_singles,mfeat_fourier,LightGBM,0,class_weight,0.15434703571126757
noise_imbalance,mfeat_fourier,LightGBM,0,none,0.18241956531581138
all_three_excess_over_singles,mfeat_fourier,LightGBM,0,none,0.17350928067471905
noise_imbalance,mfeat_fourier,LightGBM,0,random_oversample,0.1695425985819483
all_three_excess_over_singles,mfeat_fourier,LightGBM,0,random_oversample,0.17040908044481817
noise_imbalance,mfeat_fourier,LightGBM,1,class_weight,0.08178920809846435
all_three_excess_over_singles,mfeat_fourier,LightGBM,1,class_weight,0.1500802313744347
noise_imbalance,mfeat_fourier,LightGBM,1,none,0.13385042406324593
all_three_excess_over_singles,mfeat_fourier,LightGBM,1,none,0.19450613878449785
noise_imbalance,mfeat_fourier,LightGBM,1,random_oversample,0.16712677612092625
all_three_excess_over_singles,mfeat_fourier,LightGBM,1,random_oversample,0.21197074482613426
noise_imbalance,mfeat_fourier,LightGBM,2,class_weight,0.15111625826170266
all_three_excess_over_singles,mfeat_fourier,LightGBM,2,class_weight,0.18385434711246035
noise_imbalance,mfeat_fourier,LightGBM,2,none,0.13390774196367006
all_three_excess_over_singles,mfeat_fourier,LightGBM,2,none,0.17029153621022974
noise_imbalance,mfeat_fourier,LightGBM,2,random_oversample,0.2336141884589764
all_three_excess_over_singles,mfeat_fourier,LightGBM,2,random_oversample,0.2500170081352737
noise_imbalance,mfeat_fourier,LightGBM,3,class_weight,0.17848121589536098
all_three_excess_over_singles,mfeat_fourier,LightGBM,3,class_weight,0.1619639471830539
noise_imbalance,mfeat_fourier,LightGBM,3,none,0.27108645712851703
all_three_excess_over_singles,mfeat_fourier,LightGBM,3,none,0.23874699131392768
noise_imbalance,mfeat_fourier,LightGBM,3,random_oversample,0.20547358389781156
all_three_excess_over_singles,mfeat_fourier,LightGBM,3,random_oversample,0.25406811067802326
noise_imbalance,mfeat_fourier,LightGBM,4,class_weight,0.2728656413324442
all_three_excess_over_singles,mfeat_fourier,LightGBM,4,class_weight,0.23339826511293615
noise_imbalance,mfeat_fourier,LightGBM,4,none,0.26821752073482774
all_three_excess_over_singles,mfeat_fourier,LightGBM,4,none,0.21308103308874193
noise_imbalance,mfeat_fourier,LightGBM,4,random_oversample,0.2656972105941402
all_three_excess_over_singles,mfeat_fourier,LightGBM,4,random_oversample,0.24720996081066626
noise_imbalance,mfeat_fourier,LogisticRegression,0,class_weight,0.0675382720644434
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,0,class_weight,-0.0091835194404426
noise_imbalance,mfeat_fourier,LogisticRegression,0,none,0.16382022005759156
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,0,none,0.077207683575235
noise_imbalance,mfeat_fourier,LogisticRegression,0,random_oversample,0.10166249817669903
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,0,random_oversample,-0.016270696938588514
noise_imbalance,mfeat_fourier,LogisticRegression,1,class_weight,0.1366907449810285
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,1,class_weight,0.1381034506105604
noise_imbalance,mfeat_fourier,LogisticRegression,1,none,0.11275249249683272
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,1,none,0.11890285479132212
noise_imbalance,mfeat_fourier,LogisticRegression,1,random_oversample,0.13638490523860025
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,1,random_oversample,0.12609669729459638
noise_imbalance,mfeat_fourier,LogisticRegression,2,class_weight,0.0955863796134403
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,2,class_weight,0.11034880309156636
noise_imbalance,mfeat_fourier,LogisticRegression,2,none,0.08661766451061753
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,2,none,0.10023433185701786
noise_imbalance,mfeat_fourier,LogisticRegression,2,random_oversample,0.0627472628678784
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,2,random_oversample,0.09785689987231028
noise_imbalance,mfeat_fourier,LogisticRegression,3,class_weight,0.07479815619760427
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,3,class_weight,0.16031081776047235
noise_imbalance,mfeat_fourier,LogisticRegression,3,none,0.21145764299757586
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,3,none,0.24092313265812082
noise_imbalance,mfeat_fourier,LogisticRegression,3,random_oversample,0.14006393537309847
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,3,random_oversample,0.19014447892788233
noise_imbalance,mfeat_fourier,LogisticRegression,4,class_weight,0.1183685829995153
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,4,class_weight,0.01890436603696538
noise_imbalance,mfeat_fourier,LogisticRegression,4,none,0.25215699451276563
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,4,none,0.12176160644030731
noise_imbalance,mfeat_fourier,LogisticRegression,4,random_oversample,0.1638606163520564
all_three_excess_over_singles,mfeat_fourier,LogisticRegression,4,random_oversample,0.06086020112997126
noise_imbalance,mfeat_fourier,RandomForest,0,class_weight,0.10701671205942032
all_three_excess_over_singles,mfeat_fourier,RandomForest,0,class_weight,0.11475021956354892
noise_imbalance,mfeat_fourier,RandomForest,0,none,0.16170610662269747
all_three_excess_over_singles,mfeat_fourier,RandomForest,0,none,0.2055787840372455
noise_imbalance,mfeat_fourier,RandomForest,0,random_oversample,0.20691839658611977
all_three_excess_over_singles,mfeat_fourier,RandomForest,0,random_oversample,0.2279850185653125
noise_imbalance,mfeat_fourier,RandomForest,1,class_weight,0.11895718163577207
all_three_excess_over_singles,mfeat_fourier,RandomForest,1,class_weight,0.1498733523130269
noise_imbalance,mfeat_fourier,RandomForest,1,none,0.1889728502379029
all_three_excess_over_singles,mfeat_fourier,RandomForest,1,none,0.28712481675845203
noise_imbalance,mfeat_fourier,RandomForest,1,random_oversample,0.1763315205275196
all_three_excess_over_singles,mfeat_fourier,RandomForest,1,random_oversample,0.33399502327296354
noise_imbalance,mfeat_fourier,RandomForest,2,class_weight,0.12175634404746016
all_three_excess_over_singles,mfeat_fourier,RandomForest,2,class_weight,0.08843799430357291
noise_imbalance,mfeat_fourier,RandomForest,2,none,0.13364105790828507
all_three_excess_over_singles,mfeat_fourier,RandomForest,2,none,0.09809716784431355
noise_imbalance,mfeat_fourier,RandomForest,2,random_oversample,0.15930505251086557
all_three_excess_over_singles,mfeat_fourier,RandomForest,2,random_oversample,0.21661082479930815
noise_imbalance,mfeat_fourier,RandomForest,3,class_weight,0.1129027484701769
all_three_excess_over_singles,mfeat_fourier,RandomForest,3,class_weight,0.09071081873436593
noise_imbalance,mfeat_fourier,RandomForest,3,none,0.37630786850155135
all_three_excess_over_singles,mfeat_fourier,RandomForest,3,none,0.3633015883141532
noise_imbalance,mfeat_fourier,RandomForest,3,random_oversample,0.21017646058876743
all_three_excess_over_singles,mfeat_fourier,RandomForest,3,random_oversample,0.2935862286694186
noise_imbalance,mfeat_fourier,RandomForest,4,class_weight,0.2198344202714556
all_three_excess_over_singles,mfeat_fourier,RandomForest,4,class_weight,0.17549695500498508
noise_imbalance,mfeat_fourier,RandomForest,4,none,0.3322777365867273
all_three_excess_over_singles,mfeat_fourier,RandomForest,4,none,0.28481658645376384
noise_imbalance,mfeat_fourier,RandomForest,4,random_oversample,0.32942696908322877
all_three_excess_over_singles,mfeat_fourier,RandomForest,4,random_oversample,0.29578448621799014
noise_imbalance,mfeat_fourier,XGBoost,0,class_weight,0.07216000717422932
all_three_excess_over_singles,mfeat_fourier,XGBoost,0,class_weight,0.10274557312217647
noise_imbalance,mfeat_fourier,XGBoost,0,none,0.16472762754893755
all_three_excess_over_singles,mfeat_fourier,XGBoost,0,none,0.1933502237636059
noise_imbalance,mfeat_fourier,XGBoost,0,random_oversample,0.08445486664031976
all_three_excess_over_singles,mfeat_fourier,XGBoost,0,random_oversample,0.052566979393211644
noise_imbalance,mfeat_fourier,XGBoost,1,class_weight,0.11980207552960531
all_three_excess_over_singles,mfeat_fourier,XGBoost,1,class_weight,0.1964282287822337
noise_imbalance,mfeat_fourier,XGBoost,1,none,0.16134563957609455
all_three_excess_over_singles,mfeat_fourier,XGBoost,1,none,0.2328872081785554
noise_imbalance,mfeat_fourier,XGBoost,1,random_oversample,0.18925236787101363
all_three_excess_over_singles,mfeat_fourier,XGBoost,1,random_oversample,0.23262760955426443
noise_imbalance,mfeat_fourier,XGBoost,2,class_weight,0.1518171717215988
all_three_excess_over_singles,mfeat_fourier,XGBoost,2,class_weight,0.18491215656061133
noise_imbalance,mfeat_fourier,XGBoost,2,none,0.16718152118171425
all_three_excess_over_singles,mfeat_fourier,XGBoost,2,none,0.16723014859457241
noise_imbalance,mfeat_fourier,XGBoost,2,random_oversample,0.13740511549116335
all_three_excess_over_singles,mfeat_fourier,XGBoost,2,random_oversample,0.1753661352899532
noise_imbalance,mfeat_fourier,XGBoost,3,class_weight,0.2456871242596509
all_three_excess_over_singles,mfeat_fourier,XGBoost,3,class_weight,0.2732095508932223
noise_imbalance,mfeat_fourier,XGBoost,3,none,0.3357632178635364
all_three_excess_over_singles,mfeat_fourier,XGBoost,3,none,0.37789767272524016
noise_imbalance,mfeat_fourier,XGBoost,3,random_oversample,0.2103207196328442
all_three_excess_over_singles,mfeat_fourier,XGBoost,3,random_oversample,0.2349882678879756
noise_imbalance,mfeat_fourier,XGBoost,4,class_weight,0.19155880935984715
all_three_excess_over_singles,mfeat_fourier,XGBoost,4,class_weight,0.20418980748371174
noise_imbalance,mfeat_fourier,XGBoost,4,none,0.32203568407970423
all_three_excess_over_singles,mfeat_fourier,XGBoost,4,none,0.30489677570086177
noise_imbalance,mfeat_fourier,XGBoost,4,random_oversample,0.2163205901900982
all_three_excess_over_singles,mfeat_fourier,XGBoost,4,random_oversample,0.21552584427981103
noise_imbalance,mfeat_karhunen,LightGBM,0,class_weight,0.17144898684530685
all_three_excess_over_singles,mfeat_karhunen,LightGBM,0,class_weight,0.22338802784219225
noise_imbalance,mfeat_karhunen,LightGBM,0,none,0.2520412455008417
all_three_excess_over_singles,mfeat_karhunen,LightGBM,0,none,0.2824434403669954
noise_imbalance,mfeat_karhunen,LightGBM,0,random_oversample,0.10865603648382083
all_three_excess_over_singles,mfeat_karhunen,LightGBM,0,random_oversample,0.16587708742578278
noise_imbalance,mfeat_karhunen,LightGBM,1,class_weight,0.19705761154138657
all_three_excess_over_singles,mfeat_karhunen,LightGBM,1,class_weight,0.24260451510693382
noise_imbalance,mfeat_karhunen,LightGBM,1,none,0.28317312253479127
all_three_excess_over_singles,mfeat_karhunen,LightGBM,1,none,0.30768470191737174
noise_imbalance,mfeat_karhunen,LightGBM,1,random_oversample,0.18179599015997028
all_three_excess_over_singles,mfeat_karhunen,LightGBM,1,random_oversample,0.2097568927954202
noise_imbalance,mfeat_karhunen,LightGBM,2,class_weight,0.3024350719205827
all_three_excess_over_singles,mfeat_karhunen,LightGBM,2,class_weight,0.33999673613496206
noise_imbalance,mfeat_karhunen,LightGBM,2,none,0.2907926582131688
all_three_excess_over_singles,mfeat_karhunen,LightGBM,2,none,0.3462002850876553
noise_imbalance,mfeat_karhunen,LightGBM,2,random_oversample,0.28080351789630975
all_three_excess_over_singles,mfeat_karhunen,LightGBM,2,random_oversample,0.3231894466167674
noise_imbalance,mfeat_karhunen,LightGBM,3,class_weight,0.25284244329526684
all_three_excess_over_singles,mfeat_karhunen,LightGBM,3,class_weight,0.3277494581239644
noise_imbalance,mfeat_karhunen,LightGBM,3,none,0.23473340285427546
all_three_excess_over_singles,mfeat_karhunen,LightGBM,3,none,0.3306007119870853
noise_imbalance,mfeat_karhunen,LightGBM,3,random_oversample,0.16946712216913362
all_three_excess_over_singles,mfeat_karhunen,LightGBM,3,random_oversample,0.29962488434747536
noise_imbalance,mfeat_karhunen,LightGBM,4,class_weight,0.27535755067356416
all_three_excess_over_singles,mfeat_karhunen,LightGBM,4,class_weight,0.30466984306329203
noise_imbalance,mfeat_karhunen,LightGBM,4,none,0.29711228295031966
all_three_excess_over_singles,mfeat_karhunen,LightGBM,4,none,0.3289823713316804
noise_imbalance,mfeat_karhunen,LightGBM,4,random_oversample,0.17713366955934973
all_three_excess_over_singles,mfeat_karhunen,LightGBM,4,random_oversample,0.19329492521009417
noise_imbalance,mfeat_karhunen,LogisticRegression,0,class_weight,0.12814872042079445
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,0,class_weight,0.1271174792871398
noise_imbalance,mfeat_karhunen,LogisticRegression,0,none,0.27270786517978773
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,0,none,0.25695889602947164
noise_imbalance,mfeat_karhunen,LogisticRegression,0,random_oversample,0.15751306984592472
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,0,random_oversample,0.16862870301780886
noise_imbalance,mfeat_karhunen,LogisticRegression,1,class_weight,0.16697430074161695
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,1,class_weight,0.24480152040559156
noise_imbalance,mfeat_karhunen,LogisticRegression,1,none,0.297525725248057
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,1,none,0.3047894011555996
noise_imbalance,mfeat_karhunen,LogisticRegression,1,random_oversample,0.2040478704729911
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,1,random_oversample,0.26187426125230073
noise_imbalance,mfeat_karhunen,LogisticRegression,2,class_weight,0.1667570800228797
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,2,class_weight,0.22384077391808843
noise_imbalance,mfeat_karhunen,LogisticRegression,2,none,0.2529833606238664
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,2,none,0.2689055154033879
noise_imbalance,mfeat_karhunen,LogisticRegression,2,random_oversample,0.21692072789845196
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,2,random_oversample,0.24392326375765616
noise_imbalance,mfeat_karhunen,LogisticRegression,3,class_weight,0.15012722607875983
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,3,class_weight,0.2541045203357821
noise_imbalance,mfeat_karhunen,LogisticRegression,3,none,0.3019157379845989
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,3,none,0.3550825865943875
noise_imbalance,mfeat_karhunen,LogisticRegression,3,random_oversample,0.2053792516624946
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,3,random_oversample,0.2927225826784755
noise_imbalance,mfeat_karhunen,LogisticRegression,4,class_weight,0.240327856079668
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,4,class_weight,0.22806187302762237
noise_imbalance,mfeat_karhunen,LogisticRegression,4,none,0.29442361573043085
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,4,none,0.2948145023926503
noise_imbalance,mfeat_karhunen,LogisticRegression,4,random_oversample,0.29517786349118946
all_three_excess_over_singles,mfeat_karhunen,LogisticRegression,4,random_oversample,0.2627337490707188
noise_imbalance,mfeat_karhunen,RandomForest,0,class_weight,0.16720099441148217
all_three_excess_over_singles,mfeat_karhunen,RandomForest,0,class_weight,0.13623980614701736
noise_imbalance,mfeat_karhunen,RandomForest,0,none,0.2602033838980021
all_three_excess_over_singles,mfeat_karhunen,RandomForest,0,none,0.270956728414565
noise_imbalance,mfeat_karhunen,RandomForest,0,random_oversample,0.24817126852487248
all_three_excess_over_singles,mfeat_karhunen,RandomForest,0,random_oversample,0.27851374426511455
noise_imbalance,mfeat_karhunen,RandomForest,1,class_weight,0.1534995893300235
all_three_excess_over_singles,mfeat_karhunen,RandomForest,1,class_weight,0.13573763998787403
noise_imbalance,mfeat_karhunen,RandomForest,1,none,0.2752618909371425
all_three_excess_over_singles,mfeat_karhunen,RandomForest,1,none,0.28516733113456416
noise_imbalance,mfeat_karhunen,RandomForest,1,random_oversample,0.3719861250841251
all_three_excess_over_singles,mfeat_karhunen,RandomForest,1,random_oversample,0.41858008232647126
noise_imbalance,mfeat_karhunen,RandomForest,2,class_weight,0.16552771020382717
all_three_excess_over_singles,mfeat_karhunen,RandomForest,2,class_weight,0.1374249305659111
noise_imbalance,mfeat_karhunen,RandomForest,2,none,0.31113013877059137
all_three_excess_over_singles,mfeat_karhunen,RandomForest,2,none,0.31837089285740383
noise_imbalance,mfeat_karhunen,RandomForest,2,random_oversample,0.2890309582649716
all_three_excess_over_singles,mfeat_karhunen,RandomForest,2,random_oversample,0.3898780248190361
noise_imbalance,mfeat_karhunen,RandomForest,3,class_weight,0.22416246405110007
all_three_excess_over_singles,mfeat_karhunen,RandomForest,3,class_weight,0.18797117049503975
noise_imbalance,mfeat_karhunen,RandomForest,3,none,0.3931812955279308
all_three_excess_over_singles,mfeat_karhunen,RandomForest,3,none,0.38484655220445896
noise_imbalance,mfeat_karhunen,RandomForest,3,random_oversample,0.3208307997286016
all_three_excess_over_singles,mfeat_karhunen,RandomForest,3,random_oversample,0.4031462141232902
noise_imbalance,mfeat_karhunen,RandomForest,4,class_weight,0.17976495572326134
all_three_excess_over_singles,mfeat_karhunen,RandomForest,4,class_weight,0.1631424797963812
noise_imbalance,mfeat_karhunen,RandomForest,4,none,0.24279469662792708
all_three_excess_over_singles,mfeat_karhunen,RandomForest,4,none,0.24990601186305206
noise_imbalance,mfeat_karhunen,RandomForest,4,random_oversample,0.28178197888864875
all_three_excess_over_singles,mfeat_karhunen,RandomForest,4,random_oversample,0.31284327787384947
noise_imbalance,mfeat_karhunen,XGBoost,0,class_weight,0.06948307218604388
