combination,dataset_name,model_name,seed,mitigation,interaction
all_three_excess_over_singles,nursery,RandomForest,4,none,0.02616391334024848
noise_imbalance,nursery,RandomForest,4,random_oversample,0.1417517073404867
all_three_excess_over_singles,nursery,RandomForest,4,random_oversample,-0.006151901358767642
noise_imbalance,nursery,XGBoost,0,class_weight,0.04182856213852637
all_three_excess_over_singles,nursery,XGBoost,0,class_weight,-0.06803483634237151
noise_imbalance,nursery,XGBoost,0,none,0.24386894069880494
all_three_excess_over_singles,nursery,XGBoost,0,none,0.16851683782092353
noise_imbalance,nursery,XGBoost,0,random_oversample,0.0449969172764253
all_three_excess_over_singles,nursery,XGBoost,0,random_oversample,-0.08555006888489525
noise_imbalance,nursery,XGBoost,1,class_weight,0.0411411984237845
all_three_excess_over_singles,nursery,XGBoost,1,class_weight,-0.07908374391474671
noise_imbalance,nursery,XGBoost,1,none,0.3042354314836391
all_three_excess_over_singles,nursery,XGBoost,1,none,0.1809569936674318
noise_imbalance,nursery,XGBoost,1,random_oversample,0.06071844467382792
all_three_excess_over_singles,nursery,XGBoost,1,random_oversample,-0.06647087325069923
noise_imbalance,nursery,XGBoost,2,class_weight,-0.028986792342336032
all_three_excess_over_singles,nursery,XGBoost,2,class_weight,-0.07614954034772747
noise_imbalance,nursery,XGBoost,2,none,0.28767202694563143
all_three_excess_over_singles,nursery,XGBoost,2,none,0.15262509225666188
noise_imbalance,nursery,XGBoost,2,random_oversample,0.006250575269963754
all_three_excess_over_singles,nursery,XGBoost,2,random_oversample,-0.06952968241198465
noise_imbalance,nursery,XGBoost,3,class_weight,0.011362915108146132
all_three_excess_over_singles,nursery,XGBoost,3,class_weight,-0.12462670692122413
noise_imbalance,nursery,XGBoost,3,none,0.2616862961155175
all_three_excess_over_singles,nursery,XGBoost,3,none,0.14179079759426694
noise_imbalance,nursery,XGBoost,3,random_oversample,0.032085929943449054
all_three_excess_over_singles,nursery,XGBoost,3,random_oversample,-0.0975138034460944
noise_imbalance,nursery,XGBoost,4,class_weight,0.06851265781285998
all_three_excess_over_singles,nursery,XGBoost,4,class_weight,-0.07874061903688323
noise_imbalance,nursery,XGBoost,4,none,0.3357236994292052
all_three_excess_over_singles,nursery,XGBoost,4,none,0.08635074342109361
noise_imbalance,nursery,XGBoost,4,random_oversample,0.08805726458855556
all_three_excess_over_singles,nursery,XGBoost,4,random_oversample,-0.045546097494923776
noise_imbalance,optdigits,LightGBM,0,class_weight,0.27409771123052906
all_three_excess_over_singles,optdigits,LightGBM,0,class_weight,0.369486490649776
noise_imbalance,optdigits,LightGBM,0,none,0.3733937699389419
all_three_excess_over_singles,optdigits,LightGBM,0,none,0.4624155985353533
noise_imbalance,optdigits,LightGBM,0,random_oversample,0.27245064931051466
all_three_excess_over_singles,optdigits,LightGBM,0,random_oversample,0.34990076240986234
noise_imbalance,optdigits,LightGBM,1,class_weight,0.42860050572219166
all_three_excess_over_singles,optdigits,LightGBM,1,class_weight,0.34284934017281754
noise_imbalance,optdigits,LightGBM,1,none,0.4905422725148332
all_three_excess_over_singles,optdigits,LightGBM,1,none,0.42061999782672643
noise_imbalance,optdigits,LightGBM,1,random_oversample,0.3898168390922736
all_three_excess_over_singles,optdigits,LightGBM,1,random_oversample,0.3687902318344156
noise_imbalance,optdigits,LightGBM,2,class_weight,0.4069560920724219
all_three_excess_over_singles,optdigits,LightGBM,2,class_weight,0.46218769195190645
noise_imbalance,optdigits,LightGBM,2,none,0.4915873573205449
all_three_excess_over_singles,optdigits,LightGBM,2,none,0.5022706207118601
noise_imbalance,optdigits,LightGBM,2,random_oversample,0.32144250588879264
all_three_excess_over_singles,optdigits,LightGBM,2,random_oversample,0.37011802920760595
noise_imbalance,optdigits,LightGBM,3,class_weight,0.3122405856533279
all_three_excess_over_singles,optdigits,LightGBM,3,class_weight,0.365391615089408
noise_imbalance,optdigits,LightGBM,3,none,0.40109327219986635
all_three_excess_over_singles,optdigits,LightGBM,3,none,0.430297652475374
noise_imbalance,optdigits,LightGBM,3,random_oversample,0.26750829617546135
all_three_excess_over_singles,optdigits,LightGBM,3,random_oversample,0.31453497306013545
noise_imbalance,optdigits,LightGBM,4,class_weight,0.3272264946135432
all_three_excess_over_singles,optdigits,LightGBM,4,class_weight,0.45367017200427373
noise_imbalance,optdigits,LightGBM,4,none,0.419179709882486
all_three_excess_over_singles,optdigits,LightGBM,4,none,0.5428063963567952
noise_imbalance,optdigits,LightGBM,4,random_oversample,0.258251718942774
all_three_excess_over_singles,optdigits,LightGBM,4,random_oversample,0.419322234797075
noise_imbalance,optdigits,LogisticRegression,0,class_weight,0.24314633083050885
all_three_excess_over_singles,optdigits,LogisticRegression,0,class_weight,0.2735401837986836
noise_imbalance,optdigits,LogisticRegression,0,none,0.41090124596150135
all_three_excess_over_singles,optdigits,LogisticRegression,0,none,0.4526630841613226
noise_imbalance,optdigits,LogisticRegression,0,random_oversample,0.3177860885170901
all_three_excess_over_singles,optdigits,LogisticRegression,0,random_oversample,0.35744089942447904
noise_imbalance,optdigits,LogisticRegression,1,class_weight,0.216378182551771
all_three_excess_over_singles,optdigits,LogisticRegression,1,class_weight,0.2935532045212901
noise_imbalance,optdigits,LogisticRegression,1,none,0.3971279093752561
all_three_excess_over_singles,optdigits,LogisticRegression,1,none,0.3956229290583505
noise_imbalance,optdigits,LogisticRegression,1,random_oversample,0.2918925874011602
all_three_excess_over_singles,optdigits,LogisticRegression,1,random_oversample,0.3759460415718462
noise_imbalance,optdigits,LogisticRegression,2,class_weight,0.17074250306331207
all_three_excess_over_singles,optdigits,LogisticRegression,2,class_weight,0.2847693966117273
noise_imbalance,optdigits,LogisticRegression,2,none,0.40934987166239156
all_three_excess_over_singles,optdigits,LogisticRegression,2,none,0.3987675004156792
noise_imbalance,optdigits,LogisticRegression,2,random_oversample,0.2756884038990782
all_three_excess_over_singles,optdigits,LogisticRegression,2,random_oversample,0.3746496166242971
noise_imbalance,optdigits,LogisticRegression,3,class_weight,0.2276598170551376
all_three_excess_over_singles,optdigits,LogisticRegression,3,class_weight,0.23272990109533676
noise_imbalance,optdigits,LogisticRegression,3,none,0.3504516458457594
all_three_excess_over_singles,optdigits,LogisticRegression,3,none,0.3527335093844135
noise_imbalance,optdigits,LogisticRegression,3,random_oversample,0.3249280647928773
all_three_excess_over_singles,optdigits,LogisticRegression,3,random_oversample,0.30483312232544457
noise_imbalance,optdigits,LogisticRegression,4,class_weight,0.14982995349671047
all_three_excess_over_singles,optdigits,LogisticRegression,4,class_weight,0.30385389395231166
noise_imbalance,optdigits,LogisticRegression,4,none,0.3592120228779033
all_three_excess_over_singles,optdigits,LogisticRegression,4,none,0.4443698514060832
noise_imbalance,optdigits,LogisticRegression,4,random_oversample,0.2582241621440283
all_three_excess_over_singles,optdigits,LogisticRegression,4,random_oversample,0.38583733630976447
noise_imbalance,optdigits,RandomForest,0,class_weight,0.49060536283653433
all_three_excess_over_singles,optdigits,RandomForest,0,class_weight,0.555478088436042
noise_imbalance,optdigits,RandomForest,0,none,0.5384253455601633
all_three_excess_over_singles,optdigits,RandomForest,0,none,0.6155150175161678
noise_imbalance,optdigits,RandomForest,0,random_oversample,0.31948343729211925
all_three_excess_over_singles,optdigits,RandomForest,0,random_oversample,0.5571537953246137
noise_imbalance,optdigits,RandomForest,1,class_weight,0.4572629704757112
all_three_excess_over_singles,optdigits,RandomForest,1,class_weight,0.5167289563360691
noise_imbalance,optdigits,RandomForest,1,none,0.5306660732049845
all_three_excess_over_singles,optdigits,RandomForest,1,none,0.5834060378565867
noise_imbalance,optdigits,RandomForest,1,random_oversample,0.4036203223803142
all_three_excess_over_singles,optdigits,RandomForest,1,random_oversample,0.5184431788838058
noise_imbalance,optdigits,RandomForest,2,class_weight,0.48354532847591813
all_three_excess_over_singles,optdigits,RandomForest,2,class_weight,0.5632692811767038
noise_imbalance,optdigits,RandomForest,2,none,0.5430148190018461
all_three_excess_over_singles,optdigits,RandomForest,2,none,0.6604348328057132
noise_imbalance,optdigits,RandomForest,2,random_oversample,0.40922468614127705
all_three_excess_over_singles,optdigits,RandomForest,2,random_oversample,0.570979471899898
noise_imbalance,optdigits,RandomForest,3,class_weight,0.4604466701608594
all_three_excess_over_singles,optdigits,RandomForest,3,class_weight,0.544575941067454
noise_imbalance,optdigits,RandomForest,3,none,0.5351641671709763
all_three_excess_over_singles,optdigits,RandomForest,3,none,0.6189050187329976
noise_imbalance,optdigits,RandomForest,3,random_oversample,0.3732181457852143
all_three_excess_over_singles,optdigits,RandomForest,3,random_oversample,0.5394300723592194
noise_imbalance,optdigits,RandomForest,4,class_weight,0.45764823897859974
all_three_excess_over_singles,optdigits,RandomForest,4,class_weight,0.5946630393681279
noise_imbalance,optdigits,RandomForest,4,none,0.5081200079307049
all_three_excess_over_singles,optdigits,RandomForest,4,none,0.6606527458755024
noise_imbalance,optdigits,RandomForest,4,random_oversample,0.37104616720271
all_three_excess_over_singles,optdigits,RandomForest,4,random_oversample,0.5897656213741328
noise_imbalance,optdigits,XGBoost,0,class_weight,0.1778219342043338
all_three_excess_over_singles,optdigits,XGBoost,0,class_weight,0.28877356632979223
noise_imbalance,optdigits,XGBoost,0,none,0.38388534973402877
all_three_excess_over_singles,optdigits,XGBoost,0,none,0.4800322016930676
noise_imbalance,optdigits,XGBoost,0,random_oversample,0.24922509742356613
all_three_excess_over_singles,optdigits,XGBoost,0,random_oversample,0.3179616298877529
noise_imbalance,optdigits,XGBoost,1,class_weight,0.2620586829308078
all_three_excess_over_singles,optdigits,XGBoost,1,class_weight,0.2579136134139929
noise_imbalance,optdigits,XGBoost,1,none,0.44225215104756566
all_three_excess_over_singles,optdigits,XGBoost,1,none,0.45897809529280076
noise_imbalance,optdigits,XGBoost,1,random_oversample,0.30629455428077346
all_three_excess_over_singles,optdigits,XGBoost,1,random_oversample,0.311066765309581
noise_imbalance,optdigits,XGBoost,2,class_weight,0.21506276022626358
all_three_excess_over_singles,optdigits,XGBoost,2,class_weight,0.3519389019986573
noise_imbalance,optdigits,XGBoost,2,none,0.47327794172279725
all_three_excess_over_singles,optdigits,XGBoost,2,none,0.5024889930409522
noise_imbalance,optdigits,XGBoost,2,random_oversample,0.27491457389673624
all_three_excess_over_singles,optdigits,XGBoost,2,random_oversample,0.36226616061011074
noise_imbalance,optdigits,XGBoost,3,class_weight,0.13369923010551044
all_three_excess_over_singles,optdigits,XGBoost,3,class_weight,0.23117233529717962
noise_imbalance,optdigits,XGBoost,3,none,0.39004665740342404
all_three_excess_over_singles,optdigits,XGBoost,3,none,0.4273871125376161
noise_imbalance,optdigits,XGBoost,3,random_oversample,0.20080589766597667
all_three_excess_over_singles,optdigits,XGBoost,3,random_oversample,0.26725079350059855
noise_imbalance,optdigits,XGBoost,4,class_weight,0.184907413991925
all_three_excess_over_singles,optdigits,XGBoost,4,class_weight,0.3649258712956984
noise_imbalance,optdigits,XGBoost,4,none,0.3916815040264311
all_three_excess_over_singles,optdigits,XGBoost,4,none,0.5205373745204536
noise_imbalance,optdigits,XGBoost,4,random_oversample,0.2361989734118385
all_three_excess_over_singles,optdigits,XGBoost,4,random_oversample,0.401821729225711
noise_imbalance,pendigits,LightGBM,0,class_weight,0.3831054899348304
all_three_excess_over_singles,pendigits,LightGBM,0,class_weight,0.4823120530705325
noise_imbalance,pendigits,LightGBM,0,none,0.48182228982960695
all_three_excess_over_singles,pendigits,LightGBM,0,none,0.5863735799219517
noise_imbalance,pendigits,LightGBM,0,random_oversample,0.3600464170511517
all_three_excess_over_singles,pendigits,LightGBM,0,random_oversample,0.4766717761710322
noise_imbalance,pendigits,LightGBM,1,class_weight,0.34970682302447564
all_three_excess_over_singles,pendigits,LightGBM,1,class_weight,0.3295358504907904
noise_imbalance,pendigits,LightGBM,1,none,0.46290242638968837
all_three_excess_over_singles,pendigits,LightGBM,1,none,0.42837326334279957
noise_imbalance,pendigits,LightGBM,1,random_oversample,0.3613172842275031
all_three_excess_over_singles,pendigits,LightGBM,1,random_oversample,0.34985265607721105
noise_imbalance,pendigits,LightGBM,2,class_weight,0.29119182732509996
all_three_excess_over_singles,pendigits,LightGBM,2,class_weight,0.41165756904173656
noise_imbalance,pendigits,LightGBM,2,none,0.4026621389420679
all_three_excess_over_singles,pendigits,LightGBM,2,none,0.5355621631632683
noise_imbalance,pendigits,LightGBM,2,random_oversample,0.3021181715403125
all_three_excess_over_singles,pendigits,LightGBM,2,random_oversample,0.4512324558258658
noise_imbalance,pendigits,LightGBM,3,class_weight,0.37946072143747583
all_three_excess_over_singles,pendigits,LightGBM,3,class_weight,0.41798648917188397
noise_imbalance,pendigits,LightGBM,3,none,0.48734738933978916
all_three_excess_over_singles,pendigits,LightGBM,3,none,0.5218966140313629
noise_imbalance,pendigits,LightGBM,3,random_oversample,0.37388476102384094
all_three_excess_over_singles,pendigits,LightGBM,3,random_oversample,0.4171936331544368
noise_imbalance,pendigits,LightGBM,4,class_weight,0.3321464182049524
all_three_excess_over_singles,pendigits,LightGBM,4,class_weight,0.4243641198047382
noise_imbalance,pendigits,LightGBM,4,none,0.46769271844774873
all_three_excess_over_singles,pendigits,LightGBM,4,none,0.5117317418383254
noise_imbalance,pendigits,LightGBM,4,random_oversample,0.3641497979009469
all_three_excess_over_singles,pendigits,LightGBM,4,random_oversample,0.4602522020349913
noise_imbalance,pendigits,LogisticRegression,0,class_weight,0.07130185943112921
all_three_excess_over_singles,pendigits,LogisticRegression,0,class_weight,0.13121933416019083
noise_imbalance,pendigits,LogisticRegression,0,none,0.4246071020995765
all_three_excess_over_singles,pendigits,LogisticRegression,0,none,0.5022136564449264
noise_imbalance,pendigits,LogisticRegression,0,random_oversample,0.08777469908183078
all_three_excess_over_singles,pendigits,LogisticRegression,0,random_oversample,0.11864013545403296
noise_imbalance,pendigits,LogisticRegression,1,class_weight,0.07476429455398059
all_three_excess_over_singles,pendigits,LogisticRegression,1,class_weight,0.07465414219280364
noise_imbalance,pendigits,LogisticRegression,1,none,0.49573241688930847
all_three_excess_over_singles,pendigits,LogisticRegression,1,none,0.393754150522984
noise_imbalance,pendigits,LogisticRegression,1,random_oversample,0.10614776105764945
all_three_excess_over_singles,pendigits,LogisticRegression,1,random_oversample,0.08107833270198161
noise_imbalance,pendigits,LogisticRegression,2,class_weight,0.023583221809274635
all_three_excess_over_singles,pendigits,LogisticRegression,2,class_weight,0.07981466930989622
noise_imbalance,pendigits,LogisticRegression,2,none,0.41217523025484126
all_three_excess_over_singles,pendigits,LogisticRegression,2,none,0.4113719492849056
noise_imbalance,pendigits,LogisticRegression,2,random_oversample,0.041627254323914564
all_three_excess_over_singles,pendigits,LogisticRegression,2,random_oversample,0.07824724845884912
noise_imbalance,pendigits,LogisticRegression,3,class_weight,0.08055961408430656
all_three_excess_over_singles,pendigits,LogisticRegression,3,class_weight,0.09492271079846437
noise_imbalance,pendigits,LogisticRegression,3,none,0.47539793270521447
all_three_excess_over_singles,pendigits,LogisticRegression,3,none,0.39994175592227454
noise_imbalance,pendigits,LogisticRegression,3,random_oversample,0.09770534731315672
all_three_excess_over_singles,pendigits,LogisticRegression,3,random_oversample,0.11123850441950967
noise_imbalance,pendigits,LogisticRegression,4,class_weight,0.03759411837193549
all_three_excess_over_singles,pendigits,LogisticRegression,4,class_weight,0.10971684956985406
noise_imbalance,pendigits,LogisticRegression,4,none,0.4411717247939376
all_three_excess_over_singles,pendigits,LogisticRegression,4,none,0.4059995518790116
noise_imbalance,pendigits,LogisticRegression,4,random_oversample,0.0555870479624786
all_three_excess_over_singles,pendigits,LogisticRegression,4,random_oversample,0.10535256021337525
noise_imbalance,pendigits,RandomForest,0,class_weight,0.5150883822880901
all_three_excess_over_singles,pendigits,RandomForest,0,class_weight,0.7302151597791714
noise_imbalance,pendigits,RandomForest,0,none,0.4951006359341241
all_three_excess_over_singles,pendigits,RandomForest,0,none,0.6890716608926849
noise_imbalance,pendigits,RandomForest,0,random_oversample,0.32030666817164644
all_three_excess_over_singles,pendigits,RandomForest,0,random_oversample,0.5316188920374552
noise_imbalance,pendigits,RandomForest,1,class_weight,0.5660967816161925
all_three_excess_over_singles,pendigits,RandomForest,1,class_weight,0.6104744829966751
noise_imbalance,pendigits,RandomForest,1,none,0.5287262242505167
all_three_excess_over_singles,pendigits,RandomForest,1,none,0.5749901275612339
noise_imbalance,pendigits,RandomForest,1,random_oversample,0.3740894179604888
all_three_excess_over_singles,pendigits,RandomForest,1,random_oversample,0.4257083005626333
noise_imbalance,pendigits,RandomForest,2,class_weight,0.49141943929417053
all_three_excess_over_singles,pendigits,RandomForest,2,class_weight,0.6721659820300094
noise_imbalance,pendigits,RandomForest,2,none,0.47943003802859063
all_three_excess_over_singles,pendigits,RandomForest,2,none,0.6617332791348494
noise_imbalance,pendigits,RandomForest,2,random_oversample,0.3067068928857335
all_three_excess_over_singles,pendigits,RandomForest,2,random_oversample,0.48959061566497986
noise_imbalance,pendigits,RandomForest,3,class_weight,0.5366266532642292
all_three_excess_over_singles,pendigits,RandomForest,3,class_weight,0.6735201468244527
noise_imbalance,pendigits,RandomForest,3,none,0.5285512926508121
all_three_excess_over_singles,pendigits,RandomForest,3,none,0.6224220432344207
noise_imbalance,pendigits,RandomForest,3,random_oversample,0.35131469990350717
all_three_excess_over_singles,pendigits,RandomForest,3,random_oversample,0.45177942548123584
noise_imbalance,pendigits,RandomForest,4,class_weight,0.5209976742189232
all_three_excess_over_singles,pendigits,RandomForest,4,class_weight,0.6831486252352423
noise_imbalance,pendigits,RandomForest,4,none,0.4908583041770769
all_three_excess_over_singles,pendigits,RandomForest,4,none,0.6288823991980121
noise_imbalance,pendigits,RandomForest,4,random_oversample,0.3348078401200033
all_three_excess_over_singles,pendigits,RandomForest,4,random_oversample,0.49061277088201927
noise_imbalance,pendigits,XGBoost,0,class_weight,0.19324412191214235
all_three_excess_over_singles,pendigits,XGBoost,0,class_weight,0.3171194275942152
noise_imbalance,pendigits,XGBoost,0,none,0.46233881380693553
all_three_excess_over_singles,pendigits,XGBoost,0,none,0.5978145093486387
noise_imbalance,pendigits,XGBoost,0,random_oversample,0.28579767093828023
all_three_excess_over_singles,pendigits,XGBoost,0,random_oversample,0.3909858142059376
noise_imbalance,pendigits,XGBoost,1,class_weight,0.18907110173293917
all_three_excess_over_singles,pendigits,XGBoost,1,class_weight,0.20952851687206742
noise_imbalance,pendigits,XGBoost,1,none,0.4624548332755778
all_three_excess_over_singles,pendigits,XGBoost,1,none,0.4525418288995182
noise_imbalance,pendigits,XGBoost,1,random_oversample,0.2987560804300763
all_three_excess_over_singles,pendigits,XGBoost,1,random_oversample,0.3005390825770934
noise_imbalance,pendigits,XGBoost,2,class_weight,0.13119949990067936
all_three_excess_over_singles,pendigits,XGBoost,2,class_weight,0.2521790799575222
noise_imbalance,pendigits,XGBoost,2,none,0.3983323871534935
all_three_excess_over_singles,pendigits,XGBoost,2,none,0.5483922608927961
noise_imbalance,pendigits,XGBoost,2,random_oversample,0.2225733092869957
all_three_excess_over_singles,pendigits,XGBoost,2,random_oversample,0.3549349024995022
noise_imbalance,pendigits,XGBoost,3,class_weight,0.2287421181305901
all_three_excess_over_singles,pendigits,XGBoost,3,class_weight,0.25192520400994667
noise_imbalance,pendigits,XGBoost,3,none,0.4455757611240583
all_three_excess_over_singles,pendigits,XGBoost,3,none,0.5089523353522435
noise_imbalance,pendigits,XGBoost,3,random_oversample,0.2942386363607671
all_three_excess_over_singles,pendigits,XGBoost,3,random_oversample,0.32146836662297273
noise_imbalance,pendigits,XGBoost,4,class_weight,0.1849981731626551
all_three_excess_over_singles,pendigits,XGBoost,4,class_weight,0.2925507934041143
noise_imbalance,pendigits,XGBoost,4,none,0.4462672080938198
all_three_excess_over_singles,pendigits,XGBoost,4,none,0.5336052038049907
noise_imbalance,pendigits,XGBoost,4,random_oversample,0.27188992929643807
all_three_excess_over_singles,pendigits,XGBoost,4,random_oversample,0.3434030767743588
noise_imbalance,phoneme,LightGBM,0,class_weight,0.02858910247160884
all_three_excess_over_singles,phoneme,LightGBM,0,class_weight,0.0014881893752796138
noise_imbalance,phoneme,LightGBM,0,none,0.10883977502855557
all_three_excess_over_singles,phoneme,LightGBM,0,none,0.09713326614077467
noise_imbalance,phoneme,LightGBM,0,random_oversample,0.02943031469225965
all_three_excess_over_singles,phoneme,LightGBM,0,random_oversample,-0.012644749971691516
noise_imbalance,phoneme,LightGBM,1,class_weight,0.036986882115347175
all_three_excess_over_singles,phoneme,LightGBM,1,class_weight,0.020952994379843215
noise_imbalance,phoneme,LightGBM,1,none,0.1344619292788677
all_three_excess_over_singles,phoneme,LightGBM,1,none,0.13181310925343925
noise_imbalance,phoneme,LightGBM,1,random_oversample,0.017337078016495422
all_three_excess_over_singles,phoneme,LightGBM,1,random_oversample,-0.005517060551038067
noise_imbalance,phoneme,LightGBM,2,class_weight,0.037451243520901456
all_three_excess_over_singles,phoneme,LightGBM,2,class_weight,0.025788888494201356
noise_imbalance,phoneme,LightGBM,2,none,0.10219526944099366
all_three_excess_over_singles,phoneme,LightGBM,2,none,0.16208722018338306
noise_imbalance,phoneme,LightGBM,2,random_oversample,0.021612887475930598
all_three_excess_over_singles,phoneme,LightGBM,2,random_oversample,0.0031417721962196943
noise_imbalance,phoneme,LightGBM,3,class_weight,-0.003740532950735065
all_three_excess_over_singles,phoneme,LightGBM,3,class_weight,-0.009467057493662834
noise_imbalance,phoneme,LightGBM,3,none,0.08194223462147043
all_three_excess_over_singles,phoneme,LightGBM,3,none,0.10496804431214435
noise_imbalance,phoneme,LightGBM,3,random_oversample,0.0019248122048852734
all_three_excess_over_singles,phoneme,LightGBM,3,random_oversample,0.008422245414740903
noise_imbalance,phoneme,LightGBM,4,class_weight,0.02719077509920842
all_three_excess_over_singles,phoneme,LightGBM,4,class_weight,0.03878354445501375
noise_imbalance,phoneme,LightGBM,4,none,0.11011702671761914
all_three_excess_over_singles,phoneme,LightGBM,4,none,0.09826718731719064
noise_imbalance,phoneme,LightGBM,4,random_oversample,0.01056039315216617
all_three_excess_over_singles,phoneme,LightGBM,4,random_oversample,0.03255082884987548
noise_imbalance,phoneme,LogisticRegression,0,class_weight,0.010182823669156571
all_three_excess_over_singles,phoneme,LogisticRegression,0,class_weight,-0.0111445168144102
noise_imbalance,phoneme,LogisticRegression,0,none,0.16906198885575302
all_three_excess_over_singles,phoneme,LogisticRegression,0,none,0.11365391152136872
noise_imbalance,phoneme,LogisticRegression,0,random_oversample,0.00039365848501293765
all_three_excess_over_singles,phoneme,LogisticRegression,0,random_oversample,-0.01616709874159583
noise_imbalance,phoneme,LogisticRegression,1,class_weight,-0.013338831826172792
all_three_excess_over_singles,phoneme,LogisticRegression,1,class_weight,0.01990832478346405
noise_imbalance,phoneme,LogisticRegression,1,none,0.11329627509466855
all_three_excess_over_singles,phoneme,LogisticRegression,1,none,0.13956520401196792
noise_imbalance,phoneme,LogisticRegression,1,random_oversample,-0.011363036504261181
all_three_excess_over_singles,phoneme,LogisticRegression,1,random_oversample,0.03703416225220779
noise_imbalance,phoneme,LogisticRegression,2,class_weight,-0.006452202326645118
all_three_excess_over_singles,phoneme,LogisticRegression,2,class_weight,0.010208663843221943
noise_imbalance,phoneme,LogisticRegression,2,none,0.16580479068638898
all_three_excess_over_singles,phoneme,LogisticRegression,2,none,0.14665199798275985
noise_imbalance,phoneme,LogisticRegression,2,random_oversample,-0.005124651362026111
all_three_excess_over_singles,phoneme,LogisticRegression,2,random_oversample,0.01170713475054963
noise_imbalance,phoneme,LogisticRegression,3,class_weight,0.009667165522943444
all_three_excess_over_singles,phoneme,LogisticRegression,3,class_weight,0.009639181761878168
noise_imbalance,phoneme,LogisticRegression,3,none,0.11445723405129948
all_three_excess_over_singles,phoneme,LogisticRegression,3,none,0.09448702357333283
noise_imbalance,phoneme,LogisticRegression,3,random_oversample,0.006468002600383049
all_three_excess_over_singles,phoneme,LogisticRegression,3,random_oversample,0.006467690234983947
noise_imbalance,phoneme,LogisticRegression,4,class_weight,-0.025695720247106757
all_three_excess_over_singles,phoneme,LogisticRegression,4,class_weight,0.01255530126625981
noise_imbalance,phoneme,LogisticRegression,4,none,0.16913197007244174
all_three_excess_over_singles,phoneme,LogisticRegression,4,none,0.1358523144354175
noise_imbalance,phoneme,LogisticRegression,4,random_oversample,-0.0036293669766616077
all_three_excess_over_singles,phoneme,LogisticRegression,4,random_oversample,0.007200143069445608
noise_imbalance,phoneme,RandomForest,0,class_weight,0.09471686153015424
all_three_excess_over_singles,phoneme,RandomForest,0,class_weight,0.06177312579052685
noise_imbalance,phoneme,RandomForest,0,none,0.097161005199778
all_three_excess_over_singles,phoneme,RandomForest,0,none,0.06557452198378277
noise_imbalance,phoneme,RandomForest,0,random_oversample,0.03665482130986797
all_three_excess_over_singles,phoneme,RandomForest,0,random_oversample,0.007509392962174122
noise_imbalance,phoneme,RandomForest,1,class_weight,0.11352077373745606
all_three_excess_over_singles,phoneme,RandomForest,1,class_weight,0.1571284000152573
noise_imbalance,phoneme,RandomForest,1,none,0.10518742226737521
all_three_excess_over_singles,phoneme,RandomForest,1,none,0.14176792035199304
noise_imbalance,phoneme,RandomForest,1,random_oversample,0.02906658091283254
all_three_excess_over_singles,phoneme,RandomForest,1,random_oversample,0.05482943757870706
noise_imbalance,phoneme,RandomForest,2,class_weight,0.10771985281124885
all_three_excess_over_singles,phoneme,RandomForest,2,class_weight,0.1621201585398454
noise_imbalance,phoneme,RandomForest,2,none,0.08962567017452139
all_three_excess_over_singles,phoneme,RandomForest,2,none,0.15461811863561903
noise_imbalance,phoneme,RandomForest,2,random_oversample,0.0514813626328231
all_three_excess_over_singles,phoneme,RandomForest,2,random_oversample,0.056151978002970004
noise_imbalance,phoneme,RandomForest,3,class_weight,0.09591031281906526
all_three_excess_over_singles,phoneme,RandomForest,3,class_weight,0.1591416235442049
noise_imbalance,phoneme,RandomForest,3,none,0.03974695532587469
all_three_excess_over_singles,phoneme,RandomForest,3,none,0.11499039409935097
noise_imbalance,phoneme,RandomForest,3,random_oversample,0.0075983654992966
all_three_excess_over_singles,phoneme,RandomForest,3,random_oversample,0.03977246713004723
noise_imbalance,phoneme,RandomForest,4,class_weight,0.10659159664158735
all_three_excess_over_singles,phoneme,RandomForest,4,class_weight,0.12493237585657957
noise_imbalance,phoneme,RandomForest,4,none,0.09751885078203348
all_three_excess_over_singles,phoneme,RandomForest,4,none,0.12596314316322355
noise_imbalance,phoneme,RandomForest,4,random_oversample,0.04756188152642438
all_three_excess_over_singles,phoneme,RandomForest,4,random_oversample,0.026522265108622434
noise_imbalance,phoneme,XGBoost,0,class_weight,0.03335215816703696
all_three_excess_over_singles,phoneme,XGBoost,0,class_weight,0.038426671110527555
noise_imbalance,phoneme,XGBoost,0,none,0.1375970795712943
all_three_excess_over_singles,phoneme,XGBoost,0,none,0.12817383665120763
noise_imbalance,phoneme,XGBoost,0,random_oversample,0.023266367858395642
all_three_excess_over_singles,phoneme,XGBoost,0,random_oversample,0.0057417893111288976
noise_imbalance,phoneme,XGBoost,1,class_weight,0.004835118456635312
all_three_excess_over_singles,phoneme,XGBoost,1,class_weight,-0.008434861237685665
noise_imbalance,phoneme,XGBoost,1,none,0.11686586593598969
all_three_excess_over_singles,phoneme,XGBoost,1,none,0.20599781527927685
noise_imbalance,phoneme,XGBoost,1,random_oversample,0.004730463011183295
all_three_excess_over_singles,phoneme,XGBoost,1,random_oversample,-0.011581738721976542
noise_imbalance,phoneme,XGBoost,2,class_weight,0.007483668916598907
all_three_excess_over_singles,phoneme,XGBoost,2,class_weight,0.01907107487445625
noise_imbalance,phoneme,XGBoost,2,none,0.12421014913636386
all_three_excess_over_singles,phoneme,XGBoost,2,none,0.1853703243661574
noise_imbalance,phoneme,XGBoost,2,random_oversample,0.03326248744788718
