run_key,dataset_name,seed,setting_name,label_noise,missing_rate,imbalance_level,model_name,mitigation,fit_eval_seconds,train_rows_after_corruption,n_label_flips_before_sampling,observed_majority_class,desired_nonmajority,actual_nonmajority,imbalance_feasible,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall
allhypo__seed1__noise_imbalance__LogisticRegression__random_oversample,allhypo,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,random_oversample,1.0708,2632,565,1,526,526,True,0.42629904559915166,0.5536739380022963,0.28464140380557984,0.5482906795190475,0.1617177183621793,0.6666666666666666
allhypo__seed1__noise_imbalance__RandomForest__none,allhypo,1,noise_imbalance,0.2,0.0,0.8,RandomForest,none,0.5209,2632,565,1,526,526,True,0.9300106044538706,0.501969320066335,0.5575639435288559,0.9175278674636824,0.3730305871003897,0.25
allhypo__seed1__noise_imbalance__RandomForest__class_weight,allhypo,1,noise_imbalance,0.2,0.0,0.8,RandomForest,class_weight,0.4952,2632,565,1,526,526,True,0.9247083775185578,0.47380884041331806,0.5184353522829898,0.9095642804868067,0.30497877130400125,0.25
allhypo__seed1__noise_imbalance__RandomForest__random_oversample,allhypo,1,noise_imbalance,0.2,0.0,0.8,RandomForest,random_oversample,0.6533,2632,565,1,526,526,True,0.9194061505832449,0.604660989922184,0.608147755632113,0.9183568503392306,0.42110955411611817,0.4166666666666667
allhypo__seed1__noise_imbalance__XGBoost__none,allhypo,1,noise_imbalance,0.2,0.0,0.8,XGBoost,none,0.5242,2632,565,1,526,526,True,0.95864262990456,0.6913828294425309,0.7495758232841498,0.9551293725262991,0.6799852422138495,0.4583333333333333
allhypo__seed1__noise_imbalance__XGBoost__class_weight,allhypo,1,noise_imbalance,0.2,0.0,0.8,XGBoost,class_weight,0.6313,2632,565,1,526,526,True,0.8515376458112407,0.745742441637964,0.5677553565695376,0.8805378959636169,0.4387783096141774,0.5833333333333334
allhypo__seed1__noise_imbalance__XGBoost__random_oversample,allhypo,1,noise_imbalance,0.2,0.0,0.8,XGBoost,random_oversample,0.6125,2632,565,1,526,526,True,0.8398727465535525,0.7284092358719225,0.5471452991452991,0.8737835059955951,0.4222165068405252,0.5833333333333334
allhypo__seed1__noise_imbalance__LightGBM__none,allhypo,1,noise_imbalance,0.2,0.0,0.8,LightGBM,none,0.3538,2632,565,1,526,526,True,0.9459172852598091,0.6798459624952162,0.69823316540935,0.9444740828415265,0.6109772239673251,0.4166666666666667
allhypo__seed1__noise_imbalance__LightGBM__class_weight,allhypo,1,noise_imbalance,0.2,0.0,0.8,LightGBM,class_weight,0.4381,2632,565,1,526,526,True,0.8409331919406151,0.7210820895522388,0.5450528292649858,0.873772948056434,0.4296035751418027,0.4583333333333333
allhypo__seed1__noise_imbalance__LightGBM__random_oversample,allhypo,1,noise_imbalance,0.2,0.0,0.8,LightGBM,random_oversample,0.593,2632,565,1,526,526,True,0.8494167550371156,0.7114029212909809,0.550320320931636,0.8792361069244503,0.42533996362172755,0.5
allhypo__seed1__all_three__LogisticRegression__none,allhypo,1,all_three,0.2,0.2,0.8,LogisticRegression,none,0.0396,2636,565,1,527,527,True,0.9236479321314952,0.3333333333333333,0.3201029033443587,0.8869871542299144,0.0,0.0
allhypo__seed1__all_three__LogisticRegression__class_weight,allhypo,1,all_three,0.2,0.2,0.8,LogisticRegression,class_weight,0.0494,2636,565,1,527,527,True,0.43160127253446445,0.5872480545988008,0.29243633298732613,0.5473052273475707,0.18871907333495616,0.5416666666666666
allhypo__seed1__all_three__LogisticRegression__random_oversample,allhypo,1,all_three,0.2,0.2,0.8,LogisticRegression,random_oversample,1.0729,2636,565,1,527,527,True,0.4337221633085896,0.5544393417527745,0.2877316723671571,0.5518874429533498,0.17981909004255042,0.4583333333333333
allhypo__seed1__all_three__RandomForest__none,allhypo,1,all_three,0.2,0.2,0.8,RandomForest,none,0.5415,2636,565,1,527,527,True,0.9247083775185578,0.36072840923587196,0.3696477629847775,0.8912069174949546,0.1298062304840705,0.08333333333333333
allhypo__seed1__all_three__RandomForest__class_weight,allhypo,1,all_three,0.2,0.2,0.8,RandomForest,class_weight,0.5137,2636,565,1,527,527,True,0.9236479321314952,0.346839520346983,0.3457293258617762,0.8889044351251061,0.07725837026852524,0.041666666666666664
allhypo__seed1__all_three__RandomForest__random_oversample,allhypo,1,all_three,0.2,0.2,0.8,RandomForest,random_oversample,0.6242,2636,565,1,527,527,True,0.9289501590668081,0.4159012629161883,0.4551538438626277,0.9016449496939908,0.2649950632854712,0.20833333333333334
allhypo__seed1__all_three__XGBoost__none,allhypo,1,all_three,0.2,0.2,0.8,XGBoost,none,0.5445,2636,565,1,527,527,True,0.936373276776246,0.46412967215206025,0.5300040917174197,0.918631321023769,0.40432748801372626,0.16666666666666666
allhypo__seed1__all_three__XGBoost__class_weight,allhypo,1,all_three,0.2,0.2,0.8,XGBoost,class_weight,0.5515,2636,565,1,527,527,True,0.8769883351007424,0.6692419313687971,0.5672379531900331,0.8943852445459043,0.39939404854454025,0.5416666666666666
allhypo__seed1__all_three__XGBoost__random_oversample,allhypo,1,all_three,0.2,0.2,0.8,XGBoost,random_oversample,0.6275,2636,565,1,527,527,True,0.8547189819724285,0.6345755198367139,0.5285330777461382,0.8786566862934403,0.3401366003998292,0.5
allhypo__seed1__all_three__LightGBM__none,allhypo,1,all_three,0.2,0.2,0.8,LightGBM,none,0.4523,2636,565,1,527,527,True,0.9353128313891834,0.5035001275672918,0.5618279216952518,0.9232555437796465,0.4271926901281408,0.20833333333333334
allhypo__seed1__all_three__LightGBM__class_weight,allhypo,1,all_three,0.2,0.2,0.8,LightGBM,class_weight,0.573,2636,565,1,527,527,True,0.8759278897136797,0.6159825870646766,0.5393524769073256,0.891400365344858,0.34998184796432047,0.5
allhypo__seed1__all_three__LightGBM__random_oversample,allhypo,1,all_three,0.2,0.2,0.8,LightGBM,random_oversample,0.6608,2636,565,1,527,527,True,0.8897136797454931,0.6078342263043756,0.55516693163752,0.8979305298686497,0.3463167599835024,0.5
allhypo__seed2__clean__LogisticRegression__none,allhypo,2,clean,0.0,0.0,natural,LogisticRegression,none,0.0472,2827,0,1,217,217,True,0.943796394485684,0.5590556831228473,0.618310663406492,0.9352952553752132,0.5296489554653665,0.20833333333333334
allhypo__seed2__clean__LogisticRegression__class_weight,allhypo,2,clean,0.0,0.0,natural,LogisticRegression,class_weight,0.0578,2827,0,1,217,217,True,0.7857900318133616,0.6494530552366373,0.4837312580496222,0.8365267612416656,0.3230660531553622,0.5416666666666666
allhypo__seed2__clean__LogisticRegression__random_oversample,allhypo,2,clean,0.0,0.0,natural,LogisticRegression,random_oversample,1.1011,2827,0,1,217,217,True,0.7804878048780488,0.6475395458604414,0.4812687952435096,0.8329741721136645,0.3177568374147826,0.5416666666666666
allhypo__seed2__clean__RandomForest__none,allhypo,2,clean,0.0,0.0,natural,RandomForest,none,0.4623,2827,0,1,217,217,True,0.9650053022269353,0.7341976017349152,0.7990168273775762,0.9620326867403424,0.7296719524287021,0.5833333333333334
allhypo__seed2__clean__RandomForest__class_weight,allhypo,2,clean,0.0,0.0,natural,RandomForest,class_weight,0.4733,2827,0,1,217,217,True,0.9501590668080594,0.6099630054853935,0.6963415160274385,0.9404131624060741,0.5793977916952516,0.5
allhypo__seed2__clean__RandomForest__random_oversample,allhypo,2,clean,0.0,0.0,natural,RandomForest,random_oversample,0.5534,2827,0,1,217,217,True,0.9554612937433722,0.7311359867330016,0.772435493574467,0.9529821633130435,0.6614785596413719,0.625
allhypo__seed2__clean__XGBoost__none,allhypo,2,clean,0.0,0.0,natural,XGBoost,none,0.3934,2827,0,1,217,217,True,0.9809119830328739,0.8522531572904707,0.8688069362278442,0.9804055368722944,0.8646581002551842,0.6666666666666666
allhypo__seed2__clean__XGBoost__class_weight,allhypo,2,clean,0.0,0.0,natural,XGBoost,class_weight,0.4604,2827,0,1,217,217,True,0.9777306468716861,0.8846791682612579,0.8703699296618647,0.9781177494079355,0.8515540257060068,0.75
allhypo__seed2__clean__XGBoost__random_oversample,allhypo,2,clean,0.0,0.0,natural,XGBoost,random_oversample,0.6024,2827,0,1,217,217,True,0.9819724284199364,0.8727037887485648,0.8791852702300463,0.9817603393425238,0.8744821458710528,0.7083333333333334
allhypo__seed2__clean__LightGBM__none,allhypo,2,clean,0.0,0.0,natural,LightGBM,none,0.4143,2827,0,1,217,217,True,0.9840933191940615,0.8734691924990433,0.8856793684822626,0.9837597656742997,0.8878795294941111,0.7083333333333334
allhypo__seed2__clean__LightGBM__class_weight,allhypo,2,clean,0.0,0.0,natural,LightGBM,class_weight,0.5866,2827,0,1,217,217,True,0.9809119830328739,0.8719383849980864,0.8710003500336075,0.9807180472124197,0.8699198119260747,0.6666666666666666
allhypo__seed2__clean__LightGBM__random_oversample,allhypo,2,clean,0.0,0.0,natural,LightGBM,random_oversample,0.812,2827,0,1,217,217,True,0.9809119830328739,0.8453087128460263,0.8544070063963115,0.9804517160389495,0.8671537073997563,0.625
allhypo__seed2__noise_only__LogisticRegression__none,allhypo,2,noise_only,0.2,0.0,natural,LogisticRegression,none,0.0478,2827,565,1,727,727,True,0.9236479321314952,0.3398950759025386,0.3334216335540839,0.8889827449383045,0.07506923108736277,0.0
allhypo__seed2__noise_only__LogisticRegression__class_weight,allhypo,2,noise_only,0.2,0.0,natural,LogisticRegression,class_weight,0.0571,2827,565,1,727,727,True,0.45387062566277836,0.6435132032146957,0.31034603622983997,0.5696203446858996,0.20675589101025146,0.7916666666666666
allhypo__seed2__noise_only__LogisticRegression__random_oversample,allhypo,2,noise_only,0.2,0.0,natural,LogisticRegression,random_oversample,1.0709,2827,565,1,727,727,True,0.45068928950159065,0.5952847939788238,0.30101650207072317,0.5682216747740009,0.18282756280282636,0.6666666666666666
allhypo__seed2__noise_only__RandomForest__none,allhypo,2,noise_only,0.2,0.0,natural,RandomForest,none,0.5499,2827,565,1,727,727,True,0.9448568398727466,0.6339137645107794,0.6790551655239425,0.9400397924980444,0.5607043143351492,0.4583333333333333
allhypo__seed2__noise_only__RandomForest__class_weight,allhypo,2,noise_only,0.2,0.0,natural,RandomForest,class_weight,0.5391,2827,565,1,727,727,True,0.9289501590668081,0.501969320066335,0.5479745848870977,0.9162862040137911,0.36749802103074464,0.2916666666666667
allhypo__seed2__noise_only__RandomForest__random_oversample,allhypo,2,noise_only,0.2,0.0,natural,RandomForest,random_oversample,0.6789,2827,565,1,727,727,True,0.9278897136797455,0.7018832121444062,0.6664633452841513,0.9294765725668969,0.5217621495902585,0.6666666666666666
allhypo__seed2__noise_only__XGBoost__none,allhypo,2,noise_only,0.2,0.0,natural,XGBoost,none,0.5415,2827,565,1,727,727,True,0.95864262990456,0.7307532848577626,0.7462734409579053,0.9575447469193612,0.706368420855101,0.4583333333333333
allhypo__seed2__noise_only__XGBoost__class_weight,allhypo,2,noise_only,0.2,0.0,natural,XGBoost,class_weight,0.4688,2827,565,1,727,727,True,0.8229056203605515,0.7558601224646,0.537842850495862,0.8652413727098844,0.43634043567990755,0.6666666666666666
allhypo__seed2__noise_only__XGBoost__random_oversample,allhypo,2,noise_only,0.2,0.0,natural,XGBoost,random_oversample,0.5348,2827,565,1,727,727,True,0.8218451749734889,0.7821070927414211,0.5460065755888669,0.8633385967845256,0.44674612866744307,0.7083333333333334
allhypo__seed2__noise_only__LightGBM__none,allhypo,2,noise_only,0.2,0.0,natural,LightGBM,none,0.5998,2827,565,1,727,727,True,0.9469777306468717,0.7269262661053707,0.7047130303013942,0.9489789085836325,0.6572739648281579,0.5
allhypo__seed2__noise_only__LightGBM__class_weight,allhypo,2,noise_only,0.2,0.0,natural,LightGBM,class_weight,0.6282,2827,565,1,727,727,True,0.8218451749734889,0.7890515371858656,0.5474742227128745,0.863530799480146,0.4470979434286761,0.75
allhypo__seed2__noise_only__LightGBM__random_oversample,allhypo,2,noise_only,0.2,0.0,natural,LightGBM,random_oversample,0.6854,2827,565,1,727,727,True,0.8409331919406151,0.7488598673300166,0.550441292970817,0.877090834977235,0.4560654670347114,0.625
allhypo__seed2__missing_only__LogisticRegression__none,allhypo,2,missing_only,0.0,0.2,natural,LogisticRegression,none,0.0404,2827,0,1,217,217,True,0.9247083775185578,0.3997161627758643,0.42784148218930823,0.9031811166072772,0.2543828280491114,0.041666666666666664
allhypo__seed2__missing_only__LogisticRegression__class_weight,allhypo,2,missing_only,0.0,0.2,natural,LogisticRegression,class_weight,0.0495,2827,0,1,217,217,True,0.6871686108165429,0.5667814772292384,0.3934967015905115,0.7714442969250794,0.24788220640129777,0.4166666666666667
allhypo__seed2__missing_only__LogisticRegression__random_oversample,allhypo,2,missing_only,0.0,0.2,natural,LogisticRegression,random_oversample,1.104,2827,0,1,217,217,True,0.6691410392364793,0.5598928434749331,0.3838386356007963,0.7574891292533147,0.2384027518034239,0.375
allhypo__seed2__missing_only__RandomForest__none,allhypo,2,missing_only,0.0,0.2,natural,RandomForest,none,0.5076,2827,0,1,217,217,True,0.9342523860021209,0.4236111111111111,0.4807998686047467,0.9105163577423878,0.36280280850575514,0.125
allhypo__seed2__missing_only__RandomForest__class_weight,allhypo,2,missing_only,0.0,0.2,natural,RandomForest,class_weight,0.4695,2827,0,1,217,217,True,0.926829268292683,0.39506792958285497,0.4258924107398432,0.8974355215794454,0.21273648939814088,0.16666666666666666
allhypo__seed2__missing_only__RandomForest__random_oversample,allhypo,2,missing_only,0.0,0.2,natural,RandomForest,random_oversample,0.7258,2827,0,1,217,217,True,0.9331919406150583,0.45062348513841055,0.512433797675569,0.9106162652989596,0.3476534008161938,0.25
allhypo__seed2__missing_only__XGBoost__none,allhypo,2,missing_only,0.0,0.2,natural,XGBoost,none,0.4597,2827,0,1,217,217,True,0.943796394485684,0.5393704554152315,0.6050215130733292,0.9333647292434026,0.5208083451742583,0.20833333333333334
allhypo__seed2__missing_only__XGBoost__class_weight,allhypo,2,missing_only,0.0,0.2,natural,XGBoost,class_weight,0.4821,2827,0,1,217,217,True,0.9490986214209968,0.7145681847174384,0.7248110670456672,0.9485280280331142,0.6408451401544655,0.5
allhypo__seed2__missing_only__XGBoost__random_oversample,allhypo,2,missing_only,0.0,0.2,natural,XGBoost,random_oversample,0.5873,2827,0,1,217,217,True,0.9522799575821845,0.701827401454267,0.7214412691599584,0.9508674995281093,0.6589841279656884,0.4166666666666667
allhypo__seed2__missing_only__LightGBM__none,allhypo,2,missing_only,0.0,0.2,natural,LightGBM,none,0.6479,2827,0,1,217,217,True,0.9544008483563097,0.6300309350682486,0.7033669127831086,0.9483277324965411,0.6320178350021898,0.375
allhypo__seed2__missing_only__LightGBM__class_weight,allhypo,2,missing_only,0.0,0.2,natural,LightGBM,class_weight,0.692,2827,0,1,217,217,True,0.9490986214209968,0.6478026533996682,0.6906156360512847,0.9454592589701194,0.6115606127404228,0.375
allhypo__seed2__missing_only__LightGBM__random_oversample,allhypo,2,missing_only,0.0,0.2,natural,LightGBM,random_oversample,0.8159,2827,0,1,217,217,True,0.9459172852598091,0.6200248756218906,0.6600829996280452,0.9418667980624443,0.5867672569233867,0.3333333333333333
allhypo__seed2__imbalance_only__LogisticRegression__none,allhypo,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,none,0.047,2827,0,1,217,217,True,0.943796394485684,0.5590556831228473,0.618310663406492,0.9352952553752132,0.5296489554653665,0.20833333333333334
allhypo__seed2__imbalance_only__LogisticRegression__class_weight,allhypo,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,class_weight,0.0573,2827,0,1,217,217,True,0.7857900318133616,0.6494530552366373,0.4837312580496222,0.8365267612416656,0.3230660531553622,0.5416666666666666
allhypo__seed2__imbalance_only__LogisticRegression__random_oversample,allhypo,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,random_oversample,1.1019,2827,0,1,217,217,True,0.7794273594909862,0.6471568439852021,0.47913930176287584,0.8322038899614713,0.31674480942547767,0.5416666666666666
allhypo__seed2__imbalance_only__RandomForest__none,allhypo,2,imbalance_only,0.0,0.0,0.8,RandomForest,none,0.4524,2827,0,1,217,217,True,0.9565217391304348,0.6709321979844368,0.7437743113439708,0.9518439602218071,0.653214307342366,0.4583333333333333
allhypo__seed2__imbalance_only__RandomForest__class_weight,allhypo,2,imbalance_only,0.0,0.0,0.8,RandomForest,class_weight,0.4667,2827,0,1,217,217,True,0.953340402969247,0.6238518943742825,0.7093889919006475,0.9456213329615023,0.6138430567408715,0.4583333333333333
allhypo__seed2__imbalance_only__RandomForest__random_oversample,allhypo,2,imbalance_only,0.0,0.0,0.8,RandomForest,random_oversample,0.5584,2827,0,1,217,217,True,0.9544008483563097,0.7241915422885571,0.764592356319565,0.951784483817067,0.6532364079554559,0.625
allhypo__seed2__imbalance_only__XGBoost__none,allhypo,2,imbalance_only,0.0,0.0,0.8,XGBoost,none,0.4326,2827,0,1,217,217,True,0.9809119830328739,0.8522531572904707,0.8688069362278442,0.9804055368722944,0.8646581002551842,0.6666666666666666
allhypo__seed2__imbalance_only__XGBoost__class_weight,allhypo,2,imbalance_only,0.0,0.0,0.8,XGBoost,class_weight,0.4597,2827,0,1,217,217,True,0.9787910922587487,0.8916236127057022,0.8742321763506385,0.9792059182352826,0.8598361068951359,0.75
allhypo__seed2__imbalance_only__XGBoost__random_oversample,allhypo,2,imbalance_only,0.0,0.0,0.8,XGBoost,random_oversample,0.6062,2827,0,1,217,217,True,0.9830328738069989,0.8931544202066591,0.8891241100508281,0.9830810156010169,0.884351083607016,0.75
allhypo__seed2__imbalance_only__LightGBM__none,allhypo,2,imbalance_only,0.0,0.0,0.8,LightGBM,none,0.4487,2827,0,1,217,217,True,0.9840933191940615,0.8734691924990433,0.8856793684822626,0.9837597656742997,0.8878795294941111,0.7083333333333334
allhypo__seed2__imbalance_only__LightGBM__class_weight,allhypo,2,imbalance_only,0.0,0.0,0.8,LightGBM,class_weight,0.5786,2827,0,1,217,217,True,0.9809119830328739,0.8719383849980864,0.8710003500336075,0.9807180472124197,0.8699198119260747,0.6666666666666666
allhypo__seed2__imbalance_only__LightGBM__random_oversample,allhypo,2,imbalance_only,0.0,0.0,0.8,LightGBM,random_oversample,0.8326,2827,0,1,217,217,True,0.9819724284199364,0.8591976017349151,0.8726250294644803,0.9815520897087361,0.8737275776816034,0.6666666666666666
allhypo__seed2__noise_imbalance__LogisticRegression__none,allhypo,2,noise_imbalance,0.2,0.0,0.8,LogisticRegression,none,0.0475,2634,565,1,527,527,True,0.9236479321314952,0.3398950759025386,0.3334216335540839,0.8889827449383045,0.07506923108736277,0.0
allhypo__seed2__noise_imbalance__LogisticRegression__class_weight,allhypo,2,noise_imbalance,0.2,0.0,0.8,LogisticRegression,class_weight,0.037,2634,565,1,527,527,True,0.4369034994697773,0.5899269677254751,0.29620605480035667,0.5552490264857874,0.19038555674237345,0.625
allhypo__seed2__noise_imbalance__LogisticRegression__random_oversample,allhypo,2,noise_imbalance,0.2,0.0,0.8,LogisticRegression,random_oversample,1.0718,2634,565,1,527,527,True,0.44220572640509015,0.5848960326572267,0.29857056930703246,0.560305872133918,0.18937142941393384,0.5833333333333334
allhypo__seed2__noise_imbalance__RandomForest__none,allhypo,2,noise_imbalance,0.2,0.0,0.8,RandomForest,none,0.5333,2634,565,1,527,527,True,0.9300106044538706,0.4892285368031637,0.5482920630479389,0.9145476253915845,0.35281164274191523,0.2916666666666667
allhypo__seed2__noise_imbalance__RandomForest__class_weight,allhypo,2,noise_imbalance,0.2,0.0,0.8,RandomForest,class_weight,0.5177,2634,565,1,527,527,True,0.9236479321314952,0.447561870136497,0.4916930674934026,0.9023238053482772,0.2425322140490132,0.2916666666666667
allhypo__seed2__noise_imbalance__RandomForest__random_oversample,allhypo,2,noise_imbalance,0.2,0.0,0.8,RandomForest,random_oversample,0.649,2634,565,1,527,527,True,0.9300106044538706,0.6023089679806097,0.6309042406037585,0.9249613380117542,0.45064833479178007,0.4583333333333333
allhypo__seed2__noise_imbalance__XGBoost__none,allhypo,2,noise_imbalance,0.2,0.0,0.8,XGBoost,none,0.5221,2634,565,1,527,527,True,0.9501590668080594,0.6281174256920525,0.6668606799704361,0.9464807497419426,0.6142023159798485,0.3333333333333333
allhypo__seed2__noise_imbalance__XGBoost__class_weight,allhypo,2,noise_imbalance,0.2,0.0,0.8,XGBoost,class_weight,0.5451,2634,565,1,527,527,True,0.8282078472958643,0.7654834800357189,0.5422976292217877,0.8681527436114975,0.43603998047401515,0.7916666666666666
allhypo__seed2__noise_imbalance__XGBoost__random_oversample,allhypo,2,noise_imbalance,0.2,0.0,0.8,XGBoost,random_oversample,0.6194,2634,565,1,527,527,True,0.8377518557794273,0.7623660543436662,0.5507755890164576,0.8735849067415693,0.4332783651735523,0.7916666666666666
allhypo__seed2__noise_imbalance__LightGBM__none,allhypo,2,noise_imbalance,0.2,0.0,0.8,LightGBM,none,0.3645,2634,565,1,527,527,True,0.9384941675503712,0.5980434366628397,0.629298418972332,0.9340901231877072,0.5214910710660076,0.375
allhypo__seed2__noise_imbalance__LightGBM__class_weight,allhypo,2,noise_imbalance,0.2,0.0,0.8,LightGBM,class_weight,0.5812,2634,565,1,527,527,True,0.8409331919406151,0.709106710039546,0.5385119968453301,0.8746488704070888,0.4164552091003362,0.5833333333333334
allhypo__seed2__noise_imbalance__LightGBM__random_oversample,allhypo,2,noise_imbalance,0.2,0.0,0.8,LightGBM,random_oversample,0.6386,2634,565,1,527,527,True,0.8695652173913043,0.7603409235871923,0.5850695541018122,0.895111985472879,0.4779705588024145,0.75
allhypo__seed2__all_three__LogisticRegression__none,allhypo,2,all_three,0.2,0.2,0.8,LogisticRegression,none,0.0406,2649,565,1,530,530,True,0.9236479321314952,0.3333333333333333,0.3201029033443587,0.8869871542299144,0.0,0.0
allhypo__seed2__all_three__LogisticRegression__class_weight,allhypo,2,all_three,0.2,0.2,0.8,LogisticRegression,class_weight,0.0405,2649,565,1,530,530,True,0.44220572640509015,0.45098226814644726,0.2730612598259969,0.568373071654152,0.13433025698164905,0.2916666666666667
allhypo__seed2__all_three__LogisticRegression__random_oversample,allhypo,2,all_three,0.2,0.2,0.8,LogisticRegression,random_oversample,1.0739,2649,565,1,530,530,True,0.4241781548250265,0.41166762342135477,0.2591685692736783,0.5537743850233158,0.10685605172529467,0.2916666666666667
allhypo__seed2__all_three__RandomForest__none,allhypo,2,all_three,0.2,0.2,0.8,RandomForest,none,0.5557,2649,565,1,530,530,True,0.926829268292683,0.36111111111111116,0.37362077059184634,0.894975666965696,0.19830226310207996,0.041666666666666664
allhypo__seed2__all_three__RandomForest__class_weight,allhypo,2,all_three,0.2,0.2,0.8,RandomForest,class_weight,0.5378,2649,565,1,530,530,True,0.9257688229056203,0.3541666666666667,0.3607283266507486,0.8920798311810311,0.16213565803082405,0.041666666666666664
allhypo__seed2__all_three__RandomForest__random_oversample,allhypo,2,all_three,0.2,0.2,0.8,RandomForest,random_oversample,0.7164,2649,565,1,530,530,True,0.9310710498409331,0.409339520346983,0.4493160365453536,0.9067088439625083,0.31334431765204523,0.125
allhypo__seed2__all_three__XGBoost__none,allhypo,2,all_three,0.2,0.2,0.8,XGBoost,none,0.5494,2649,565,1,530,530,True,0.9427359490986215,0.5193025258323766,0.5945450480661748,0.9301168623618701,0.4967835117104973,0.20833333333333334
allhypo__seed2__all_three__XGBoost__class_weight,allhypo,2,all_three,0.2,0.2,0.8,XGBoost,class_weight,0.5553,2649,565,1,530,530,True,0.8547189819724285,0.5940569587957648,0.5055189625155615,0.8785491137476794,0.3378565511403173,0.375
allhypo__seed2__all_three__XGBoost__random_oversample,allhypo,2,all_three,0.2,0.2,0.8,XGBoost,random_oversample,0.6479,2649,565,1,530,530,True,0.855779427359491,0.6017668069906875,0.5069434584800394,0.8804588615154634,0.34732567338108183,0.4583333333333333
allhypo__seed2__all_three__LightGBM__none,allhypo,2,all_three,0.2,0.2,0.8,LightGBM,none,0.571,2649,565,1,530,530,True,0.9353128313891834,0.4903766424288812,0.548615001556178,0.9215834796272697,0.41800013804054176,0.20833333333333334
allhypo__seed2__all_three__LightGBM__class_weight,allhypo,2,all_three,0.2,0.2,0.8,LightGBM,class_weight,0.6502,2649,565,1,530,530,True,0.8674443266171792,0.5855258961602245,0.5127192837964366,0.8865437198108994,0.34747379607873846,0.375
allhypo__seed2__all_three__LightGBM__random_oversample,allhypo,2,all_three,0.2,0.2,0.8,LightGBM,random_oversample,0.7711,2649,565,1,530,530,True,0.8897136797454931,0.5935626355402475,0.5464423970141458,0.8999116598752596,0.3755242826898839,0.375
allhypo__seed3__clean__LogisticRegression__none,allhypo,3,clean,0.0,0.0,natural,LogisticRegression,none,0.0372,2827,0,1,217,217,True,0.9384941675503712,0.5308952034698303,0.5899444242150059,0.9283355957034146,0.47242216219717376,0.20833333333333334
allhypo__seed3__clean__LogisticRegression__class_weight,allhypo,3,clean,0.0,0.0,natural,LogisticRegression,class_weight,0.0585,2827,0,1,217,217,True,0.8016967126193001,0.7555332312794999,0.5272766884531591,0.8473094490535699,0.3902747680145624,0.75
allhypo__seed3__clean__LogisticRegression__random_oversample,allhypo,3,clean,0.0,0.0,natural,LogisticRegression,random_oversample,1.0813,2827,0,1,217,217,True,0.8048780487804879,0.7501195943360122,0.5291002438711333,0.8488719874592227,0.38398452656319054,0.75
allhypo__seed3__clean__RandomForest__none,allhypo,3,clean,0.0,0.0,natural,RandomForest,none,0.491,2827,0,1,217,217,True,0.9692470837751855,0.7631234851384106,0.8343623728641839,0.9662034025070566,0.7637652175572945,0.7083333333333334
allhypo__seed3__clean__RandomForest__class_weight,allhypo,3,clean,0.0,0.0,natural,RandomForest,class_weight,0.4826,2827,0,1,217,217,True,0.9554612937433722,0.659339520346983,0.7483936588103255,0.9460990248901172,0.6346742029769495,0.6666666666666666
allhypo__seed3__clean__RandomForest__random_oversample,allhypo,3,clean,0.0,0.0,natural,RandomForest,random_oversample,0.56,2827,0,1,217,217,True,0.9650053022269353,0.7824260109707871,0.8308098926467381,0.961633518336574,0.731085077753484,0.8333333333333334
allhypo__seed3__clean__XGBoost__none,allhypo,3,clean,0.0,0.0,natural,XGBoost,none,0.5145,2827,0,1,217,217,True,0.9883351007423118,0.9020123740272994,0.9317453027633936,0.9880404894454974,0.916734634931829,0.7916666666666666
allhypo__seed3__clean__XGBoost__class_weight,allhypo,3,clean,0.0,0.0,natural,XGBoost,class_weight,0.3384,2827,0,1,217,217,True,0.9830328738069989,0.907043309095548,0.9070492923971255,0.9830797957666845,0.8826458538308702,0.8333333333333334
allhypo__seed3__clean__XGBoost__random_oversample,allhypo,3,clean,0.0,0.0,natural,XGBoost,random_oversample,0.5654,2827,0,1,217,217,True,0.9862142099681867,0.9081914147212654,0.92325096069303,0.9861036779525082,0.9028488299243251,0.8333333333333334
allhypo__seed3__clean__LightGBM__none,allhypo,3,clean,0.0,0.0,natural,LightGBM,none,0.3727,2827,0,1,217,217,True,0.9893955461293743,0.9159012629161883,0.9403918914228192,0.9892124555897774,0.9246251441826103,0.8333333333333334
allhypo__seed3__clean__LightGBM__class_weight,allhypo,3,clean,0.0,0.0,natural,LightGBM,class_weight,0.6059,2827,0,1,217,217,True,0.9872746553552492,0.9016296721520601,0.9218984217861718,0.9870428429157315,0.9098774435455725,0.7916666666666666
allhypo__seed3__clean__LightGBM__random_oversample,allhypo,3,clean,0.0,0.0,natural,LightGBM,random_oversample,0.8718,2827,0,1,217,217,True,0.9883351007423118,0.9155185610409492,0.9370499369376869,0.9881996924288907,0.9174140007606373,0.8333333333333334
allhypo__seed3__noise_only__LogisticRegression__none,allhypo,3,noise_only,0.2,0.0,natural,LogisticRegression,none,0.0476,2827,565,1,723,723,True,0.9204665959703076,0.33218522770761577,0.319528805448187,0.8853963612259943,-0.01073025096998057,0.0
