run_key,dataset_name,seed,setting_name,label_noise,missing_rate,imbalance_level,model_name,mitigation,fit_eval_seconds,train_rows_after_corruption,n_label_flips_before_sampling,observed_majority_class,desired_nonmajority,actual_nonmajority,imbalance_feasible,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall
mfeat_morphological__seed0__all_three__LightGBM__random_oversample,mfeat_morphological,0,all_three,0.2,0.2,0.8,LightGBM,random_oversample,0.8304,200,300,2,40,40,True,0.264,0.264,0.25704449231214965,0.2570444923121496,0.23561467455012414,0.06
mfeat_morphological__seed1__clean__LogisticRegression__none,mfeat_morphological,1,clean,0.0,0.0,natural,LogisticRegression,none,0.0464,1500,0,2,1350,1350,True,0.75,0.75,0.7481405915465096,0.7481405915465097,0.7232257916111298,0.72
mfeat_morphological__seed1__clean__LogisticRegression__class_weight,mfeat_morphological,1,clean,0.0,0.0,natural,LogisticRegression,class_weight,0.0471,1500,0,2,1350,1350,True,0.75,0.75,0.7481405915465096,0.7481405915465097,0.7232257916111298,0.72
mfeat_morphological__seed1__clean__LogisticRegression__random_oversample,mfeat_morphological,1,clean,0.0,0.0,natural,LogisticRegression,random_oversample,0.0464,1500,0,2,1350,1350,True,0.75,0.75,0.7481405915465096,0.7481405915465097,0.7232257916111298,0.72
mfeat_morphological__seed1__clean__RandomForest__none,mfeat_morphological,1,clean,0.0,0.0,natural,RandomForest,none,0.4812,1500,0,2,1350,1350,True,0.732,0.732,0.7309180152818837,0.7309180152818837,0.7024657859197022,0.76
mfeat_morphological__seed1__clean__RandomForest__class_weight,mfeat_morphological,1,clean,0.0,0.0,natural,RandomForest,class_weight,0.4607,1500,0,2,1350,1350,True,0.732,0.732,0.7309180152818837,0.7309180152818837,0.7024657859197022,0.76
mfeat_morphological__seed1__clean__RandomForest__random_oversample,mfeat_morphological,1,clean,0.0,0.0,natural,RandomForest,random_oversample,0.4585,1500,0,2,1350,1350,True,0.726,0.7260000000000001,0.7245026928880671,0.7245026928880671,0.6958432302224372,0.78
mfeat_morphological__seed1__clean__XGBoost__none,mfeat_morphological,1,clean,0.0,0.0,natural,XGBoost,none,0.9312,1500,0,2,1350,1350,True,0.702,0.702,0.7005750301949025,0.7005750301949025,0.669132795071877,0.68
mfeat_morphological__seed1__clean__XGBoost__class_weight,mfeat_morphological,1,clean,0.0,0.0,natural,XGBoost,class_weight,0.813,1500,0,2,1350,1350,True,0.702,0.702,0.7005750301949025,0.7005750301949025,0.669132795071877,0.68
mfeat_morphological__seed1__clean__XGBoost__random_oversample,mfeat_morphological,1,clean,0.0,0.0,natural,XGBoost,random_oversample,1.0678,1500,0,2,1350,1350,True,0.694,0.6940000000000001,0.6923079037517097,0.6923079037517097,0.6603111532322237,0.7
mfeat_morphological__seed1__clean__LightGBM__none,mfeat_morphological,1,clean,0.0,0.0,natural,LightGBM,none,1.4539,1500,0,2,1350,1350,True,0.712,0.712,0.710264674355898,0.7102646743558981,0.6806325259004339,0.62
mfeat_morphological__seed1__clean__LightGBM__class_weight,mfeat_morphological,1,clean,0.0,0.0,natural,LightGBM,class_weight,1.375,1500,0,2,1350,1350,True,0.712,0.712,0.710264674355898,0.7102646743558981,0.6806325259004339,0.62
mfeat_morphological__seed1__clean__LightGBM__random_oversample,mfeat_morphological,1,clean,0.0,0.0,natural,LightGBM,random_oversample,1.0568,1500,0,2,1350,1350,True,0.712,0.712,0.710264674355898,0.7102646743558981,0.6806325259004339,0.62
mfeat_morphological__seed1__noise_only__LogisticRegression__none,mfeat_morphological,1,noise_only,0.2,0.0,natural,LogisticRegression,none,0.0477,1500,300,8,1337,1337,True,0.748,0.748,0.7439087929120327,0.7439087929120327,0.7204868934409425,0.62
mfeat_morphological__seed1__noise_only__LogisticRegression__class_weight,mfeat_morphological,1,noise_only,0.2,0.0,natural,LogisticRegression,class_weight,0.0466,1500,300,8,1337,1337,True,0.738,0.738,0.7336902507901063,0.7336902507901062,0.7100448360919085,0.64
mfeat_morphological__seed1__noise_only__LogisticRegression__random_oversample,mfeat_morphological,1,noise_only,0.2,0.0,natural,LogisticRegression,random_oversample,0.0464,1500,300,8,1337,1337,True,0.74,0.74,0.7353748631054176,0.7353748631054174,0.712343740752108,0.68
mfeat_morphological__seed1__noise_only__RandomForest__none,mfeat_morphological,1,noise_only,0.2,0.0,natural,RandomForest,none,0.4602,1500,300,8,1337,1337,True,0.712,0.712,0.7076981648017691,0.7076981648017692,0.6801995544749295,0.76
mfeat_morphological__seed1__noise_only__RandomForest__class_weight,mfeat_morphological,1,noise_only,0.2,0.0,natural,RandomForest,class_weight,0.4667,1500,300,8,1337,1337,True,0.718,0.718,0.7144436903756083,0.7144436903756082,0.6867857198436093,0.76
mfeat_morphological__seed1__noise_only__RandomForest__random_oversample,mfeat_morphological,1,noise_only,0.2,0.0,natural,RandomForest,random_oversample,0.4854,1500,300,8,1337,1337,True,0.712,0.712,0.7083201395264324,0.7083201395264324,0.6802570345509753,0.8
mfeat_morphological__seed1__noise_only__XGBoost__none,mfeat_morphological,1,noise_only,0.2,0.0,natural,XGBoost,none,0.8923,1500,300,8,1337,1337,True,0.704,0.704,0.7014963302552518,0.7014963302552518,0.6714394506785216,0.76
mfeat_morphological__seed1__noise_only__XGBoost__class_weight,mfeat_morphological,1,noise_only,0.2,0.0,natural,XGBoost,class_weight,1.0077,1500,300,8,1337,1337,True,0.712,0.712,0.7096888888219423,0.7096888888219424,0.6803024238530655,0.78
mfeat_morphological__seed1__noise_only__XGBoost__random_oversample,mfeat_morphological,1,noise_only,0.2,0.0,natural,XGBoost,random_oversample,0.9246,1500,300,8,1337,1337,True,0.716,0.716,0.713735714541803,0.7137357145418028,0.6848554810810996,0.72
mfeat_morphological__seed1__noise_only__LightGBM__none,mfeat_morphological,1,noise_only,0.2,0.0,natural,LightGBM,none,1.0035,1500,300,8,1337,1337,True,0.684,0.6839999999999999,0.6826065385841289,0.6826065385841289,0.64906776776716,0.72
mfeat_morphological__seed1__noise_only__LightGBM__class_weight,mfeat_morphological,1,noise_only,0.2,0.0,natural,LightGBM,class_weight,1.4251,1500,300,8,1337,1337,True,0.672,0.6719999999999999,0.6683329769117049,0.6683329769117047,0.6358636708287652,0.68
mfeat_morphological__seed1__noise_only__LightGBM__random_oversample,mfeat_morphological,1,noise_only,0.2,0.0,natural,LightGBM,random_oversample,1.2974,1500,300,8,1337,1337,True,0.676,0.676,0.6755073939456397,0.6755073939456399,0.6401735817041946,0.68
mfeat_morphological__seed1__missing_only__LogisticRegression__none,mfeat_morphological,1,missing_only,0.0,0.2,natural,LogisticRegression,none,0.0367,1500,0,2,1350,1350,True,0.65,0.65,0.6517758811840445,0.6517758811840447,0.612167672029347,0.52
mfeat_morphological__seed1__missing_only__LogisticRegression__class_weight,mfeat_morphological,1,missing_only,0.0,0.2,natural,LogisticRegression,class_weight,0.038,1500,0,2,1350,1350,True,0.65,0.65,0.6517758811840445,0.6517758811840447,0.612167672029347,0.52
mfeat_morphological__seed1__missing_only__LogisticRegression__random_oversample,mfeat_morphological,1,missing_only,0.0,0.2,natural,LogisticRegression,random_oversample,0.0361,1500,0,2,1350,1350,True,0.65,0.65,0.6517758811840445,0.6517758811840447,0.612167672029347,0.52
mfeat_morphological__seed1__missing_only__RandomForest__none,mfeat_morphological,1,missing_only,0.0,0.2,natural,RandomForest,none,0.4595,1500,0,2,1350,1350,True,0.666,0.6660000000000001,0.6610506407339292,0.661050640733929,0.6295579749079683,0.6
mfeat_morphological__seed1__missing_only__RandomForest__class_weight,mfeat_morphological,1,missing_only,0.0,0.2,natural,RandomForest,class_weight,0.4479,1500,0,2,1350,1350,True,0.666,0.6660000000000001,0.6610506407339292,0.661050640733929,0.6295579749079683,0.6
mfeat_morphological__seed1__missing_only__RandomForest__random_oversample,mfeat_morphological,1,missing_only,0.0,0.2,natural,RandomForest,random_oversample,0.4586,1500,0,2,1350,1350,True,0.67,0.67,0.6658549467712552,0.6658549467712551,0.6336939373742705,0.58
mfeat_morphological__seed1__missing_only__XGBoost__none,mfeat_morphological,1,missing_only,0.0,0.2,natural,XGBoost,none,0.7927,1500,0,2,1350,1350,True,0.68,0.6799999999999999,0.6764046188776823,0.6764046188776822,0.6450123052418428,0.64
mfeat_morphological__seed1__missing_only__XGBoost__class_weight,mfeat_morphological,1,missing_only,0.0,0.2,natural,XGBoost,class_weight,0.9189,1500,0,2,1350,1350,True,0.68,0.6799999999999999,0.6764046188776823,0.6764046188776822,0.6450123052418428,0.64
mfeat_morphological__seed1__missing_only__XGBoost__random_oversample,mfeat_morphological,1,missing_only,0.0,0.2,natural,XGBoost,random_oversample,0.916,1500,0,2,1350,1350,True,0.684,0.6839999999999999,0.6795455034134645,0.6795455034134645,0.6495474307825345,0.58
mfeat_morphological__seed1__missing_only__LightGBM__none,mfeat_morphological,1,missing_only,0.0,0.2,natural,LightGBM,none,1.3343,1500,0,2,1350,1350,True,0.656,0.6559999999999999,0.6509286236185671,0.6509286236185671,0.6186169165113107,0.6
mfeat_morphological__seed1__missing_only__LightGBM__class_weight,mfeat_morphological,1,missing_only,0.0,0.2,natural,LightGBM,class_weight,1.3795,1500,0,2,1350,1350,True,0.656,0.6559999999999999,0.6509286236185671,0.6509286236185671,0.6186169165113107,0.6
mfeat_morphological__seed1__missing_only__LightGBM__random_oversample,mfeat_morphological,1,missing_only,0.0,0.2,natural,LightGBM,random_oversample,1.1279,1500,0,2,1350,1350,True,0.656,0.6559999999999999,0.6509286236185671,0.6509286236185671,0.6186169165113107,0.6
mfeat_morphological__seed1__imbalance_only__LogisticRegression__none,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,none,0.0363,188,0,2,38,38,True,0.52,0.52,0.447403871803029,0.447403871803029,0.5048529121822333,0.0
mfeat_morphological__seed1__imbalance_only__LogisticRegression__class_weight,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,class_weight,0.0354,188,0,2,38,38,True,0.706,0.7060000000000001,0.6941112602707806,0.6941112602707807,0.6784148466421717,0.48
mfeat_morphological__seed1__imbalance_only__LogisticRegression__random_oversample,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,random_oversample,0.0469,188,0,2,38,38,True,0.704,0.704,0.6977900323912603,0.6977900323912603,0.6738329034408375,0.68
mfeat_morphological__seed1__imbalance_only__RandomForest__none,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,RandomForest,none,0.4004,188,0,2,38,38,True,0.498,0.49799999999999994,0.46929000841492235,0.4692900084149223,0.47403208090888105,0.14
mfeat_morphological__seed1__imbalance_only__RandomForest__class_weight,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,RandomForest,class_weight,0.3768,188,0,2,38,38,True,0.524,0.524,0.5030947217521147,0.5030947217521147,0.5059585177086453,0.06
mfeat_morphological__seed1__imbalance_only__RandomForest__random_oversample,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,RandomForest,random_oversample,0.4631,188,0,2,38,38,True,0.596,0.5960000000000001,0.5898216226140662,0.5898216226140663,0.5703102784304903,0.2
mfeat_morphological__seed1__imbalance_only__XGBoost__none,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,XGBoost,none,0.3386,188,0,2,38,38,True,0.462,0.4619999999999999,0.42187472027723344,0.42187472027723344,0.4311856362754527,0.2
mfeat_morphological__seed1__imbalance_only__XGBoost__class_weight,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,XGBoost,class_weight,0.3537,188,0,2,38,38,True,0.67,0.6699999999999999,0.6643534475203865,0.6643534475203865,0.6398010000222925,0.54
mfeat_morphological__seed1__imbalance_only__XGBoost__random_oversample,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,XGBoost,random_oversample,0.579,188,0,2,38,38,True,0.628,0.6279999999999999,0.6227076093840693,0.6227076093840693,0.6013617500178705,0.36
mfeat_morphological__seed1__imbalance_only__LightGBM__none,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,LightGBM,none,0.3601,188,0,2,38,38,True,0.588,0.5880000000000001,0.5830776898910879,0.5830776898910879,0.5639343547084887,0.26
mfeat_morphological__seed1__imbalance_only__LightGBM__class_weight,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,LightGBM,class_weight,0.3452,188,0,2,38,38,True,0.606,0.606,0.5976805647447695,0.5976805647447695,0.5772114139236871,0.34
mfeat_morphological__seed1__imbalance_only__LightGBM__random_oversample,mfeat_morphological,1,imbalance_only,0.0,0.0,0.8,LightGBM,random_oversample,0.7569,188,0,2,38,38,True,0.568,0.568,0.5599699044159514,0.5599699044159514,0.5435520272759019,0.22
mfeat_morphological__seed1__noise_imbalance__LogisticRegression__none,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,none,0.0364,209,300,8,42,42,True,0.24,0.24,0.16644657863145257,0.16644657863145257,0.24460248318925906,0.0
mfeat_morphological__seed1__noise_imbalance__LogisticRegression__class_weight,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,class_weight,0.0357,209,300,8,42,42,True,0.576,0.576,0.5541830745129889,0.5541830745129889,0.537281094030007,0.58
mfeat_morphological__seed1__noise_imbalance__LogisticRegression__random_oversample,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,random_oversample,0.0562,209,300,8,42,42,True,0.558,0.558,0.5273645966545799,0.5273645966545798,0.5159094603438156,0.6
mfeat_morphological__seed1__noise_imbalance__RandomForest__none,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,RandomForest,none,0.3989,209,300,8,42,42,True,0.348,0.348,0.3221973754836269,0.3221973754836269,0.3345364863570128,0.32
mfeat_morphological__seed1__noise_imbalance__RandomForest__class_weight,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,RandomForest,class_weight,0.3867,209,300,8,42,42,True,0.348,0.34800000000000003,0.3243680254967113,0.32436802549671123,0.3312118927511626,0.36
mfeat_morphological__seed1__noise_imbalance__RandomForest__random_oversample,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,RandomForest,random_oversample,0.4493,209,300,8,42,42,True,0.414,0.414,0.3921186018703569,0.39211860187035685,0.38755226304769164,0.44
mfeat_morphological__seed1__noise_imbalance__XGBoost__none,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,XGBoost,none,0.3844,209,300,8,42,42,True,0.322,0.322,0.30825494732313524,0.30825494732313524,0.31377121845037237,0.3
mfeat_morphological__seed1__noise_imbalance__XGBoost__class_weight,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,XGBoost,class_weight,0.4006,209,300,8,42,42,True,0.472,0.4720000000000001,0.4448683709147995,0.44486837091479947,0.43456212201783956,0.46
mfeat_morphological__seed1__noise_imbalance__XGBoost__random_oversample,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,XGBoost,random_oversample,0.5716,209,300,8,42,42,True,0.4,0.4,0.38879912441332426,0.3887991244133243,0.37307407955686084,0.34
mfeat_morphological__seed1__noise_imbalance__LightGBM__none,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,LightGBM,none,0.3955,209,300,8,42,42,True,0.302,0.302,0.29313706940331563,0.2931370694033157,0.2752746746830235,0.3
mfeat_morphological__seed1__noise_imbalance__LightGBM__class_weight,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,LightGBM,class_weight,0.3733,209,300,8,42,42,True,0.32,0.32,0.30455014573541106,0.30455014573541106,0.2869491446914848,0.32
mfeat_morphological__seed1__noise_imbalance__LightGBM__random_oversample,mfeat_morphological,1,noise_imbalance,0.2,0.0,0.8,LightGBM,random_oversample,0.9108,209,300,8,42,42,True,0.352,0.352,0.3489411256455141,0.3489411256455142,0.3199977941271174,0.3
mfeat_morphological__seed1__all_three__LogisticRegression__none,mfeat_morphological,1,all_three,0.2,0.2,0.8,LogisticRegression,none,0.0262,205,300,5,41,41,True,0.154,0.154,0.09258066320796784,0.09258066320796783,0.11757927025044308,0.04
mfeat_morphological__seed1__all_three__LogisticRegression__class_weight,mfeat_morphological,1,all_three,0.2,0.2,0.8,LogisticRegression,class_weight,0.0356,205,300,5,41,41,True,0.364,0.364,0.35253812615552443,0.3525381261555245,0.29596665499740354,0.48
mfeat_morphological__seed1__all_three__LogisticRegression__random_oversample,mfeat_morphological,1,all_three,0.2,0.2,0.8,LogisticRegression,random_oversample,0.0466,205,300,5,41,41,True,0.364,0.364,0.35865127015331416,0.35865127015331416,0.29502971400587724,0.48
mfeat_morphological__seed1__all_three__RandomForest__none,mfeat_morphological,1,all_three,0.2,0.2,0.8,RandomForest,none,0.3854,205,300,5,41,41,True,0.198,0.198,0.1694997506896771,0.16949975068967713,0.18392973543968136,0.26
mfeat_morphological__seed1__all_three__RandomForest__class_weight,mfeat_morphological,1,all_three,0.2,0.2,0.8,RandomForest,class_weight,0.3889,205,300,5,41,41,True,0.188,0.188,0.15911438884971338,0.15911438884971335,0.1819596062554024,0.24
mfeat_morphological__seed1__all_three__RandomForest__random_oversample,mfeat_morphological,1,all_three,0.2,0.2,0.8,RandomForest,random_oversample,0.4766,205,300,5,41,41,True,0.258,0.258,0.24363319930908317,0.24363319930908317,0.22963932561702427,0.26
mfeat_morphological__seed1__all_three__XGBoost__none,mfeat_morphological,1,all_three,0.2,0.2,0.8,XGBoost,none,0.3792,205,300,5,41,41,True,0.212,0.21200000000000002,0.18410501111875285,0.18410501111875288,0.19637376532467238,0.24
mfeat_morphological__seed1__all_three__XGBoost__class_weight,mfeat_morphological,1,all_three,0.2,0.2,0.8,XGBoost,class_weight,0.3915,205,300,5,41,41,True,0.334,0.33399999999999996,0.3073377553874469,0.30733775538744684,0.28511392493036103,0.36
mfeat_morphological__seed1__all_three__XGBoost__random_oversample,mfeat_morphological,1,all_three,0.2,0.2,0.8,XGBoost,random_oversample,0.6722,205,300,5,41,41,True,0.272,0.27199999999999996,0.2551698925199069,0.2551698925199069,0.22968787755136036,0.26
mfeat_morphological__seed1__all_three__LightGBM__none,mfeat_morphological,1,all_three,0.2,0.2,0.8,LightGBM,none,0.3732,205,300,5,41,41,True,0.234,0.23399999999999999,0.21573083362395512,0.21573083362395507,0.2066502071198774,0.28
mfeat_morphological__seed1__all_three__LightGBM__class_weight,mfeat_morphological,1,all_three,0.2,0.2,0.8,LightGBM,class_weight,0.4001,205,300,5,41,41,True,0.276,0.276,0.264426753824143,0.26442675382414305,0.24216139987297475,0.26
mfeat_morphological__seed1__all_three__LightGBM__random_oversample,mfeat_morphological,1,all_three,0.2,0.2,0.8,LightGBM,random_oversample,0.9157,205,300,5,41,41,True,0.248,0.248,0.2329833558302321,0.23298335583023208,0.21551695767007176,0.2
mfeat_morphological__seed2__clean__LogisticRegression__none,mfeat_morphological,2,clean,0.0,0.0,natural,LogisticRegression,none,0.0464,1500,0,4,1350,1350,True,0.722,0.7219999999999999,0.7203833561190487,0.7203833561190486,0.6922288092617025,0.86
mfeat_morphological__seed2__clean__LogisticRegression__class_weight,mfeat_morphological,2,clean,0.0,0.0,natural,LogisticRegression,class_weight,0.0462,1500,0,4,1350,1350,True,0.722,0.7219999999999999,0.7203833561190487,0.7203833561190486,0.6922288092617025,0.86
mfeat_morphological__seed2__clean__LogisticRegression__random_oversample,mfeat_morphological,2,clean,0.0,0.0,natural,LogisticRegression,random_oversample,0.0458,1500,0,4,1350,1350,True,0.722,0.7219999999999999,0.7203833561190487,0.7203833561190486,0.6922288092617025,0.86
mfeat_morphological__seed2__clean__RandomForest__none,mfeat_morphological,2,clean,0.0,0.0,natural,RandomForest,none,0.4709,1500,0,4,1350,1350,True,0.686,0.686,0.6836719194564609,0.683671919456461,0.6513688146425748,0.9
mfeat_morphological__seed2__clean__RandomForest__class_weight,mfeat_morphological,2,clean,0.0,0.0,natural,RandomForest,class_weight,0.4621,1500,0,4,1350,1350,True,0.686,0.686,0.6836719194564609,0.683671919456461,0.6513688146425748,0.9
mfeat_morphological__seed2__clean__RandomForest__random_oversample,mfeat_morphological,2,clean,0.0,0.0,natural,RandomForest,random_oversample,0.4467,1500,0,4,1350,1350,True,0.69,0.6900000000000001,0.6887813418828457,0.6887813418828456,0.655739188240439,0.86
mfeat_morphological__seed2__clean__XGBoost__none,mfeat_morphological,2,clean,0.0,0.0,natural,XGBoost,none,0.958,1500,0,4,1350,1350,True,0.684,0.684,0.6829036822595934,0.6829036822595935,0.6493132455444652,0.88
mfeat_morphological__seed2__clean__XGBoost__class_weight,mfeat_morphological,2,clean,0.0,0.0,natural,XGBoost,class_weight,0.9703,1500,0,4,1350,1350,True,0.684,0.684,0.6829036822595934,0.6829036822595935,0.6493132455444652,0.88
mfeat_morphological__seed2__clean__XGBoost__random_oversample,mfeat_morphological,2,clean,0.0,0.0,natural,XGBoost,random_oversample,0.9372,1500,0,4,1350,1350,True,0.682,0.6819999999999999,0.6809032263886511,0.6809032263886512,0.6471097290033316,0.88
mfeat_morphological__seed2__clean__LightGBM__none,mfeat_morphological,2,clean,0.0,0.0,natural,LightGBM,none,1.1774,1500,0,4,1350,1350,True,0.664,0.664,0.6626316059158127,0.6626316059158126,0.6268115465232483,0.86
mfeat_morphological__seed2__clean__LightGBM__class_weight,mfeat_morphological,2,clean,0.0,0.0,natural,LightGBM,class_weight,1.323,1500,0,4,1350,1350,True,0.664,0.664,0.6626316059158127,0.6626316059158126,0.6268115465232483,0.86
mfeat_morphological__seed2__clean__LightGBM__random_oversample,mfeat_morphological,2,clean,0.0,0.0,natural,LightGBM,random_oversample,1.3813,1500,0,4,1350,1350,True,0.664,0.664,0.6626316059158127,0.6626316059158126,0.6268115465232483,0.86
mfeat_morphological__seed2__noise_only__LogisticRegression__none,mfeat_morphological,2,noise_only,0.2,0.0,natural,LogisticRegression,none,0.0466,1500,300,1,1341,1341,True,0.706,0.7060000000000001,0.6959522212654086,0.6959522212654086,0.6755679043165822,0.82
mfeat_morphological__seed2__noise_only__LogisticRegression__class_weight,mfeat_morphological,2,noise_only,0.2,0.0,natural,LogisticRegression,class_weight,0.0465,1500,300,1,1341,1341,True,0.716,0.716,0.7108482107471832,0.7108482107471831,0.6860807927549485,0.8
mfeat_morphological__seed2__noise_only__LogisticRegression__random_oversample,mfeat_morphological,2,noise_only,0.2,0.0,natural,LogisticRegression,random_oversample,0.0456,1500,300,1,1341,1341,True,0.708,0.708,0.700867887610563,0.7008678876105627,0.6772402165786547,0.82
mfeat_morphological__seed2__noise_only__RandomForest__none,mfeat_morphological,2,noise_only,0.2,0.0,natural,RandomForest,none,0.4693,1500,300,1,1341,1341,True,0.674,0.674,0.6676409282300286,0.6676409282300287,0.6382630421604106,0.88
mfeat_morphological__seed2__noise_only__RandomForest__class_weight,mfeat_morphological,2,noise_only,0.2,0.0,natural,RandomForest,class_weight,0.4799,1500,300,1,1341,1341,True,0.664,0.664,0.6583934149858736,0.6583934149858736,0.6272104848436134,0.86
mfeat_morphological__seed2__noise_only__RandomForest__random_oversample,mfeat_morphological,2,noise_only,0.2,0.0,natural,RandomForest,random_oversample,0.4819,1500,300,1,1341,1341,True,0.66,0.66,0.6527570548128812,0.6527570548128812,0.6227815929048406,0.86
mfeat_morphological__seed2__noise_only__XGBoost__none,mfeat_morphological,2,noise_only,0.2,0.0,natural,XGBoost,none,0.9084,1500,300,1,1341,1341,True,0.676,0.6759999999999999,0.6729249490241701,0.67292494902417,0.6403273621101193,0.88
mfeat_morphological__seed2__noise_only__XGBoost__class_weight,mfeat_morphological,2,noise_only,0.2,0.0,natural,XGBoost,class_weight,1.0333,1500,300,1,1341,1341,True,0.674,0.674,0.670992589496972,0.6709925894969719,0.6380500705760849,0.88
mfeat_morphological__seed2__noise_only__XGBoost__random_oversample,mfeat_morphological,2,noise_only,0.2,0.0,natural,XGBoost,random_oversample,1.0704,1500,300,1,1341,1341,True,0.676,0.6759999999999999,0.67251765540033,0.67251765540033,0.6404555971390302,0.88
mfeat_morphological__seed2__noise_only__LightGBM__none,mfeat_morphological,2,noise_only,0.2,0.0,natural,LightGBM,none,1.3552,1500,300,1,1341,1341,True,0.626,0.626,0.6213392952975922,0.6213392952975921,0.5847589994427993,0.84
mfeat_morphological__seed2__noise_only__LightGBM__class_weight,mfeat_morphological,2,noise_only,0.2,0.0,natural,LightGBM,class_weight,1.5393,1500,300,1,1341,1341,True,0.624,0.6239999999999999,0.6206115287395655,0.6206115287395655,0.5824008525445197,0.84
mfeat_morphological__seed2__noise_only__LightGBM__random_oversample,mfeat_morphological,2,noise_only,0.2,0.0,natural,LightGBM,random_oversample,1.3097,1500,300,1,1341,1341,True,0.632,0.6319999999999999,0.625091877930148,0.625091877930148,0.5917426402560884,0.86
mfeat_morphological__seed2__missing_only__LogisticRegression__none,mfeat_morphological,2,missing_only,0.0,0.2,natural,LogisticRegression,none,0.036,1500,0,4,1350,1350,True,0.604,0.6040000000000001,0.6023514029818606,0.6023514029818606,0.5614642115648749,0.76
mfeat_morphological__seed2__missing_only__LogisticRegression__class_weight,mfeat_morphological,2,missing_only,0.0,0.2,natural,LogisticRegression,class_weight,0.0458,1500,0,4,1350,1350,True,0.604,0.6040000000000001,0.6023514029818606,0.6023514029818606,0.5614642115648749,0.76
mfeat_morphological__seed2__missing_only__LogisticRegression__random_oversample,mfeat_morphological,2,missing_only,0.0,0.2,natural,LogisticRegression,random_oversample,0.036,1500,0,4,1350,1350,True,0.604,0.6040000000000001,0.6023514029818606,0.6023514029818606,0.5614642115648749,0.76
mfeat_morphological__seed2__missing_only__RandomForest__none,mfeat_morphological,2,missing_only,0.0,0.2,natural,RandomForest,none,0.4656,1500,0,4,1350,1350,True,0.654,0.654,0.653144604088258,0.6531446040882579,0.616037622489124,0.82
mfeat_morphological__seed2__missing_only__RandomForest__class_weight,mfeat_morphological,2,missing_only,0.0,0.2,natural,RandomForest,class_weight,0.4487,1500,0,4,1350,1350,True,0.654,0.654,0.653144604088258,0.6531446040882579,0.616037622489124,0.82
mfeat_morphological__seed2__missing_only__RandomForest__random_oversample,mfeat_morphological,2,missing_only,0.0,0.2,natural,RandomForest,random_oversample,0.457,1500,0,4,1350,1350,True,0.65,0.6500000000000001,0.6476587045290799,0.6476587045290798,0.6117585583284136,0.8
mfeat_morphological__seed2__missing_only__XGBoost__none,mfeat_morphological,2,missing_only,0.0,0.2,natural,XGBoost,none,0.8775,1500,0,4,1350,1350,True,0.642,0.6420000000000001,0.6420853359899861,0.642085335989986,0.6025168580592032,0.82
mfeat_morphological__seed2__missing_only__XGBoost__class_weight,mfeat_morphological,2,missing_only,0.0,0.2,natural,XGBoost,class_weight,0.9399,1500,0,4,1350,1350,True,0.642,0.6420000000000001,0.6420853359899861,0.642085335989986,0.6025168580592032,0.82
mfeat_morphological__seed2__missing_only__XGBoost__random_oversample,mfeat_morphological,2,missing_only,0.0,0.2,natural,XGBoost,random_oversample,0.8906,1500,0,4,1350,1350,True,0.64,0.64,0.6395894589401816,0.6395894589401817,0.6003042312352737,0.82
mfeat_morphological__seed2__missing_only__LightGBM__none,mfeat_morphological,2,missing_only,0.0,0.2,natural,LightGBM,none,1.4112,1500,0,4,1350,1350,True,0.618,0.618,0.6189051524787297,0.6189051524787296,0.5757526246246842,0.78
mfeat_morphological__seed2__missing_only__LightGBM__class_weight,mfeat_morphological,2,missing_only,0.0,0.2,natural,LightGBM,class_weight,0.9641,1500,0,4,1350,1350,True,0.618,0.618,0.6189051524787297,0.6189051524787296,0.5757526246246842,0.78
mfeat_morphological__seed2__missing_only__LightGBM__random_oversample,mfeat_morphological,2,missing_only,0.0,0.2,natural,LightGBM,random_oversample,1.3887,1500,0,4,1350,1350,True,0.618,0.618,0.6189051524787297,0.6189051524787296,0.5757526246246842,0.78
