dataset_name,seed,label_noise,imbalance_level,original_train_rows,original_minority_count,post_imbalance_rows,clean_minority_retained_count,clean_minority_retention_rate,mislabeled_retained_count,mislabeled_retained_ratio,minority_mislabeled_retained_count,effective_clean_minority_ratio,observed_majority_ratio_after,observed_minority_count_after
electricity,1,0.2,0.8,15000,6368,10280,2818,0.4425251256281407,1830,0.17801556420233464,1296,0.27412451361867707,0.8,2056
electricity,1,0.2,0.9,15000,6368,9138,1982,0.31124371859296485,1524,0.16677609980302036,1296,0.21689647625300942,0.8999781133727293,914
electricity,1,0.3,0.7,15000,6368,11457,4094,0.6429020100502513,3231,0.2820109976433621,1944,0.3573361263856158,0.7000087282883827,3437
electricity,1,0.3,0.8,15000,6368,10025,3196,0.5018844221105527,2697,0.26902743142144636,1944,0.31880299251870325,0.8,2005
electricity,1,0.3,0.9,15000,6368,8911,2517,0.3952575376884422,2262,0.25384356413421616,1944,0.2824598810458983,0.9000112220850635,891
electricity,2,0.1,0.7,15000,6368,12020,3791,0.5953203517587939,1097,0.09126455906821963,641,0.3153910149750416,0.7,3606
electricity,2,0.1,0.8,15000,6368,10518,2472,0.38819095477386933,914,0.08689864993344742,641,0.23502567027952082,0.7999619699562655,2104
electricity,2,0.1,0.9,15000,6368,9349,1456,0.228643216080402,761,0.08139908011552037,641,0.1557385816664884,0.8999893036688416,935
electricity,2,0.2,0.7,15000,6368,11697,3921,0.6157349246231156,2144,0.1832948619304095,1278,0.335214157476276,0.7000085492006497,3509
electricity,2,0.2,0.8,15000,6368,10235,2800,0.4396984924623116,1803,0.17616023448949683,1278,0.27357107962872496,0.8,2047
electricity,2,0.2,0.9,15000,6368,9098,1951,0.3063756281407035,1515,0.16652011431083755,1278,0.21444273466695976,0.8999780171466256,910
electricity,2,0.3,0.7,15000,6368,11343,4069,0.6389761306532663,3142,0.27699903023891387,1904,0.3587234417702548,0.699991183990126,3403
electricity,2,0.3,0.8,15000,6368,9925,3148,0.4943467336683417,2645,0.2664987405541562,1904,0.31717884130982366,0.8,1985
electricity,2,0.3,0.9,15000,6368,8822,2463,0.3867776381909548,2227,0.2524370890954432,1904,0.27918839265472684,0.9000226705962366,882
electricity,3,0.1,0.7,15000,6368,11943,3728,0.585427135678392,1083,0.09068073348404923,614,0.3121493762036339,0.6999916268944152,3583
electricity,3,0.1,0.8,15000,6368,10450,2403,0.37735552763819097,915,0.08755980861244018,614,0.22995215311004785,0.8,2090
electricity,3,0.1,0.9,15000,6368,9289,1418,0.22267587939698494,739,0.07955646463559048,614,0.15265367639143074,0.8999892345785337,929
electricity,3,0.2,0.7,15000,6368,11686,3891,0.6110238693467337,2163,0.18509327400308062,1274,0.332962519253808,0.6999828855040219,3506
electricity,3,0.2,0.8,15000,6368,10225,2801,0.43985552763819097,1792,0.17525672371638143,1274,0.2739364303178484,0.8,2045
electricity,3,0.2,0.9,15000,6368,9089,1973,0.30983040201005024,1484,0.16327428760039608,1274,0.21707558587303333,0.8999889976895148,909
electricity,3,0.3,0.7,15000,6368,11374,4080,0.6407035175879398,3162,0.2780024617548795,1915,0.3587128538772639,0.7000175839634254,3412
electricity,3,0.3,0.8,15000,6368,9952,3178,0.49905778894472363,2642,0.2654742765273312,1915,0.31933279742765275,0.800040192926045,1990
electricity,3,0.3,0.9,15000,6368,8847,2464,0.3869346733668342,2251,0.2544365321577936,1915,0.2785124901096417,0.8999660902000678,885
electricity,4,0.1,0.7,15000,6368,11997,3796,0.5961055276381909,1069,0.08910560973576727,633,0.31641243644244393,0.7000083354171877,3599
electricity,4,0.1,0.8,15000,6368,10498,2461,0.386463567839196,905,0.08620689655172414,633,0.23442560487711944,0.7999618975042865,2100
electricity,4,0.1,0.9,15000,6368,9331,1433,0.22503140703517588,766,0.08209195155931841,633,0.15357410781266745,0.9000107169649555,933
electricity,4,0.2,0.7,15000,6368,11691,3898,0.6121231155778895,2161,0.18484304165597468,1276,0.33341886921563596,0.7000256607646907,3507
electricity,4,0.2,0.8,15000,6368,10230,2823,0.4433103015075377,1775,0.17350928641251223,1276,0.2759530791788856,0.8,2046
electricity,4,0.2,0.9,15000,6368,9093,1964,0.3084170854271357,1497,0.16463213460903992,1276,0.21599032222588804,0.9000329924117453,909
electricity,4,0.3,0.7,15000,6368,11371,4089,0.6421168341708543,3150,0.2770204907220121,1914,0.35959897986105005,0.7000263829038783,3411
electricity,4,0.3,0.8,15000,6368,9950,3186,0.5003140703517588,2632,0.26452261306532665,1914,0.3202010050251256,0.8,1990
electricity,4,0.3,0.9,15000,6368,8844,2442,0.38347989949748745,2270,0.2566711895070104,1914,0.27611940298507465,0.9000452284034374,884
eucalyptus,0,0.1,0.7,552,79,223,12,0.1518987341772152,19,0.08520179372197309,2,0.053811659192825115,0.6995515695067265,14
eucalyptus,0,0.1,0.8,552,79,195,7,0.08860759493670886,13,0.06666666666666667,1,0.035897435897435895,0.8,7
eucalyptus,0,0.1,0.9,552,79,173,4,0.05063291139240506,11,0.06358381502890173,1,0.023121387283236993,0.9017341040462428,4
eucalyptus,0,0.2,0.7,552,79,206,9,0.11392405063291139,31,0.15048543689320387,3,0.043689320388349516,0.6990291262135923,8
eucalyptus,0,0.2,0.8,552,79,180,9,0.11392405063291139,28,0.15555555555555556,3,0.05,0.8,7
eucalyptus,0,0.2,0.9,552,79,160,5,0.06329113924050633,23,0.14375,3,0.03125,0.9,2
eucalyptus,0,0.3,0.7,552,79,226,15,0.189873417721519,57,0.252212389380531,8,0.06637168141592921,0.6991150442477876,13
eucalyptus,0,0.3,0.8,552,79,198,14,0.17721518987341772,49,0.2474747474747475,7,0.0707070707070707,0.797979797979798,8
eucalyptus,0,0.3,0.9,552,79,176,8,0.10126582278481013,42,0.23863636363636365,7,0.045454545454545456,0.8977272727272727,2
eucalyptus,1,0.1,0.7,552,79,220,9,0.11392405063291139,16,0.07272727272727272,1,0.04090909090909091,0.7,9
eucalyptus,1,0.1,0.8,552,79,192,7,0.08860759493670886,13,0.06770833333333333,1,0.036458333333333336,0.8020833333333334,7
eucalyptus,1,0.1,0.9,552,79,171,5,0.06329113924050633,12,0.07017543859649122,1,0.029239766081871343,0.9005847953216374,3
eucalyptus,1,0.2,0.7,552,79,207,16,0.20253164556962025,36,0.17391304347826086,8,0.07729468599033816,0.7004830917874396,11
eucalyptus,1,0.2,0.8,552,79,181,11,0.13924050632911392,29,0.16022099447513813,8,0.06077348066298342,0.8011049723756906,4
eucalyptus,1,0.2,0.9,552,79,161,11,0.13924050632911392,27,0.16770186335403728,8,0.06832298136645963,0.9006211180124224,3
eucalyptus,1,0.3,0.7,552,79,193,16,0.20253164556962025,45,0.23316062176165803,8,0.08290155440414508,0.6994818652849741,12
eucalyptus,1,0.3,0.8,552,79,169,11,0.13924050632911392,35,0.20710059171597633,5,0.0650887573964497,0.7988165680473372,5
eucalyptus,1,0.3,0.9,552,79,150,7,0.08860759493670886,32,0.21333333333333335,6,0.04666666666666667,0.9,2
eucalyptus,2,0.1,0.7,552,79,220,20,0.25316455696202533,18,0.08181818181818182,4,0.09090909090909091,0.7,13
eucalyptus,2,0.1,0.8,552,79,192,8,0.10126582278481013,18,0.09375,2,0.041666666666666664,0.8020833333333334,4
eucalyptus,2,0.1,0.9,552,79,171,5,0.06329113924050633,12,0.07017543859649122,2,0.029239766081871343,0.9005847953216374,1
eucalyptus,2,0.2,0.7,552,79,214,21,0.26582278481012656,38,0.17757009345794392,9,0.09813084112149532,0.7009345794392523,9
eucalyptus,2,0.2,0.8,552,79,188,15,0.189873417721519,27,0.14361702127659576,9,0.0797872340425532,0.7978723404255319,7
eucalyptus,2,0.2,0.9,552,79,167,9,0.11392405063291139,27,0.16167664670658682,7,0.05389221556886228,0.8982035928143712,2
eucalyptus,2,0.3,0.7,552,79,189,15,0.189873417721519,40,0.21164021164021163,7,0.07936507936507936,0.6984126984126984,8
eucalyptus,2,0.3,0.8,552,79,165,11,0.13924050632911392,32,0.19393939393939394,5,0.06666666666666667,0.8,6
eucalyptus,2,0.3,0.9,552,79,147,7,0.08860759493670886,26,0.17687074829931973,5,0.047619047619047616,0.8979591836734694,2
eucalyptus,3,0.1,0.7,552,79,227,12,0.1518987341772152,21,0.09251101321585903,5,0.05286343612334802,0.7004405286343612,7
