label_noise,imbalance_level,clean_minority_retention_rate,effective_clean_minority_ratio,mislabeled_retained_ratio,minority_mislabeled_retained_count
0.1,0.7,0.6821732593649337,0.16820402502122622,0.09293797182845534,52.27
0.1,0.8,0.5273693804601665,0.13064329649748727,0.0860004848971954,51.87
0.1,0.9,0.2995385845998552,0.0828897403254319,0.06963287150717379,51.77
0.2,0.7,0.6638461543326794,0.16992476974647475,0.1817091251976551,104.21
0.2,0.8,0.4765038957968193,0.13579347277545334,0.15777877273930976,103.68
0.2,0.9,0.30232879077088026,0.10149420432689478,0.1266599306854623,103.37
0.3,0.7,0.6360325003802627,0.17933406476719407,0.26661772779717374,156.7
0.3,0.8,0.47917497661582525,0.15899682677523583,0.22993040704131493,156.08
0.3,0.9,0.3532265468534886,0.13656103008436676,0.19523674322994844,155.52
