combination,dataset_name,model_name,seed,label_noise,missing_rate,imbalance_level,metric,p_clean,actual_drop,expected_drop,interaction,bounded_interaction,relative_clean_interaction,pure_three_way_residual
all_three_excess_over_singles,breast_w,HistGradientBoosting,2,0.2,0.2,0.8,macro_f1,0.9681690858161448,0.13823711302702912,0.16509321845525726,-0.02685610542822814,-0.02685610542822814,-0.02717764177579715,-0.05323421292680086
noise_missing,breast_w,XGBoost,2,0.2,0.2,natural,macro_f1,0.967902864898573,0.14600984216873014,0.10187299767646163,0.04413684449226851,0.04413684449226851,0.04467731197115214,
noise_imbalance,breast_w,XGBoost,2,0.2,0.0,0.8,macro_f1,0.967902864898573,0.14186604434904826,0.10852322324980268,0.03334282109924558,0.03334282109924558,0.03375111287147533,
missing_imbalance,breast_w,XGBoost,2,0.0,0.2,0.8,macro_f1,0.967902864898573,0.006930518779037054,0.0072108119847330565,-0.0002802932056960028,-0.0002802932056960028,-0.00028372547105102303,
all_three_excess_over_singles,breast_w,XGBoost,2,0.2,0.2,0.8,macro_f1,0.967902864898573,0.16885430846812688,0.10880351645549868,0.060050792012628196,0.060050792012628196,0.060786130040015166,-0.017148580373189892
noise_missing,breast_w,LightGBM,2,0.2,0.2,natural,macro_f1,0.9746376811594204,0.10944564858541361,0.09089294987447616,0.018552698710937454,0.018552698710937454,0.018652720545747986,
noise_imbalance,breast_w,LightGBM,2,0.2,0.0,0.8,macro_f1,0.9746376811594204,0.19857988962175277,0.10435076155739498,0.09422912806435779,0.09422912806435779,0.09473713880869426,
missing_imbalance,breast_w,LightGBM,2,0.0,0.2,0.8,macro_f1,0.9746376811594204,0.040925559947299184,0.01387285839685004,0.027052701550449143,0.027052701550449143,0.02719854884133747,
all_three_excess_over_singles,breast_w,LightGBM,2,0.2,0.2,0.8,macro_f1,0.9746376811594204,0.16478617808082574,0.10455828491436059,0.06022789316646515,0.06022789316646515,0.060552595490107754,-0.07960663515927924
noise_missing,breast_w,LogisticRegression,3,0.2,0.2,natural,macro_f1,0.937553525549529,-0.01823701182100046,-0.012376343178986837,-0.005860668642013622,-0.005860668642013622,-0.0061204606172279,
noise_imbalance,breast_w,LogisticRegression,3,0.2,0.0,0.8,macro_f1,0.937553525549529,0.13524399875148696,0.001945087711701765,0.1332989110397852,0.1332989110397852,0.13920779098305391,
missing_imbalance,breast_w,LogisticRegression,3,0.0,0.2,0.8,macro_f1,0.937553525549529,0.0004669566683095372,-0.011365168803904147,0.011832125472213684,0.011832125472213684,0.012356620446280914,
all_three_excess_over_singles,breast_w,LogisticRegression,3,0.2,0.2,0.8,macro_f1,0.937553525549529,0.22973348132769777,-0.01089821213559461,0.24063169346329238,0.24063169346329238,0.2512984256678462,0.10136132559330713
noise_missing,breast_w,LinearSVM,3,0.2,0.2,natural,macro_f1,0.937553525549529,-0.01823701182100046,-0.012376343178986837,-0.005860668642013622,-0.005860668642013622,-0.0061204606172279,
noise_imbalance,breast_w,LinearSVM,3,0.2,0.0,0.8,macro_f1,0.937553525549529,0.12663264788995454,-0.004204674599593061,0.1308373224895476,0.1308373224895476,0.13663708502818322,
missing_imbalance,breast_w,LinearSVM,3,0.0,0.2,0.8,macro_f1,0.937553525549529,0.0004669566683095372,-0.017514931115198973,0.01798188778350851,0.01798188778350851,0.018778989689572614,
all_three_excess_over_singles,breast_w,LinearSVM,3,0.2,0.2,0.8,macro_f1,0.937553525549529,0.22973348132769777,-0.017047974446889436,0.2467814557745872,0.2467814557745872,0.2577207949111379,0.10382291414354472
noise_missing,breast_w,KNN,3,0.2,0.2,natural,macro_f1,0.944,0.09847900850958646,-1.1102230246251565e-16,0.09847900850958657,0.09847900850958657,0.10215664783152134,
noise_imbalance,breast_w,KNN,3,0.2,0.0,0.8,macro_f1,0.944,0.15349432404540764,0.007169082125603743,0.1463252419198039,0.1463252419198039,0.15178967004129035,
missing_imbalance,breast_w,KNN,3,0.0,0.2,0.8,macro_f1,0.944,-0.0056692551049756235,-0.017719806763285106,0.012050551658309483,0.012050551658309483,0.012500572259657141,
all_three_excess_over_singles,breast_w,KNN,3,0.2,0.2,0.8,macro_f1,0.944,0.19125731382978717,-0.005275362318840737,0.1965326761486279,0.1965326761486279,0.20387207069359742,-0.06032212593907205
noise_missing,breast_w,DecisionTree,3,0.2,0.2,natural,macro_f1,0.9250642306594348,0.12763184088778368,0.12343255839642087,0.00419928249136281,0.00419928249136281,0.004443383163949278,
noise_imbalance,breast_w,DecisionTree,3,0.2,0.0,0.8,macro_f1,0.9250642306594348,0.140369348769671,0.11275744018314249,0.02761190858652851,0.02761190858652851,0.029216965038727397,
missing_imbalance,breast_w,DecisionTree,3,0.0,0.2,0.8,macro_f1,0.9250642306594348,0.028217782088848287,-0.024605129405972925,0.05282291149482121,0.05282291149482121,0.055893461821069156,
all_three_excess_over_singles,breast_w,DecisionTree,3,0.2,0.2,0.8,macro_f1,0.9250642306594348,0.22427624374299115,0.10579243458679521,0.11848380915619594,0.11848380915619594,0.12537117088171015,0.03384970658348341
noise_missing,breast_w,RandomForest,3,0.2,0.2,natural,macro_f1,0.9567458776173158,0.037634766506204564,0.058926681541602854,-0.02129191503539829,-0.02129191503539829,-0.02179882764116498,
noise_imbalance,breast_w,RandomForest,3,0.2,0.0,0.8,macro_f1,0.9567458776173158,0.14928081914374103,0.08417077503969306,0.06511004410404797,0.06511004410404797,0.0666601678042175,
missing_imbalance,breast_w,RandomForest,3,0.0,0.2,0.8,macro_f1,0.9567458776173158,0.013155032017229784,0.013140610637483396,1.4421379746387686e-05,1.4421379746387686e-05,1.4764720360599169e-05,
all_three_excess_over_singles,breast_w,RandomForest,3,0.2,0.2,0.8,macro_f1,0.9567458776173158,0.18074587761731575,0.07811903360938965,0.1026268440079261,0.1026268440079261,0.10507015832846421,0.05879429355953003
noise_missing,breast_w,ExtraTrees,3,0.2,0.2,natural,macro_f1,0.9567458776173158,0.03064790464434275,0.03607241107216819,-0.005424506427825437,-0.005424506427825437,-0.005553651724702474,
noise_imbalance,breast_w,ExtraTrees,3,0.2,0.0,0.8,macro_f1,0.9567458776173158,0.15179231724579878,0.03607241107216819,0.1157199061736306,0.1157199061736306,0.11847493685452654,
missing_imbalance,breast_w,ExtraTrees,3,0.0,0.2,0.8,macro_f1,0.9567458776173158,0.013155032017229784,0.01269810444098085,0.0004569275762489333,0.0004569275762489333,0.00046780599408678057,
all_three_excess_over_singles,breast_w,ExtraTrees,3,0.2,0.2,0.8,macro_f1,0.9567458776173158,0.20323466992284112,0.04242146329265861,0.1608132066301825,0.1608132066301825,0.16464180736802486,0.050060879308128414
noise_missing,breast_w,HistGradientBoosting,3,0.2,0.2,natural,macro_f1,0.944,0.0813822437910362,0.0599126963020139,0.0214695474890223,0.0214695474890223,0.022271314822637243,
noise_imbalance,breast_w,HistGradientBoosting,3,0.2,0.0,0.8,macro_f1,0.944,0.1476236702127659,0.0669382345549967,0.0806854356577692,0.0806854356577692,0.08369858470722946,
missing_imbalance,breast_w,HistGradientBoosting,3,0.0,0.2,0.8,macro_f1,0.944,0.020086956521739197,0.019918487153924747,0.00016846936781445,0.00016846936781445,0.00017476075499424273,
all_three_excess_over_singles,breast_w,HistGradientBoosting,3,0.2,0.2,0.8,macro_f1,0.944,0.17363139687462714,0.07338470900546767,0.10024668786915947,0.10024668786915947,0.10399034011323596,-0.0020767646454464828
noise_missing,breast_w,XGBoost,3,0.2,0.2,natural,macro_f1,0.944,0.05724417601380494,0.04114768397426427,0.016096492039540666,0.016096492039540666,0.01669760585014592,
noise_imbalance,breast_w,XGBoost,3,0.2,0.0,0.8,macro_f1,0.944,0.13904643962848295,0.06023464691688707,0.07881179271159588,0.07881179271159588,0.08175497169252685,
missing_imbalance,breast_w,XGBoost,3,0.0,0.2,0.8,macro_f1,0.944,0.013472012703453773,0.019905271742450714,-0.006433259038996941,-0.006433259038996941,-0.0066735052271752505,
all_three_excess_over_singles,breast_w,XGBoost,3,0.2,0.2,0.8,macro_f1,0.944,0.17075736961451238,0.06064380131680103,0.11011356829771135,0.11011356829771135,0.1142256932548873,0.02163854258557174
noise_missing,breast_w,LightGBM,3,0.2,0.2,natural,macro_f1,0.9503968253968254,0.08201818566329155,0.053831111702560164,0.02818707396073139,0.02818707396073139,0.029046956073052712,
noise_imbalance,breast_w,LightGBM,3,0.2,0.0,0.8,macro_f1,0.9503968253968254,0.13699459442569673,0.0667873632609639,0.07020723116473282,0.07020723116473282,0.0723489909769881,
missing_imbalance,breast_w,LightGBM,3,0.0,0.2,0.8,macro_f1,0.9503968253968254,0.007237563063287378,0.013664261472808081,-0.006426698409520704,-0.006426698409520704,-0.006622752920582389,
all_three_excess_over_singles,breast_w,LightGBM,3,0.2,0.2,0.8,macro_f1,0.9503968253968254,0.1498779778672471,0.06714136821816608,0.08273660964908103,0.08273660964908103,0.0852605938969838,-0.009230997066862479
noise_missing,breast_w,LogisticRegression,4,0.2,0.2,natural,macro_f1,0.9427043544690604,0.006110151570509648,0.006969796108815873,-0.0008596445383062257,-0.0008596445383062257,-0.0008929475952981712,
noise_imbalance,breast_w,LogisticRegression,4,0.2,0.0,0.8,macro_f1,0.9427043544690604,0.11277238167994474,0.027252748436930596,0.08551963324301415,0.08551963324301415,0.08883270637139576,
missing_imbalance,breast_w,LogisticRegression,4,0.0,0.2,0.8,macro_f1,0.9427043544690604,-0.006155961135848931,0.006353151056284423,-0.012509112192133354,-0.012509112192133354,-0.012993721420354678,
all_three_excess_over_singles,breast_w,LogisticRegression,4,0.2,0.2,0.8,macro_f1,0.9427043544690604,0.16706332882803487,0.020287847801015446,0.14677548102701943,0.14677548102701943,0.1524616361665543,0.07462460451444486
noise_missing,breast_w,LinearSVM,4,0.2,0.2,natural,macro_f1,0.9492753623188406,0.0126811594202898,0.02011181180837618,-0.007430652388086378,-0.007430652388086378,-0.007666193402780504,
noise_imbalance,breast_w,LinearSVM,4,0.2,0.0,0.8,macro_f1,0.9492753623188406,0.12754845632478973,0.033705672407215004,0.09384278391757472,0.09384278391757472,0.09681746546520119,
missing_imbalance,breast_w,LinearSVM,4,0.0,0.2,0.8,macro_f1,0.9492753623188406,0.006571007849780153,0.01280607502656883,-0.006235067176788678,-0.006235067176788678,-0.006432709856435687,
all_three_excess_over_singles,breast_w,LinearSVM,4,0.2,0.2,0.8,macro_f1,0.9492753623188406,0.1646005776440559,0.03331177962108001,0.13128879802297588,0.13128879802297588,0.1354504644674841,0.051111733670276216
noise_missing,breast_w,KNN,4,0.2,0.2,natural,macro_f1,0.9619565217391304,0.04405980947957555,0.04969830318906221,-0.005638493709486658,-0.005638493709486658,-0.005742101187433834,
noise_imbalance,breast_w,KNN,4,0.2,0.0,0.8,macro_f1,0.9619565217391304,0.18893447245248973,0.05015321105353976,0.13878126139894997,0.13878126139894997,0.14133137091768208,
missing_imbalance,breast_w,KNN,4,0.0,0.2,0.8,macro_f1,0.9619565217391304,0.040738034344172336,0.03804942667566236,0.002688607668509979,0.002688607668509979,0.0027380109088213206,
all_three_excess_over_singles,breast_w,KNN,4,0.2,0.2,0.8,macro_f1,0.9619565217391304,0.19161531439004897,0.06895047045913216,0.12266484393091681,0.12266484393091681,0.1249188138326804,-0.013166531427056483
noise_missing,breast_w,DecisionTree,4,0.2,0.2,natural,macro_f1,0.9028677150786308,0.17763220266070334,0.061713848215962375,0.11591835444474097,0.11591835444474097,0.1256066850652202,
noise_imbalance,breast_w,DecisionTree,4,0.2,0.0,0.8,macro_f1,0.9028677150786308,0.15456839535073974,0.05197631694262017,0.10259207840811957,0.10259207840811957,0.11116661329882847,
missing_imbalance,breast_w,DecisionTree,4,0.0,0.2,0.8,macro_f1,0.9028677150786308,-0.02651858769823001,-0.013016616012948456,-0.013501971685281555,-0.013501971685281555,-0.014630451867233378,
all_three_excess_over_singles,breast_w,DecisionTree,4,0.2,0.2,0.8,macro_f1,0.9028677150786308,0.19865011356925621,0.050336774572817045,0.14831333899643917,0.14831333899643917,0.16070920736868824,-0.05669512217113981
noise_missing,breast_w,RandomForest,4,0.2,0.2,natural,macro_f1,0.9500428204396232,0.07814069767480047,0.050259711879041546,0.027880985795758928,0.027880985795758928,0.0287420155154834,
noise_imbalance,breast_w,RandomForest,4,0.2,0.0,0.8,macro_f1,0.9500428204396232,0.22878921503258887,0.04414361189373894,0.18464560313884992,0.18464560313884992,0.19034788902944363,
missing_imbalance,breast_w,RandomForest,4,0.0,0.2,0.8,macro_f1,0.9500428204396232,0.0073384659705627575,0.007651016226867813,-0.0003125502563050553,-0.0003125502563050553,-0.00032220253551632654,
all_three_excess_over_singles,breast_w,RandomForest,4,0.2,0.2,0.8,macro_f1,0.9500428204396232,0.22476809516489793,0.05102716999982415,0.17374092516507378,0.17374092516507378,0.1791064492249264,-0.03847311351323002
noise_missing,breast_w,ExtraTrees,4,0.2,0.2,natural,macro_f1,0.9561262132445112,0.05402831114660922,0.05006298549523358,0.00396532565137564,0.00396532565137564,0.0040623083342833655,
noise_imbalance,breast_w,ExtraTrees,4,0.2,0.0,0.8,macro_f1,0.9561262132445112,0.22703538022497227,0.03738182607494378,0.1896535541500285,0.1896535541500285,0.1942920409028314,
missing_imbalance,breast_w,ExtraTrees,4,0.0,0.2,0.8,macro_f1,0.9561262132445112,0.013421858775450768,0.02638286127163103,-0.012961002496180263,-0.012961002496180263,-0.013277998603376962,
all_three_excess_over_singles,breast_w,ExtraTrees,4,0.2,0.2,0.8,macro_f1,0.9561262132445112,0.24570150281980085,0.056913836420904196,0.18878766639889666,0.18878766639889666,0.19340497554244757,0.00812978909367279
noise_missing,breast_w,HistGradientBoosting,4,0.2,0.2,natural,macro_f1,0.943159262333538,0.14445592656024508,0.04980579470371982,0.09465013185652527,0.09465013185652527,0.09827048916833063,
noise_imbalance,breast_w,HistGradientBoosting,4,0.2,0.0,0.8,macro_f1,0.943159262333538,0.21044512404664428,0.05036179320474776,0.16008333084189652,0.16008333084189652,0.16620650094154454,
missing_imbalance,breast_w,HistGradientBoosting,4,0.0,0.2,0.8,macro_f1,0.943159262333538,-0.012631275036991463,0.025818548575011535,-0.038449823612003,-0.038449823612003,-0.03992052520872502,
all_three_excess_over_singles,breast_w,HistGradientBoosting,4,0.2,0.2,0.8,macro_f1,0.943159262333538,0.2579996455811008,0.06299306824173956,0.19500657733936122,0.19500657733936122,0.20246555784232417,-0.02127706174705757
noise_missing,breast_w,XGBoost,4,0.2,0.2,natural,macro_f1,0.9370865688812194,0.092642124436775,0.012022338221784667,0.08061978621499033,0.08061978621499033,0.08423458110924108,
noise_imbalance,breast_w,XGBoost,4,0.2,0.0,0.8,macro_f1,0.9370865688812194,0.21343297845568754,0.026474070675064132,0.1869589077806234,0.1869589077806234,0.19534168993633239,
missing_imbalance,breast_w,XGBoost,4,0.0,0.2,0.8,macro_f1,0.9370865688812194,0.0010111743750826907,0.014451732453279464,-0.013440558078196774,-0.013440558078196774,-0.014043199972922023,
all_three_excess_over_singles,breast_w,XGBoost,4,0.2,0.2,0.8,macro_f1,0.9370865688812194,0.26614639794104844,0.026474070675064132,0.2396723272659843,0.2396723272659843,0.25041865078740766,-0.014465808651432654
noise_missing,breast_w,LightGBM,4,0.2,0.2,natural,macro_f1,0.9365942028985508,0.10343153208890421,0.02433212297445253,0.07909940911445168,0.07909940911445168,0.08268857251567556,
noise_imbalance,breast_w,LightGBM,4,0.2,0.0,0.8,macro_f1,0.9365942028985508,0.22748516034535926,0.04528813214659855,0.1821970281987607,0.1821970281987607,0.1904642821864175,
missing_imbalance,breast_w,LightGBM,4,0.0,0.2,0.8,macro_f1,0.9365942028985508,-0.0126811594202898,0.006962723769075585,-0.019643883189365385,-0.019643883189365385,-0.020535231271361434,
all_three_excess_over_singles,breast_w,LightGBM,4,0.2,0.2,0.8,macro_f1,0.9365942028985508,0.27071953702388485,0.03829148944506333,0.23242804757882152,0.23242804757882152,0.24297455166939905,-0.00922450654502549
noise_missing,cmc,LogisticRegression,0,0.2,0.2,natural,macro_f1,0.4883441813229932,0.04827939256801167,0.004793986922449867,0.0434854056455618,0.0434854056455618,0.08554323476741425,
noise_imbalance,cmc,LogisticRegression,0,0.2,0.0,0.8,macro_f1,0.4883441813229932,0.28770926068807257,0.2660621750994481,0.021647085588624493,0.021647085588624493,0.042583521920693146,
missing_imbalance,cmc,LogisticRegression,0,0.0,0.2,0.8,macro_f1,0.4883441813229932,0.2840214063237244,0.29924694795093415,-0.015225541627209738,-0.015225541627209738,-0.02995124599948099,
all_three_excess_over_singles,cmc,LogisticRegression,0,0.2,0.2,0.8,macro_f1,0.4883441813229932,0.27745285043166223,0.28505155498641604,-0.00759870455475381,-0.00759870455475381,-0.014947952261355231,-0.05750565416173037
noise_missing,cmc,LinearSVM,0,0.2,0.2,natural,macro_f1,0.468214796575912,0.027588929929414585,-0.029009902103913077,0.05659883203332766,0.05659883203332766,0.11593018570982039,
noise_imbalance,cmc,LinearSVM,0,0.2,0.0,0.8,macro_f1,0.468214796575912,0.2683412987897008,0.2405756866108945,0.027765612178806298,0.027765612178806298,0.056871713789790994,
missing_imbalance,cmc,LinearSVM,0,0.0,0.2,0.8,macro_f1,0.468214796575912,0.26279335249499314,0.2648083810273471,-0.0020150285323539685,-0.0020150285323539685,-0.004127340151274284,
all_three_excess_over_singles,cmc,LinearSVM,0,0.2,0.2,0.8,macro_f1,0.468214796575912,0.2683412987897008,0.23818708276716427,0.03015421602253654,0.03015421602253654,0.06176424031803775,-0.05219519965724345
noise_missing,cmc,KNN,0,0.2,0.2,natural,macro_f1,0.4410705858558619,0.02500444429952431,0.03871498490464548,-0.013710540605121169,-0.013710540605121169,-0.029736315925838096,
noise_imbalance,cmc,KNN,0,0.2,0.0,0.8,macro_f1,0.4410705858558619,0.19041699108462007,0.1897441588046605,0.0006728322799595676,0.0006728322799595676,0.001459282592730619,
missing_imbalance,cmc,KNN,0,0.0,0.2,0.8,macro_f1,0.4410705858558619,0.1970401366490225,0.153096883720095,0.043943252928927506,0.043943252928927506,0.09530699696958086,
all_three_excess_over_singles,cmc,KNN,0,0.2,0.2,0.8,macro_f1,0.4410705858558619,0.1940445591966917,0.1907780137147005,0.0032665454819912065,0.0032665454819912065,0.00708469718563305,-0.0276389991217747
noise_missing,cmc,DecisionTree,0,0.2,0.2,natural,macro_f1,0.4561206209751936,0.05662959849612342,0.05039149471687554,0.006238103779247883,0.006238103779247883,0.013101939937974027,
noise_imbalance,cmc,DecisionTree,0,0.2,0.0,0.8,macro_f1,0.4561206209751936,0.09021392695158392,0.14962925909250607,-0.05941533214092215,-0.05941533214092215,-0.12479050375769746,
missing_imbalance,cmc,DecisionTree,0,0.0,0.2,0.8,macro_f1,0.4561206209751936,0.10067676051893154,0.09684400292348533,0.0038327575954462123,0.0038327575954462123,0.00804997184872172,
all_three_excess_over_singles,cmc,DecisionTree,0,0.2,0.2,0.8,macro_f1,0.4561206209751936,0.11342144929367615,0.14843237836643347,-0.035010929072757324,-0.035010929072757324,-0.07353373815451994,0.01433354169347073
noise_missing,cmc,RandomForest,0,0.2,0.2,natural,macro_f1,0.4877417921863441,0.016167871257607103,0.05712557221044745,-0.04095770095284035,-0.04095770095284035,-0.08066639694257952,
noise_imbalance,cmc,RandomForest,0,0.2,0.0,0.8,macro_f1,0.4877417921863441,0.18275511219966412,0.22269863961652087,-0.03994352741685675,-0.03994352741685675,-0.07866897708943614,
missing_imbalance,cmc,RandomForest,0,0.0,0.2,0.8,macro_f1,0.4877417921863441,0.2157515562731156,0.19181347255378106,0.023938083719334535,0.023938083719334535,0.047146175650140544,
all_three_excess_over_singles,cmc,RandomForest,0,0.2,0.2,0.8,macro_f1,0.4877417921863441,0.26052377222763246,0.2358188421903747,0.024704930037257766,0.024704930037257766,0.04865648330990827,0.08166807468762033
noise_missing,cmc,ExtraTrees,0,0.2,0.2,natural,macro_f1,0.4595031056025057,0.031661870532354974,0.04750274266727478,-0.015840872134919803,-0.015840872134919803,-0.03303601572093139,
noise_imbalance,cmc,ExtraTrees,0,0.2,0.0,0.8,macro_f1,0.4595031056025057,0.15274996098714128,0.18769432247644846,-0.034944361489307185,-0.034944361489307185,-0.07287619429575719,
missing_imbalance,cmc,ExtraTrees,0,0.0,0.2,0.8,macro_f1,0.4595031056025057,0.1708047930078368,0.15026493474578267,0.020539858262054123,0.020539858262054123,0.042835714768198134,
all_three_excess_over_singles,cmc,ExtraTrees,0,0.2,0.2,0.8,macro_f1,0.4595031056025057,0.22096427761564677,0.19273099994475296,0.028233277670893814,0.028233277670893814,0.058880281151501845,0.05847865303306668
noise_missing,cmc,HistGradientBoosting,0,0.2,0.2,natural,macro_f1,0.5213560513846794,0.09493085227156545,0.1519753903072935,-0.057044538035728065,-0.057044538035728065,-0.10537341900920781,
noise_imbalance,cmc,HistGradientBoosting,0,0.2,0.0,0.8,macro_f1,0.5213560513846794,0.20465370024498092,0.2535008892624283,-0.04884718901744739,-0.04884718901744739,-0.09023116836415912,
missing_imbalance,cmc,HistGradientBoosting,0,0.0,0.2,0.8,macro_f1,0.5213560513846794,0.20014123091427583,0.2039355870241521,-0.0037943561098762735,-0.0037943561098762735,-0.007008984383145024,
all_three_excess_over_singles,cmc,HistGradientBoosting,0,0.2,0.2,0.8,macro_f1,0.5213560513846794,0.17536033415817165,0.30470593329693696,-0.1293455991387653,-0.1293455991387653,-0.23892888757394581,-0.019659515975713582
noise_missing,cmc,XGBoost,0,0.2,0.2,natural,macro_f1,0.512039792946127,0.06957159580530858,0.09680080880003772,-0.027229212994729135,-0.027229212994729135,-0.051178903074053136,
noise_imbalance,cmc,XGBoost,0,0.2,0.0,0.8,macro_f1,0.512039792946127,0.20295690052990123,0.2545952887038429,-0.051638388173941674,-0.051638388173941674,-0.09705737965199615,
missing_imbalance,cmc,XGBoost,0,0.0,0.2,0.8,macro_f1,0.512039792946127,0.2156985971480388,0.23874538276589824,-0.023046785617859444,-0.023046785617859444,-0.043317785480367445,
all_three_excess_over_singles,cmc,XGBoost,0,0.2,0.2,0.8,macro_f1,0.512039792946127,0.1972206830179084,0.29507074013488943,-0.09785005711698103,-0.09785005711698103,-0.18391492218118555,0.004064329669549227
noise_missing,cmc,LightGBM,0,0.2,0.2,natural,macro_f1,0.5104566140001022,0.08577918367569831,0.09626645537296535,-0.010487271697267042,-0.010487271697267042,-0.019770272290855102,
noise_imbalance,cmc,LightGBM,0,0.2,0.0,0.8,macro_f1,0.5104566140001022,0.19253088872785762,0.25702763267183526,-0.06449674394397764,-0.06449674394397764,-0.1215872179585364,
missing_imbalance,cmc,LightGBM,0,0.0,0.2,0.8,macro_f1,0.5104566140001022,0.19903808271357482,0.20552264378145918,-0.006484561067884365,-0.006484561067884365,-0.012224489047247726,
all_three_excess_over_singles,cmc,LightGBM,0,0.2,0.2,0.8,macro_f1,0.5104566140001022,0.1754191583230013,0.2794083659131299,-0.10398920759012859,-0.10398920759012859,-0.1960371590165686,-0.022520630880999537
noise_missing,cmc,LogisticRegression,1,0.2,0.2,natural,macro_f1,0.4875123981164249,-0.001740812115895496,0.050046832271634256,-0.05178764438752975,-0.05178764438752975,-0.10204212661549503,
noise_imbalance,cmc,LogisticRegression,1,0.2,0.0,0.8,macro_f1,0.4875123981164249,0.28763890033021366,0.2854113057595878,0.0022275945706258793,0.0022275945706258793,0.0043892416794020115,
missing_imbalance,cmc,LogisticRegression,1,0.0,0.2,0.8,macro_f1,0.4875123981164249,0.2820909540355061,0.3246653526283213,-0.0425743985928152,-0.0425743985928152,-0.08388839120152589,
all_three_excess_over_singles,cmc,LogisticRegression,1,0.2,0.2,0.8,macro_f1,0.4875123981164249,0.28763890033021366,0.33006174532977167,-0.04242284499955801,-0.04242284499955801,-0.08358977072679528,0.049711603410161065
noise_missing,cmc,LinearSVM,1,0.2,0.2,natural,macro_f1,0.4634010108512124,-0.023571008447150932,0.023768193206011146,-0.04733920165316208,-0.04733920165316208,-0.09792946351064369,
noise_imbalance,cmc,LinearSVM,1,0.2,0.0,0.8,macro_f1,0.4634010108512124,0.2635275130650012,0.2487830780028802,0.01474443506212103,0.01474443506212103,0.0305014568259959,
missing_imbalance,cmc,LinearSVM,1,0.0,0.2,0.8,macro_f1,0.4634010108512124,0.2635275130650012,0.3020401413331334,-0.038512628268132176,-0.038512628268132176,-0.07967014425624795,
all_three_excess_over_singles,cmc,LinearSVM,1,0.2,0.2,0.8,macro_f1,0.4634010108512124,0.2635275130650012,0.28729570627101236,-0.023768193206011146,-0.023768193206011146,-0.04916868743025206,0.04733920165316208
noise_missing,cmc,KNN,1,0.2,0.2,natural,macro_f1,0.49359588648734,0.10772418980152576,0.11800645932839082,-0.010282269526865062,-0.010282269526865062,-0.020020155529650096,
noise_imbalance,cmc,KNN,1,0.2,0.0,0.8,macro_f1,0.49359588648734,0.2592072493714348,0.23372308433348565,0.025484165037949147,0.025484165037949147,0.04961909880595845,
missing_imbalance,cmc,KNN,1,0.0,0.2,0.8,macro_f1,0.49359588648734,0.2339935324588222,0.26207924443615016,-0.028085711977327954,-0.028085711977327954,-0.05468445662486874,
all_three_excess_over_singles,cmc,KNN,1,0.2,0.2,0.8,macro_f1,0.49359588648734,0.2707151552474757,0.3069043940490133,-0.036189238801537627,-0.036189238801537627,-0.07046247790076426,-0.023305422335293757
noise_missing,cmc,DecisionTree,1,0.2,0.2,natural,macro_f1,0.456842471310213,0.07160088591318842,0.03934049831165193,0.03226038760153649,0.03226038760153649,0.06765418254983685,
noise_imbalance,cmc,DecisionTree,1,0.2,0.0,0.8,macro_f1,0.456842471310213,0.10910102869211008,0.06481713806945749,0.04428389062265259,0.04428389062265259,0.09286901500399995,
missing_imbalance,cmc,DecisionTree,1,0.0,0.2,0.8,macro_f1,0.456842471310213,0.07836255242299828,0.09582479390966159,-0.01746224148666331,-0.01746224148666331,-0.036620566617488096,
all_three_excess_over_singles,cmc,DecisionTree,1,0.2,0.2,0.8,macro_f1,0.456842471310213,0.12607743275898858,0.0999912151453855,0.02608621761360308,0.02608621761360308,0.054706153883328314,-0.03299581912392269
noise_missing,cmc,RandomForest,1,0.2,0.2,natural,macro_f1,0.5070164866363541,0.06010970903697693,0.08038674168983256,-0.02027703265285563,-0.02027703265285563,-0.03847513914084998,
noise_imbalance,cmc,RandomForest,1,0.2,0.0,0.8,macro_f1,0.5070164866363541,0.22253076980296155,0.23970517458565055,-0.017174404782689,-0.017174404782689,-0.03258798390218006,
missing_imbalance,cmc,RandomForest,1,0.0,0.2,0.8,macro_f1,0.5070164866363541,0.2642690457481228,0.21469517460589066,0.04957387114223216,0.04957387114223216,0.09406512395586318,
all_three_excess_over_singles,cmc,RandomForest,1,0.2,0.2,0.8,macro_f1,0.5070164866363541,0.30854320419360604,0.2673935454406869,0.04114965875291915,0.04114965875291915,0.07808040127084821,0.02902722504623162
noise_missing,cmc,ExtraTrees,1,0.2,0.2,natural,macro_f1,0.5074741469302538,0.08762067548861752,0.05368023841696917,0.033940437071648344,0.033940437071648344,0.06434521439424437,
noise_imbalance,cmc,ExtraTrees,1,0.2,0.0,0.8,macro_f1,0.5074741469302538,0.20424480320188565,0.2069049294135985,-0.0026601262117128543,-0.0026601262117128543,-0.00504314045947847,
missing_imbalance,cmc,ExtraTrees,1,0.0,0.2,0.8,macro_f1,0.5074741469302538,0.23856517772007985,0.20450187919207358,0.03406329852800627,0.03406329852800627,0.06457813852346084,
all_three_excess_over_singles,cmc,ExtraTrees,1,0.2,0.2,0.8,macro_f1,0.5074741469302538,0.26583315640189603,0.23254352351132063,0.033289632890575405,0.033289632890575405,0.06311140192237172,-0.032053976497366354
noise_missing,cmc,HistGradientBoosting,1,0.2,0.2,natural,macro_f1,0.4761478200237889,0.06695186796953373,0.04125920089715435,0.025692667072379383,0.025692667072379383,0.05178429902432603,
